model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
Stacking,symmetric,0.8894528693100666,0.677576493970357,0.2118763753397096,-0.4993236475586514,23.820978339645862
Stacking,asymmetric,0.8894528693100666,0.6830630213497246,0.206389847960342,-0.49246606248704333,23.204135382736478
