dataset,condition,noise_type,fold,actual_noise_pct,f1_RF,acc_RF,f1_XGB,acc_XGB,f1_ET,acc_ET,f1_Voting,acc_Voting,f1_PlainStack,acc_PlainStack,f1_DAS,acc_DAS,mean_pairwise_kappa,f1_best_single,stack_gap_vs_best,das_delta
cifar10,asymmetric_30,asymmetric,0,30.012499999999996,0.8030557525015849,0.8036666666666666,0.7944800350437847,0.7945,0.8126184735443965,0.8136666666666666,0.8210218111980879,0.8213333333333334,0.7758652423147945,0.7756666666666666,0.7822047713288235,0.7818333333333334,0.8329554937682376,0.8126184735443965,-0.03675323122960206,0.006339529014029011
cifar10,asymmetric_30,asymmetric,1,29.50833333333333,0.8091423751891405,0.8096666666666666,0.8065301782842782,0.8066666666666666,0.8183462911795715,0.8188333333333333,0.8304415514591812,0.8306666666666667,0.7927372593898502,0.7925,0.7952118744729674,0.7951666666666667,0.8336979147758234,0.8183462911795715,-0.025609031789721293,0.002474615083117193
cifar10,asymmetric_30,asymmetric,2,30.0375,0.8052407070912027,0.8058333333333333,0.8030771001864176,0.8033333333333333,0.8115358751154776,0.8123333333333334,0.8225776143199521,0.823,0.7765463336420316,0.7765,0.7816107328216615,0.7815,0.8316765711179231,0.8115358751154776,-0.03498954147344602,0.005064399179629864
cifar10,asymmetric_30,asymmetric,3,29.770833333333336,0.8083627290464005,0.8085,0.8076860183425335,0.8076666666666666,0.817341662506035,0.818,0.8308133523992938,0.8306666666666667,0.7827926726316332,0.7823333333333333,0.7894723812006537,0.7891666666666667,0.8365810610162191,0.817341662506035,-0.0345489898744018,0.006679708569020448
cifar10,asymmetric_30,asymmetric,4,30.020833333333336,0.8032302399897452,0.8033333333333333,0.7994249494780189,0.7991666666666667,0.803918424386824,0.8043333333333333,0.8196202896947018,0.8193333333333334,0.7728354851293945,0.7723333333333333,0.7771184100624792,0.7766666666666666,0.8270552322772486,0.803918424386824,-0.031082939257429554,0.004282924933084686
cifar10,asymmetric_40,asymmetric,0,39.625,0.7342694020862717,0.738,0.6699321948860996,0.6705,0.7419532725535698,0.746,0.7138357311533675,0.7151666666666666,0.6778070647881018,0.6785,0.6844802513236828,0.6851666666666667,0.7196433675339917,0.7419532725535698,-0.06414620776546798,0.006673186535581022
cifar10,asymmetric_40,asymmetric,1,39.90416666666667,0.7493143197853223,0.7515,0.6805867588397897,0.6808333333333333,0.7424390872472333,0.7451666666666666,0.7272852687847218,0.7276666666666667,0.6796640933314938,0.68,0.6789293231233104,0.6795,0.7154579684759907,0.7493143197853223,-0.06965022645382846,-0.0007347702081833551
cifar10,asymmetric_40,asymmetric,2,39.925,0.7481208623433455,0.7501666666666666,0.6616710611229665,0.6618333333333334,0.7517446036093836,0.7533333333333333,0.7070128244435854,0.7073333333333334,0.6743937864581373,0.6738333333333333,0.671749846193942,0.6716666666666666,0.7153458932330058,0.7517446036093836,-0.07735081715124625,-0.0026439402641953436
cifar10,asymmetric_40,asymmetric,3,40.1,0.7389933306482332,0.7413333333333333,0.6767265235156553,0.677,0.7538777521326918,0.7563333333333333,0.7241946665047332,0.7245,0.6760341713643012,0.6763333333333333,0.6877674086069818,0.6886666666666666,0.7160861084942439,0.7538777521326918,-0.0778435807683906,0.011733237242680605
cifar10,asymmetric_40,asymmetric,4,40.10416666666667,0.7376449890254715,0.7395,0.6744248418389313,0.6743333333333333,0.7468555907984333,0.7486666666666667,0.7164759722106296,0.7165,0.6687393828082742,0.6685,0.6772977904706095,0.677,0.7155852475643352,0.7468555907984333,-0.07811620799015917,0.008558407662335288
cifar10,c10n_aggre_0,c10n_aggre,0,8.883333333333333,0.8223095005276913,0.8233333333333334,0.8626434172702284,0.863,0.8314192868716184,0.8326666666666667,0.8630877637612338,0.8635,0.8603359348058686,0.8605,0.8613195486897387,0.8615,0.8888543379492361,0.8626434172702284,-0.0023074824643598557,0.000983613883870138
cifar10,c10n_aggre_0,c10n_aggre,1,8.945833333333333,0.829423580108308,0.8305,0.869158435954508,0.8696666666666667,0.8335552164026758,0.8346666666666667,0.8699840037645921,0.8705,0.871410272178083,0.8718333333333333,0.873559675707909,0.874,0.8919356130947095,0.869158435954508,0.0022518362235749434,0.002149403529826066
cifar10,c10n_aggre_0,c10n_aggre,2,8.987499999999999,0.8244940446619061,0.8253333333333334,0.8624551169607683,0.8626666666666667,0.8278462429289124,0.8288333333333333,0.8640152147281442,0.8643333333333333,0.8610552943287869,0.8611666666666666,0.8642247506387282,0.8643333333333333,0.8889863986930524,0.8624551169607683,-0.0013998226319813512,0.0031694563099412543
cifar10,c10n_aggre_0,c10n_aggre,3,8.958333333333334,0.8247351813926518,0.8256666666666667,0.8746716628561326,0.8748333333333334,0.8317730886926835,0.8326666666666667,0.8759662934777905,0.8761666666666666,0.874012193161445,0.8741666666666666,0.8760738013681006,0.8761666666666666,0.8884329304989,0.8746716628561326,-0.0006594696946876644,0.002061608206655685
