dataset,condition,noise_type,fold,actual_noise_pct,f1_RF,acc_RF,f1_XGB,acc_XGB,f1_ET,acc_ET,f1_Voting,acc_Voting,f1_PlainStack,acc_PlainStack,f1_DAS,acc_DAS,mean_pairwise_kappa,f1_best_single,stack_gap_vs_best,das_delta
fmnist,asymmetric_40,asymmetric,2,39.916666666666664,0.7948055332645302,0.7966666666666666,0.7091944234532603,0.7101388888888889,0.8028616509306185,0.8056944444444445,0.7656046136926907,0.7663888888888889,0.7522202758073337,0.7519444444444444,0.7599847101848666,0.7605555555555555,0.7744934287186845,0.8028616509306185,-0.050641375123284704,0.007764434377532825
fmnist,asymmetric_40,asymmetric,3,39.94444444444444,0.8061727020449286,0.8076388888888889,0.7071062308242015,0.7073611111111111,0.8102601262400124,0.8119444444444445,0.7683188046106142,0.7688888888888888,0.7603869193056577,0.7594444444444445,0.7631195604898423,0.7640277777777778,0.7653092664832507,0.8102601262400124,-0.04987320693435471,0.002732641184184592
fmnist,asymmetric_40,asymmetric,4,40.00694444444444,0.8108236921593642,0.8129166666666666,0.7085096591791686,0.7086111111111111,0.8096489809026094,0.8123611111111111,0.7675779748361704,0.7683333333333333,0.749831060801601,0.7505555555555555,0.754788211698767,0.7569444444444444,0.7625217750780675,0.8108236921593642,-0.06099263135776323,0.004957150897165974
fmnist,clean_0,clean,0,0.0,0.8673267433716685,0.8691666666666666,0.9015703225700008,0.9019444444444444,0.8670312806125713,0.8691666666666666,0.8963459130013446,0.8970833333333333,0.8965597004200074,0.8968055555555555,0.8977320206868719,0.8979166666666667,0.9275959915115052,0.9015703225700008,-0.005010622149993371,0.001172320266864424
fmnist,clean_0,clean,1,0.0,0.8589583360542907,0.8611111111111112,0.8936100958543299,0.8943055555555556,0.8577828947811994,0.8604166666666667,0.8905373926111807,0.8915277777777778,0.8926975956507807,0.8931944444444444,0.8922788257847415,0.8927777777777778,0.9271665340607506,0.8936100958543299,-0.0009125002035492713,-0.0004187698660391703
fmnist,clean_0,clean,2,0.0,0.857313171071044,0.8598611111111111,0.8974279640803908,0.8980555555555556,0.8588057390918769,0.8622222222222222,0.891467659162347,0.8925,0.8925579095031116,0.8930555555555556,0.8942584909258701,0.8945833333333333,0.9274219774246708,0.8974279640803908,-0.0048700545772791815,0.0017005814227584182
fmnist,clean_0,clean,3,0.0,0.8566462219574973,0.8583333333333333,0.8917959255316745,0.8919444444444444,0.8561578893482391,0.8584722222222222,0.8866275688590848,0.8872222222222222,0.8886224766027278,0.8886111111111111,0.8893804185837848,0.8893055555555556,0.9288899902639144,0.8917959255316745,-0.003173448928946776,0.0007579419810570531
fmnist,clean_0,clean,4,0.0,0.8643602553391977,0.8656944444444444,0.8981683614265957,0.8983333333333333,0.8620155277812216,0.8643055555555555,0.8950828475214182,0.8955555555555555,0.8956219307369355,0.8955555555555555,0.8959059367728772,0.8958333333333334,0.929091868868012,0.8981683614265957,-0.0025464306896602062,0.0002840060359416974
fmnist,pairflip_40,pairflip,0,23.82638888888889,0.8213241663875281,0.8230555555555555,0.7821706865716319,0.7826388888888889,0.8229788561914535,0.8252777777777778,0.8088334205429586,0.8098611111111111,0.8466697121071238,0.8465277777777778,0.8411225502403319,0.84125,0.8111036284765353,0.8229788561914535,0.023690855915670328,-0.005547161866791939
fmnist,pairflip_40,pairflip,1,23.94097222222222,0.8075301853693144,0.8105555555555556,0.7714959760515855,0.7723611111111112,0.8038830145683091,0.8076388888888889,0.7982210959169362,0.7995833333333333,0.8375725963948467,0.8388888888888889,0.8344823443103853,0.8356944444444444,0.8100066528770201,0.8075301853693144,0.03004241102553229,-0.0030902520844614534
fmnist,pairflip_40,pairflip,2,23.73611111111111,0.8186544053771696,0.8220833333333334,0.7939809552269134,0.7951388888888888,0.8136134187930766,0.8181944444444444,0.8166739613322932,0.8183333333333334,0.8472028591652977,0.8483333333333334,0.8415641462288777,0.8427777777777777,0.823185928899842,0.8186544053771696,0.028548453788128092,-0.005638712936420043
fmnist,pairflip_40,pairflip,3,23.8125,0.8143301340195185,0.8180555555555555,0.7885267827676987,0.7895833333333333,0.8107957354998547,0.815,0.8114090992037426,0.8133333333333334,0.8450774268215078,0.8475,0.8436469761997648,0.8461111111111111,0.8180155868489397,0.8143301340195185,0.03074729280198929,-0.0014304506217429624
fmnist,pairflip_40,pairflip,4,24.065972222222225,0.8086865646100163,0.8125,0.7853403530084373,0.7863888888888889,0.8065333742162532,0.8111111111111111,0.8043014667398201,0.8058333333333333,0.8395176355936578,0.8418055555555556,0.8328019000093476,0.8354166666666667,0.810705035234997,0.8086865646100163,0.030831070983641462,-0.006715735584310156
fmnist,symmetric_10,symmetric,0,10.291666666666668,0.8662149069761812,0.8679166666666667,0.8969377547574302,0.8973611111111112,0.8685222967116909,0.8708333333333333,0.8947213326937231,0.8955555555555555,0.8968905618476637,0.8970833333333333,0.8981342290758112,0.8981944444444444,0.9325861510512947,0.8969377547574302,-4.719290976651358e-05,0.0012436672281475047
fmnist,symmetric_10,symmetric,1,10.142361111111112,0.8562758257201052,0.8583333333333333,0.8896493283140273,0.8902777777777777,0.8547231824856432,0.8579166666666667,0.8846776292470919,0.8856944444444445,0.8891042794505998,0.8893055555555556,0.8889799466863707,0.8890277777777778,0.9278346011066533,0.8896493283140273,-0.0005450488634275441,-0.0001243327642290737
fmnist,symmetric_10,symmetric,2,10.03125,0.8575995404333454,0.8602777777777778,0.8893706634751426,0.8901388888888889,0.8550794317240836,0.8586111111111111,0.8854313079033311,0.8866666666666667,0.888544159577131,0.8890277777777778,0.8887235476535276,0.8888888888888888,0.9245308970590408,0.8893706634751426,-0.0008265038980116435,0.0001793880763966138
fmnist,symmetric_10,symmetric,3,9.78125,0.856293431398376,0.8581944444444445,0.8882550622534259,0.8884722222222222,0.8556027170832967,0.8580555555555556,0.8864778827101745,0.8869444444444444,0.8866888474461572,0.8865277777777778,0.8879140922462181,0.8876388888888889,0.9266236872550001,0.8882550622534259,-0.0015662148072687065,0.0012252448000609206
fmnist,symmetric_10,symmetric,4,10.322916666666666,0.8616351654968906,0.8633333333333333,0.8963740999549289,0.8966666666666666,0.8614486092114795,0.8633333333333333,0.8912897014816619,0.8919444444444444,0.8957264928995995,0.8956944444444445,0.8944849712168622,0.8943055555555556,0.9253331755608261,0.8963740999549289,-0.0006476070553294022,-0.0012415216827372788
fmnist,symmetric_20,symmetric,0,20.118055555555557,0.8682322354029612,0.8698611111111111,0.890981827185948,0.89125,0.8656405770365486,0.8680555555555556,0.8884756982811476,0.8893055555555556,0.8915871934549209,0.8913888888888889,0.8901371860735925,0.8897222222222222,0.9266669614261751,0.890981827185948,0.0006053662689728956,-0.0014500073813283887
fmnist,symmetric_20,symmetric,1,19.88888888888889,0.853836715428914,0.8559722222222222,0.8825168647102478,0.8829166666666667,0.8573952738075181,0.8602777777777778,0.879696617942298,0.8806944444444444,0.8830242428824147,0.8831944444444444,0.8820373304141762,0.8820833333333333,0.9239334847214399,0.8825168647102478,0.0005073781721668391,-0.0009869124682384545
fmnist,symmetric_20,symmetric,2,19.49652777777778,0.8566496589716335,0.8588888888888889,0.8879275993202848,0.8888888888888888,0.8563263348246657,0.8591666666666666,0.8815475075217529,0.8830555555555556,0.8868303559695155,0.8872222222222222,0.8865654543291013,0.8868055555555555,0.9205217740972018,0.8879275993202848,-0.001097243350769217,-0.00026490164041426123
fmnist,symmetric_20,symmetric,3,20.243055555555557,0.8536398119606645,0.8555555555555555,0.8798988181810067,0.8804166666666666,0.8565697837967999,0.85875,0.8781256442684603,0.8790277777777777,0.8805189325994982,0.8805555555555555,0.8829643623714821,0.8827777777777778,0.9263081698261658,0.8798988181810067,0.0006201144184915242,0.00244542977198392
fmnist,symmetric_20,symmetric,4,19.739583333333332,0.8588102714752335,0.8604166666666667,0.8895293124624004,0.89,0.8621401450153232,0.8640277777777777,0.8891481466390967,0.89,0.8901699827908767,0.8901388888888889,0.8920269990948453,0.8916666666666667,0.9239421812674592,0.8895293124624004,0.000640670328476256,0.0018570163039686172
fmnist,symmetric_30,symmetric,0,29.944444444444446,0.8672296507330977,0.8686111111111111,0.8855925759630082,0.8858333333333334,0.866549513962991,0.8683333333333333,0.8861328894270573,0.8868055555555555,0.8855082111119614,0.8852777777777778,0.8861786059805216,0.8856944444444445,0.9153521628547491,0.8855925759630082,-8.436485104679203e-05,0.0006703948685601313
fmnist,symmetric_30,symmetric,1,29.569444444444443,0.857814270279806,0.8597222222222223,0.8777362741270457,0.8784722222222222,0.8531513056241007,0.8558333333333333,0.877854006206977,0.8791666666666667,0.876986567403228,0.8770833333333333,0.877338623357217,0.8770833333333333,0.9144076302963202,0.8777362741270457,-0.0007497067238176891,0.0003520559539890167
fmnist,symmetric_30,symmetric,2,29.944444444444446,0.8563821845324778,0.8591666666666666,0.8797060961173786,0.8802777777777778,0.8561580759642121,0.8594444444444445,0.8794120769398998,0.8806944444444444,0.8805706779006712,0.8806944444444444,0.8799786443569297,0.8795833333333334,0.9139274662627118,0.8797060961173786,0.0008645817832926284,-0.0005920335437414881
fmnist,symmetric_30,symmetric,3,29.812499999999996,0.8551367482414761,0.8569444444444444,0.877783992634346,0.8781944444444445,0.8528079746048792,0.855,0.8789234663138015,0.8797222222222222,0.8796709220728257,0.8794444444444445,0.8785925893328118,0.8780555555555556,0.9198241936480396,0.877783992634346,0.0018869294384796786,-0.0010783327400138987
fmnist,symmetric_30,symmetric,4,30.01388888888889,0.865354626180844,0.8665277777777778,0.8836774370733755,0.8841666666666667,0.8637563121959115,0.8655555555555555,0.885147083106391,0.8858333333333334,0.884522257974532,0.8844444444444445,0.8846557965980878,0.8843055555555556,0.9204445479670356,0.8836774370733755,0.0008448209011564511,0.0001335386235558067
fmnist,symmetric_40,symmetric,0,39.75694444444444,0.8605078935888958,0.8618055555555556,0.8695092697903221,0.8697222222222222,0.8602483739903389,0.8622222222222222,0.8758040146274068,0.8766666666666667,0.8738118964064586,0.8734722222222222,0.8746292578515391,0.8740277777777777,0.9079416225065556,0.8695092697903221,0.004302626616136562,0.0008173614450804889
fmnist,symmetric_40,symmetric,1,39.89930555555555,0.8496205453117739,0.8515277777777778,0.8646599438856853,0.8652777777777778,0.8504052265282942,0.8534722222222222,0.8706511902057438,0.8719444444444444,0.8696076117114304,0.8695833333333334,0.8676476023409929,0.8669444444444444,0.9018976004920933,0.8646599438856853,0.004947667825745072,-0.001960009370437499
fmnist,symmetric_40,symmetric,2,39.916666666666664,0.8504850842075277,0.8531944444444445,0.8661971482704489,0.8672222222222222,0.8510504649992695,0.8538888888888889,0.8694611470583953,0.8708333333333333,0.8681918047906608,0.8684722222222222,0.8700269853201187,0.8695833333333334,0.9060486490839081,0.8661971482704489,0.0019946565202119126,0.0018351805294578583
fmnist,symmetric_40,symmetric,3,39.94444444444444,0.8557578009792695,0.8577777777777778,0.8688437578905719,0.8693055555555556,0.8495289347189683,0.8523611111111111,0.870957963899371,0.8720833333333333,0.8722250414124669,0.8720833333333333,0.8730985898988328,0.8723611111111111,0.9069074832347678,0.8688437578905719,0.00338128352189504,0.0008735484863658938
fmnist,symmetric_40,symmetric,4,40.00694444444444,0.8600366849180403,0.8616666666666667,0.8744137009163426,0.875,0.8560325803497226,0.8579166666666667,0.8782441334271972,0.8793055555555556,0.8766010952724901,0.8768055555555555,0.8778609870527532,0.8776388888888889,0.9049449408382545,0.8744137009163426,0.002187394356147454,0.0012598917802630893
