model,noise_type,noise_level,fold,train_size,val_size,actual_noise_pct,runtime_seconds,accuracy,f1_macro,f1_weighted,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,precision_class_2,recall_class_2,f1_class_2,support_class_2,precision_class_3,recall_class_3,f1_class_3,support_class_3,precision_class_4,recall_class_4,f1_class_4,support_class_4,precision_class_5,recall_class_5,f1_class_5,support_class_5,precision_class_6,recall_class_6,f1_class_6,support_class_6,ensemble,domain,ram_gb,precision_class_7,recall_class_7,f1_class_7,support_class_7,precision_class_8,recall_class_8,f1_class_8,support_class_8,precision_class_9,recall_class_9,f1_class_9,support_class_9
Voting,symmetric,0.0,0,278884,69722,0.0,175.9262912273407,0.9562835260032702,0.9298958527604542,0.9562121562545154,0.966026053393374,0.9451634475433696,0.9554808820312966,25421,0.954905933429812,0.9704671137780916,0.9626236395996848,33996,0.9389607442704788,0.9643439757632254,0.951483099563118,4291,0.907936507936508,0.8666666666666667,0.8868217054263566,330,0.8926919518963923,0.8472344161545216,0.8693693693693694,1139,0.9234866828087168,0.9150671785028792,0.9192576524463726,2084,0.969983552631579,0.958553433563592,0.9642346208869814,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.0,1,278885,69721,0.0,179.60080790519714,0.9583626167151934,0.9337140642133948,0.9582914783810608,0.9665688913890786,0.94626489909917,0.9563091357239404,25421,0.9571213350330282,0.9717613836921992,0.9643858010275572,33996,0.9512531616463556,0.9643356643356644,0.957749739553189,4290,0.89375,0.8693009118541033,0.8813559322033898,329,0.9101123595505618,0.8533801580333626,0.8808337109198007,1139,0.9239543726235742,0.9328214971209212,0.9283667621776504,2084,0.9640694388373032,0.9699431356620634,0.9669973678882364,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.0,2,278885,69721,0.0,185.28074717521667,0.956584099482222,0.9355178092799752,0.9565058432850264,0.9620754490538864,0.9460288737657842,0.953984688008251,25421,0.955511731098286,0.9691434286386632,0.9622793054602276,33996,0.956371191135734,0.9657342657342656,0.9610299234516354,4290,0.8911764705882353,0.9181818181818182,0.9044776119402984,330,0.9115969581749048,0.8419666374012291,0.8753993610223643,1139,0.9304347826086956,0.9241842610364684,0.927298988926336,2084,0.9665169456921192,0.9618041446566435,0.9641547861507128,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.0,3,278885,69721,0.0,172.8193280696869,0.957057414552287,0.935946711882502,0.9569706074142365,0.9651046058707786,0.9454388104323196,0.9551704951911612,25421,0.9554931371981236,0.9706141899046948,0.9629943090617248,33996,0.9523919574763116,0.9606060606060606,0.956481374028084,4290,0.9023668639053254,0.9242424242424242,0.9131736526946108,330,0.918032786885246,0.835820895522388,0.875,1139,0.921165790731008,0.9251439539347408,0.9231505865453676,2084,0.9602249899558056,0.971149939049167,0.9656565656565655,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.0,4,278885,69721,0.0,179.8767409324646,0.9549776968201832,0.92990507350469,0.9549000435851064,0.9617541049259112,0.9447285601888276,0.9531653105774957,25420,0.9547458807147832,0.9681138957524414,0.961383419991821,33996,0.945716903344022,0.9622465625728268,0.9539101305302068,4291,0.8895705521472392,0.8787878787878788,0.8841463414634146,330,0.909867172675522,0.8419666374012291,0.8746010031919744,1139,0.9256951102588686,0.9265834932821496,0.9261390887290168,2084,0.9587249693502248,0.9532710280373832,0.9559902200488998,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.1,0,278884,69722,10.010255159851408,251.60618662834167,0.9443217348899916,0.9038893703975102,0.9442400544493396,0.9578593693073716,0.9308052397624011,0.9441385364296544,25421,0.944839343504392,0.961848452759148,0.9532680310185996,33996,0.9172999552972732,0.95642041482172,0.9364517969195664,4291,0.8214285714285714,0.8363636363636363,0.8288288288288288,330,0.8453703703703703,0.8015803336259877,0.8228931951329428,1139,0.8927017883035283,0.8862763915547025,0.889477486154587,2084,0.953915171288744,0.950426655830963,0.952167718298392,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.1,1,278885,69721,10.013804973376123,220.72435235977173,0.946787911819968,0.9123093288145732,0.94672780774961,0.9576952604145622,0.9323787419849732,0.9448674506677296,25421,0.9477082549150186,0.9627897399694082,0.9551894707659084,33996,0.9346435100548446,0.9533799533799534,0.9439187629817678,4290,0.8470948012232415,0.8419452887537994,0.8445121951219512,329,0.8634686346863468,0.8217734855136084,0.8421052631578947,1139,0.8845618915159944,0.9155470249520152,0.899787785899552,2084,0.9502207948615012,0.961413484971568,0.9557843731072078,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.1,2,278885,69721,10.05181347150259,210.935494184494,0.9437615639477346,0.910957956697374,0.943680096933112,0.9518998550957978,0.9302938515400652,0.940972843927186,25421,0.9449549262297458,0.958936345452406,0.951894298853931,33996,0.9407051282051282,0.9578088578088578,0.9491799491799492,4290,0.8233618233618234,0.8757575757575757,0.8487518355359766,330,0.8719165085388995,0.8068481123792801,0.8381212950296397,1139,0.8947368421052632,0.9136276391554704,0.9040835707502374,2084,0.9406540169559952,0.94676960585128,0.9437019036046984,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.1,3,278885,69721,10.024562095487386,203.6975576877594,0.9461137964171484,0.9131420606064008,0.9460561196315972,0.9585863492834588,0.9314739782069942,0.9448357041677472,25421,0.9465416992102752,0.962495587716202,0.9544519798731133,33996,0.9287981859410432,0.9547785547785548,0.9416091954022988,4290,0.8159340659340659,0.9,0.8559077809798271,330,0.8827977315689981,0.820017559262511,0.8502503413746018,1139,0.885956644674835,0.9021113243761996,0.89396100808369,2084,0.9443108974358976,0.9577407557903292,0.9509784143635264,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.1,4,278885,69721,9.96503935313839,206.44448971748352,0.9431161343067368,0.9062293473183284,0.9430514385163624,0.9539635746880426,0.9293076317859952,0.9414742044118526,25420,0.9445264773154984,0.9596128956347806,0.952009921937696,33996,0.9286363636363636,0.9522255884409228,0.9402830514325164,4291,0.8176470588235294,0.8424242424242424,0.8298507462686567,330,0.8706654170571696,0.8156277436347673,0.8422484134179511,1139,0.8821879382889201,0.9054702495201536,0.893677480464125,2084,0.9417711281843916,0.9463632669646486,0.9440616132955006,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.2,0,278884,69722,20.01082887508785,215.3140299320221,0.933478672441984,0.8745212413819269,0.9335899551228454,0.9502868068833652,0.9188859604264192,0.9343226270949162,25421,0.9388317946931428,0.9512589716437228,0.9450045293825428,33996,0.9032044198895028,0.9524586343509672,0.9271778584392014,4291,0.6547619047619048,0.8333333333333334,0.7333333333333333,330,0.7852706299911268,0.7769973661106233,0.7811120917917035,1139,0.8621991505427088,0.8766794625719769,0.8693790149892934,2084,0.9233226837060704,0.9394555058919138,0.9313192346424974,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.2,1,278885,69721,20.00501999031859,215.746767282486,0.9356865219948078,0.8812106707479032,0.9358385878343506,0.951037851037851,0.9192006608709334,0.934848272689084,25421,0.9418006337393529,0.9529650547123192,0.9473499524819066,33996,0.91329739442947,0.9477855477855478,0.930221917181423,4290,0.6618004866180048,0.8267477203647416,0.7351351351351352,329,0.8157205240174672,0.820017559262511,0.8178633975481612,1139,0.8396012686905301,0.8891554702495201,0.863668142624097,2084,0.9255025620811984,0.9536961819658814,0.9393878775755152,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.2,2,278885,69721,19.986015741255358,218.67931938171387,0.9330044032644396,0.8824706139437998,0.933099597624378,0.9462667154412064,0.915817631092404,0.9307932192547576,25421,0.9383788495061012,0.9500823626308976,0.944194340505145,33996,0.917676087931808,0.9536130536130536,0.935299497027892,4290,0.6635730858468677,0.8666666666666667,0.7516425755584757,330,0.81998199819982,0.7998244073748902,0.8097777777777778,1139,0.8578656853725851,0.8949136276391555,0.8759981211836543,2084,0.9179873217115688,0.9414872003250712,0.9295887662988966,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.2,3,278885,69721,19.96199150187353,218.6320762634277,0.9339223476427476,0.8825766335009748,0.9340652464417974,0.9508089823531808,0.9177451713150544,0.9339845470194964,25421,0.9397604372601466,0.9508177432639134,0.945256755176044,33996,0.9112055468575264,0.9496503496503496,0.930030818399726,4290,0.6933962264150944,0.8909090909090909,0.7798408488063661,330,0.7885117493472585,0.7954345917471466,0.791958041958042,1139,0.8413855970829535,0.8857965451055663,0.8630201028517999,2084,0.9176470588235294,0.9508329947175944,0.9339453202953504,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.2,4,278885,69721,20.058805600874912,215.3338861465454,0.9322442305761536,0.8749153025030678,0.9324145545288018,0.9460335467142048,0.9185680566483084,0.9320985190211968,25420,0.9397014229064614,0.9479938816331334,0.9438294382943828,33996,0.911922904527118,0.94826380797017,0.9297383754141436,4291,0.639080459770115,0.8424242424242424,0.726797385620915,330,0.8005342831700801,0.7892888498683055,0.7948717948717948,1139,0.8487738419618529,0.8968330134357005,0.8721418572095193,2084,0.9139230464101546,0.9362047947988622,0.9249297470895222,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.3,0,278884,69722,30.056224093171352,222.63334441185,0.9179455552049568,0.830199525772778,0.9188435954680344,0.9423496031909206,0.9014987608669998,0.9214716525934862,25421,0.934267336329192,0.9356689022237912,0.9349675940214276,33996,0.8736299161831077,0.947331624329993,0.908989266547406,4291,0.4736842105263157,0.8181818181818182,0.6,330,0.6887470071827614,0.7576821773485514,0.7215719063545151,1139,0.7891725352112676,0.8603646833013435,0.8232323232323232,2084,0.8757668711656442,0.9280780170662332,0.901163937660288,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.3,1,278885,69721,30.04105634939133,221.05027079582212,0.9195794667316878,0.8262956948307586,0.9207568604537046,0.9462547434416764,0.9024428622005428,0.9238296587133796,25421,0.9369435547850616,0.9379632897987998,0.9374531449822868,33996,0.8812554872695347,0.935897435897436,0.9077549174768256,4290,0.4364820846905538,0.8145896656534954,0.5683987274655355,329,0.6720430107526881,0.7682177348551361,0.7169192953707497,1139,0.7931334202520643,0.8757197696737045,0.8323831242873432,2084,0.8622238861849495,0.9354183590576768,0.8973309955191896,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.3,2,278885,69721,29.96503935313839,222.9760639667511,0.9175714634041392,0.8354123605007875,0.9185139710993476,0.9399621679414426,0.8991778450887062,0.9191177948893222,25421,0.93433081513272,0.934962936816096,0.9346467690950524,33996,0.8932534398579671,0.9382284382284384,0.9151887221464302,4290,0.4839797639123103,0.8696969696969697,0.6218851570964247,330,0.689358372456964,0.7734855136084284,0.7290028961522549,1139,0.7887505367110348,0.8814779270633397,0.8325402220711534,2084,0.8592233009708737,0.934985778138968,0.8955049620548745,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.3,3,278885,69721,30.011294978216828,221.79749512672424,0.9193643235180218,0.836071915051755,0.9202364462061108,0.9430119888323206,0.9035049762007789,0.9228358478815516,25421,0.9353729500969846,0.9361983762795624,0.9357854811678574,33996,0.8821350762527234,0.943822843822844,0.9119369369369368,4290,0.4956822107081174,0.8696969696969697,0.6314631463146315,330,0.684044233807267,0.7603160667251976,0.7201663201663202,1139,0.7946902654867256,0.8618042226487524,0.8268876611418048,2084,0.8721633888048411,0.9370174725721252,0.9034280117531832,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.3,4,278885,69721,29.930257991645306,222.78144025802607,0.9166678619067424,0.8267577393222127,0.9176375035111308,0.9414884868421052,0.9007474429583006,0.9206674708484116,25420,0.9336917562724014,0.9348452759148136,0.9342681600376282,33996,0.8769599303135889,0.9384758797483104,0.9066756726331194,4291,0.4660869565217391,0.8121212121212121,0.5922651933701657,330,0.6855546687948922,0.7541703248463565,0.7182274247491639,1139,0.7823100042936882,0.8742802303262955,0.8257421255381826,2084,0.8634276970160674,0.917106867127184,0.8894581280788177,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.4,0,278884,69722,40.13138078914531,226.84289860725403,0.8903932761538682,0.758460822019246,0.8942369416541195,0.9336809790150974,0.8733724086385272,0.902520325203252,25421,0.9286745248977628,0.908459818802212,0.9184559567001724,33996,0.8254598662207357,0.9202982987648568,0.8703030303030304,4291,0.2959738846572361,0.8242424242424242,0.4355484387510008,330,0.5100755667506297,0.7111501316944688,0.594059405940594,1139,0.6824271079590228,0.8310940499040307,0.749459108610991,2084,0.7806158152554233,0.9065420560747663,0.8388794886256815,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.4,1,278885,69721,39.942628682073256,223.80807328224185,0.8919981067397197,0.76188476033463,0.895932945003078,0.933911658704216,0.8766374257503639,0.9043686463892214,25421,0.9310834062849036,0.907283209789387,0.9190292448192124,33996,0.8312644645487061,0.920979020979021,0.8738250580559549,4290,0.2849344978165939,0.7933130699088146,0.4192771084337349,329,0.532347504621072,0.7585601404741001,0.6256335988414192,1139,0.6791650560494782,0.8430902111324377,0.7523014343823592,2084,0.7812828601472135,0.90536149471974,0.838758231420508,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.4,2,278885,69721,40.06776986930097,227.1444652080536,0.8916251918360322,0.7639918774103757,0.8951492261660259,0.9295551289541776,0.8762047126391566,0.9020918129720754,25421,0.929459956025421,0.9077244381691963,0.918463621887882,33996,0.8348101265822785,0.9223776223776224,0.8764119601328904,4290,0.2972665148063781,0.7909090909090909,0.4321192052980132,330,0.5361675126903553,0.7418788410886743,0.6224677716390423,1139,0.6922160444797458,0.8363723608445297,0.757496740547588,2084,0.7821503865073788,0.9045103616416093,0.8388920293951385,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.4,3,278885,69721,40.01111569284831,222.75617861747745,0.8922562785961188,0.7629975208073974,0.8956767146492538,0.9344020870150636,0.8735690964163487,0.9029621647996422,25421,0.9297303781903248,0.9118719849394048,0.9207145933263042,33996,0.8220603537981269,0.9207459207459208,0.868609125893348,4290,0.3074204946996466,0.7909090909090909,0.4427480916030534,330,0.5484508899143046,0.7304653204565408,0.6265060240963856,1139,0.6742099102614124,0.8291746641074856,0.7437056165267915,2084,0.7751911049339819,0.9065420560747663,0.8357370294062558,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,symmetric,0.4,4,278885,69721,39.85513742223497,228.731561422348,0.8896315313893949,0.7575663428114029,0.8935015390866321,0.9303495096806638,0.8733280881195908,0.9009374619536544,25420,0.9290771594709408,0.9070773032121426,0.9179454358730113,33996,0.8292272057275216,0.9177347937543696,0.8712389380530974,4291,0.2860310421286031,0.7818181818181819,0.4188311688311688,330,0.5226130653266332,0.7304653204565408,0.6093006224826071,1139,0.6728723404255319,0.8498080614203455,0.7510602205258694,2084,0.7841031149301826,0.8898821617228769,0.8336505519604112,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.0,0,278884,69722,0.0,181.90302205085757,0.9562835260032702,0.9298958527604542,0.9562121562545154,0.966026053393374,0.9451634475433696,0.9554808820312966,25421,0.954905933429812,0.9704671137780916,0.9626236395996848,33996,0.9389607442704788,0.9643439757632254,0.951483099563118,4291,0.907936507936508,0.8666666666666667,0.8868217054263566,330,0.8926919518963923,0.8472344161545216,0.8693693693693694,1139,0.9234866828087168,0.9150671785028792,0.9192576524463726,2084,0.969983552631579,0.958553433563592,0.9642346208869814,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.0,1,278885,69721,0.0,179.05200386047363,0.9583626167151934,0.9337140642133948,0.9582914783810608,0.9665688913890786,0.94626489909917,0.9563091357239404,25421,0.9571213350330282,0.9717613836921992,0.9643858010275572,33996,0.9512531616463556,0.9643356643356644,0.957749739553189,4290,0.89375,0.8693009118541033,0.8813559322033898,329,0.9101123595505618,0.8533801580333626,0.8808337109198007,1139,0.9239543726235742,0.9328214971209212,0.9283667621776504,2084,0.9640694388373032,0.9699431356620634,0.9669973678882364,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.0,2,278885,69721,0.0,181.3658046722412,0.956584099482222,0.9355178092799752,0.9565058432850264,0.9620754490538864,0.9460288737657842,0.953984688008251,25421,0.955511731098286,0.9691434286386632,0.9622793054602276,33996,0.956371191135734,0.9657342657342656,0.9610299234516354,4290,0.8911764705882353,0.9181818181818182,0.9044776119402984,330,0.9115969581749048,0.8419666374012291,0.8753993610223643,1139,0.9304347826086956,0.9241842610364684,0.927298988926336,2084,0.9665169456921192,0.9618041446566435,0.9641547861507128,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.0,3,278885,69721,0.0,176.2623782157898,0.957057414552287,0.935946711882502,0.9569706074142365,0.9651046058707786,0.9454388104323196,0.9551704951911612,25421,0.9554931371981236,0.9706141899046948,0.9629943090617248,33996,0.9523919574763116,0.9606060606060606,0.956481374028084,4290,0.9023668639053254,0.9242424242424242,0.9131736526946108,330,0.918032786885246,0.835820895522388,0.875,1139,0.921165790731008,0.9251439539347408,0.9231505865453676,2084,0.9602249899558056,0.971149939049167,0.9656565656565655,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.0,4,278885,69721,0.0,179.03263998031616,0.9549776968201832,0.92990507350469,0.9549000435851064,0.9617541049259112,0.9447285601888276,0.9531653105774957,25420,0.9547458807147832,0.9681138957524414,0.961383419991821,33996,0.945716903344022,0.9622465625728268,0.9539101305302068,4291,0.8895705521472392,0.8787878787878788,0.8841463414634146,330,0.909867172675522,0.8419666374012291,0.8746010031919744,1139,0.9256951102588686,0.9265834932821496,0.9261390887290168,2084,0.9587249693502248,0.9532710280373832,0.9559902200488998,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.1,0,278884,69722,10.010255159851408,196.46923565864563,0.942428501764149,0.9052024473216996,0.9423898624497796,0.964329795112318,0.9220329648715628,0.9427071812094032,25421,0.9373303232074988,0.9648193905165312,0.9508762266448274,33996,0.8927943760984183,0.9470985784199488,0.9191450865091032,4291,0.773841961852861,0.8606060606060606,0.8149210903873745,330,0.8896353166986565,0.8138718173836699,0.8500687757909215,1139,0.9043728976453628,0.903071017274472,0.9037214885954382,2084,0.9710205795884084,0.9394555058919138,0.9549772821148286,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.1,1,278885,69721,10.013804973376123,200.2932088375092,0.9450380803488188,0.9097799286188586,0.9450313386656832,0.9651005056110494,0.9235671295385705,0.9438771407895796,25421,0.9408260296729106,0.9662313213319214,0.9533594543607604,33996,0.911352329262777,0.9393939393939394,0.9251606978879706,4290,0.7480519480519481,0.8753799392097265,0.8067226890756303,329,0.8924930491195552,0.845478489903424,0.8683498647430117,1139,0.900976290097629,0.9299424184261036,0.9152302243211334,2084,0.959476054031928,0.9520714865962632,0.9557594291539244,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.1,2,278885,69721,10.05181347150259,203.1933891773224,0.9430444199021816,0.9110729380855992,0.9429944337798462,0.9603932009010854,0.9223870028716415,0.9410065013243438,25421,0.9383879468377636,0.9636721967290268,0.9508620189237824,33996,0.912858422939068,0.94988344988345,0.9310029700708248,4290,0.7556675062972292,0.9090909090909092,0.8253094910591472,330,0.90513068731849,0.8208955223880597,0.8609576427255985,1139,0.9128156264888042,0.9193857965451055,0.9160889313889552,2084,0.9641815910037485,0.9406745225518082,0.9522830111065406,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.1,3,278885,69721,10.024562095487386,197.46093893051147,0.9447942513733308,0.9115162708963876,0.9447670554076556,0.9659726793943384,0.9235277919830062,0.9442735042735044,25421,0.9398724219800336,0.966496058359807,0.9529983322456674,33996,0.905884995507637,0.94009324009324,0.9226721574010524,4290,0.7524752475247525,0.9212121212121211,0.8283378746594006,330,0.9158512720156556,0.8217734855136084,0.8662656177695511,1139,0.900422733677783,0.919865642994242,0.910040351293615,2084,0.9579763361893104,0.954083705810646,0.9560260586319218,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.1,4,278885,69721,9.96503935313839,197.47040486335757,0.942642819236672,0.9092316824633428,0.9425988904525584,0.9618969410798603,0.9215971675845792,0.9413159216474134,25420,0.9382443884562528,0.9639663489822332,0.9509314607393652,33996,0.90445434298441,0.946399440689816,0.9249516000455528,4291,0.7771739130434783,0.8666666666666667,0.8194842406876791,330,0.9007561436672968,0.8366988586479368,0.867546654528903,1139,0.90627973358706,0.9141074856046064,0.9101767797419972,2084,0.9582644628099174,0.942299878098334,0.9502151198524892,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.2,0,278884,69722,20.01082887508785,200.5532727241516,0.9154642723960872,0.8447702760424726,0.9164287170789052,0.9644737405298976,0.8863931395303096,0.9237864873729092,25421,0.912787571804522,0.9488469231674316,0.9304680175957308,33996,0.76969574853919,0.8902353763691447,0.8255889345148044,4291,0.46677471636953,0.8727272727272727,0.6082365364308342,330,0.8900100908173562,0.7743634767339772,0.828169014084507,1139,0.8696682464454977,0.8805182341650671,0.8750596089651884,2084,0.9461308251389484,0.8992279561154003,0.9220833333333334,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.2,1,278885,69721,20.00501999031859,202.96334505081177,0.919421695041666,0.8529996045200766,0.9203082709633053,0.9654878568385172,0.8913890090869754,0.9269599721830194,25421,0.918131149405676,0.9497293799270502,0.9336629941297244,33996,0.7804130034757718,0.8897435897435897,0.8314998366191046,4290,0.4829931972789115,0.8632218844984803,0.6194111232279171,329,0.8989310009718173,0.8121158911325724,0.8533210332103321,1139,0.8633161108501644,0.8819577735124761,0.8725373842867316,2084,0.9362745098039216,0.9309504467912266,0.9336048879837068,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.2,2,278885,69721,19.986015741255358,206.89313316345212,0.9166248332640096,0.8532739167403053,0.9174393998445908,0.9601021928890782,0.8869832028637741,0.922095448411238,25421,0.9136352037199807,0.9478468055065302,0.9304266223922616,33996,0.7912110583866309,0.8939393939393939,0.8394440188245594,4290,0.4784,0.906060606060606,0.6261780104712041,330,0.8928220255653884,0.797190517998244,0.8423005565862709,1139,0.884854276158624,0.8886756238003839,0.8867608331338281,2084,0.940461215932914,0.9114181227143436,0.9257119273627734,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.2,3,278885,69721,19.96199150187353,204.63729977607727,0.9176718635705168,0.8511925792717371,0.9185130585111572,0.9646078221842274,0.8877306164194957,0.9245739101933792,25421,0.9147791619479048,0.9504059301094246,0.9322522938426916,33996,0.7848621966269025,0.8895104895104895,0.833916083916084,4290,0.4806451612903226,0.9030303030303032,0.6273684210526316,330,0.8953140578265204,0.7884108867427568,0.838468720821662,1139,0.8718557190317988,0.8814779270633397,0.8766404199475065,2084,0.9341342170671084,0.9162941893539212,0.9251282051282051,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.2,4,278885,69721,20.058805600874912,202.2933795452118,0.9145164297700836,0.8434173113800092,0.915594629588294,0.9614893073187356,0.8878835562549174,0.9232216631897574,25420,0.9137490053427304,0.9457877397340864,0.9294923681776132,33996,0.7670454545454546,0.8809135399673735,0.8200455580865603,4291,0.4506172839506173,0.8848484848484849,0.5971370143149284,330,0.8854581673306773,0.7805092186128183,0.8296780214652356,1139,0.876361913784936,0.8877159309021113,0.8820023837902264,2084,0.940456081081081,0.9049167005282406,0.9223441706357424,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.3,0,278884,69722,30.056224093171352,205.8287808895111,0.8505923524855856,0.7373840220861388,0.858193415925497,0.963130242418656,0.8220762361826837,0.8870307094802521,25421,0.866900825266284,0.8929874102835628,0.8797507788161993,33996,0.5009316770186335,0.7518061058028431,0.6012487186655484,4291,0.2254335260115607,0.8272727272727273,0.354315379623621,330,0.8568353067814855,0.6988586479367866,0.769825918762089,1139,0.8204747774480712,0.7960652591170825,0.8080857282026302,2084,0.8718268830628381,0.851279967492889,0.8614309210526315,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.3,1,278885,69721,30.04105634939133,220.18767786026,0.8542906728245435,0.7472795619296823,0.8616451542789245,0.965066507110968,0.8248298650721844,0.8894544837532875,25421,0.8692692692692693,0.8940463583951053,0.8814837371847856,33996,0.5075424261470773,0.752913752913753,0.6063450347287404,4290,0.2336134453781512,0.8449848024316109,0.3660302830809743,329,0.8670212765957447,0.7155399473222125,0.7840307840307841,1139,0.8212927756653993,0.8291746641074856,0.8252148997134671,2084,0.8839983545865899,0.8728675873273761,0.8783977110157367,2462,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.3,2,278885,69721,29.96503935313839,211.4110264778137,0.8525121555915721,0.7448735892741413,0.8593628182370034,0.960235369834046,0.8216828606270407,0.8855725611565693,25421,0.8660269369856772,0.8946346629015178,0.8800983867467265,33996,0.516852146263911,0.7578088578088578,0.6145557655954631,4290,0.2433554817275747,0.8878787878787879,0.3820078226857888,330,0.8799076212471132,0.66900790166813,0.7600997506234414,1139,0.8109640831758034,0.8234165067178503,0.8171428571428572,2084,0.8908554572271387,0.8590004063388866,0.8746379809681423,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.3,3,278885,69721,30.011294978216828,213.4159870147705,0.852497812710661,0.7432063635641618,0.8599160493594947,0.9627191973121002,0.8228236497384053,0.8872910833969627,25421,0.8679784104863352,0.8940463583951053,0.8808195557358759,33996,0.5083056478405316,0.7489510489510489,0.6055979643765903,4290,0.227162489894907,0.8515151515151516,0.358647096362476,330,0.8622881355932204,0.7146619841966637,0.7815650504080653,1139,0.8245356793743891,0.8095009596928983,0.8169491525423729,2084,0.8773157678056813,0.8659081674116212,0.8715746421267894,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.3,4,278885,69721,29.930257991645306,208.81796193122864,0.8516659256178196,0.7406110338152901,0.859197680963512,0.9605317442126976,0.8243115656963022,0.8872234571821742,25420,0.867948828024384,0.8920755382986234,0.8798468166586884,33996,0.5042559899117276,0.7455138662316476,0.6015984955336154,4291,0.2207686017988552,0.8181818181818182,0.3477141017385705,330,0.8519701810436635,0.7023705004389815,0.7699711260827719,1139,0.8278177458033573,0.8282149712092131,0.8280163108659151,2084,0.8858466722830666,0.8545306785859407,0.8699069286452947,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.4,0,278884,69722,40.13138078914531,212.24264311790463,0.7132612374860159,0.6030485683316396,0.7421902124761546,0.9497907949790796,0.6965107588214469,0.8036674761137462,25421,0.7659555315509947,0.7508824567596187,0.7583441023127312,33996,0.2221694077383781,0.5446282917734794,0.3155975692099932,4291,0.1158536585365853,0.7484848484848485,0.2006498781478472,330,0.7983091787439613,0.5803336259877085,0.672089476359939,1139,0.7539851222104145,0.6809021113243762,0.7155824508320726,2084,0.7663043478260869,0.744819179195449,0.7554090253451473,2461,Voting,Tabular,,,,,,,,,,,,,
Voting,asymmetric,0.4,1,278885,69721,39.942628682073256,218.3774311542511,0.7149495847735976,0.6018775354567515,0.743775659423,0.9471760093249972,0.7032374808229417,0.8071791398577718,25421,0.770897552130553,0.7503529827038475,0.760486539665504,33996,0.2232236030737121,0.5484848484848485,0.3173083406378531,4290,0.116144578313253,0.7325227963525835,0.2004991680532445,329,0.8098591549295775,0.6057945566286216,0.6931190356604722,1139,0.7445887445887446,0.6602687140115163,0.6998982706002035,2084,0.7378123719786972,0.731519090170593,0.7346522537222109,2462,Voting,Tabular,,,,,,,,,,,,,
