model,noise_type,noise_level,fold,train_size,val_size,actual_noise_pct,runtime_seconds,accuracy,f1_macro,f1_weighted,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,precision_class_2,recall_class_2,f1_class_2,support_class_2,precision_class_3,recall_class_3,f1_class_3,support_class_3,precision_class_4,recall_class_4,f1_class_4,support_class_4,precision_class_5,recall_class_5,f1_class_5,support_class_5,precision_class_6,recall_class_6,f1_class_6,support_class_6,ensemble,domain,ram_gb,precision_class_7,recall_class_7,f1_class_7,support_class_7,precision_class_8,recall_class_8,f1_class_8,support_class_8,precision_class_9,recall_class_9,f1_class_9,support_class_9
RandomForest,symmetric,0.2,2,278885,69721,19.986015741255358,133.5447134971619,0.921558784297414,0.8628037413577466,0.921829401480186,0.93712745978607,0.9029542504228788,0.9197235300010016,25421,0.9322474998537926,0.937786798446876,0.9350089450684812,33996,0.893551912568306,0.9529137529137528,0.9222786238014664,4290,0.6173913043478261,0.8606060606060606,0.7189873417721518,330,0.7672047578589635,0.7928007023705005,0.7797927461139896,1139,0.8201082055906221,0.8728406909788867,0.8456531845653185,2084,0.8938053097345132,0.9439252336448598,0.9181818181818182,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.2,3,278885,69721,19.96199150187353,130.7286672592163,0.922505414437544,0.8627243170556868,0.9228958789840904,0.941777030628562,0.9035443137563433,0.9222646055009034,25421,0.9327077669619106,0.9385515943052124,0.9356205556777364,33996,0.8935561908950956,0.9470862470862472,0.9195428312775829,4290,0.6008146639511202,0.8939393939393939,0.7186358099878197,330,0.7555739058629232,0.8033362598770851,0.7787234042553192,1139,0.8117229129662522,0.8771593090211133,0.8431734317343174,2084,0.8928299008390541,0.951239333604226,0.9211095809561284,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.2,4,278885,69721,20.058805600874912,131.68054938316345,0.9209133546564164,0.8554058707947315,0.9212720069913292,0.9393592677345538,0.9043273013375296,0.9215104625992144,25420,0.9313762755474986,0.9369925873632192,0.934175990146194,33996,0.8843478260869565,0.9480307620601258,0.9150826678663816,4291,0.5815450643776824,0.8212121212121212,0.6809045226130653,330,0.7660668380462725,0.7848990342405618,0.7753686036426712,1139,0.8131089459698848,0.8809980806142035,0.8456932289267619,2084,0.8979272585060618,0.9329540837058108,0.9151056197688322,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.3,0,278884,69722,30.056224093171352,134.7597713470459,0.9007630303204154,0.79091746302546,0.903232627783209,0.9342734722742212,0.8834821604185515,0.9081682167408006,25421,0.931575793888556,0.9146958465701848,0.9230586559012112,33996,0.8412106135986733,0.9457003029596832,0.8904004388370818,4291,0.3558673469387755,0.8454545454545455,0.5008976660682226,330,0.5875591615956728,0.7629499561018437,0.6638655462184874,1139,0.723996723996724,0.8483685220729367,0.7812638091029607,2084,0.8197548666186013,0.9240146281999188,0.8687679083094556,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.3,1,278885,69721,30.04105634939133,134.67876410484314,0.9027696103039256,0.7926227111009109,0.9053284174031652,0.9384082178052447,0.8840328861964517,0.9104093662014624,25421,0.9326293116343076,0.9170196493705142,0.9247586135295076,33996,0.8482293423271501,0.937995337995338,0.8908567633384991,4290,0.3452229299363057,0.8237082066869301,0.4865350089766607,329,0.5961152042866711,0.781387181738367,0.6762917933130699,1139,0.7274557165861514,0.8670825335892515,0.7911558669001751,2084,0.8105633802816902,0.9350121852152722,0.8683515654470011,2462,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.3,2,278885,69721,29.96503935313839,135.13574361801147,0.9021672093056612,0.7978137942323114,0.904561540995697,0.9340951589445252,0.8842689115298376,0.9084993735601988,25421,0.9332633473305338,0.9152547358512766,0.9241713199477248,33996,0.8544102019128587,0.9370629370629372,0.8938299055030573,4290,0.3753213367609254,0.8848484848484849,0.5270758122743683,330,0.598111935266352,0.7787532923617209,0.6765827612509535,1139,0.7217564870259481,0.8675623800383877,0.7879712355633035,2084,0.8080843585237258,0.934173100365705,0.8665661515265737,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.3,3,278885,69721,30.011294978216828,135.6656949520111,0.9024970955666156,0.7971137277102452,0.9048425530436812,0.9362755293041056,0.8854490381967665,0.9101532489587968,25421,0.9317725952758734,0.9155194728791622,0.9235745337467915,33996,0.8465408805031447,0.9412587412587412,0.8913907284768212,4290,0.3724226804123711,0.8757575757575757,0.5226039783001808,330,0.5949796472184532,0.7699736611062336,0.6712590891695369,1139,0.7288343558282209,0.8550863723608445,0.7869286818282182,2084,0.8193456614509246,0.9362047947988622,0.8738858334913712,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.3,4,278885,69721,29.930257991645306,136.5236132144928,0.9010771503564206,0.7913238656603484,0.9034238011554678,0.9351385128098312,0.8830841856805665,0.9083662114314618,25420,0.930785093093452,0.9161371926108954,0.9234030567620856,33996,0.8441612701065385,0.9417385224889304,0.8902842035690681,4291,0.3585657370517928,0.8181818181818182,0.4986149584487535,330,0.6012439530062198,0.7638279192273925,0.6728538283062645,1139,0.7233870967741935,0.8608445297504799,0.7861524978089395,2084,0.8091822094691535,0.9167005282405526,0.8595923032958659,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.4,0,278884,69722,40.13138078914531,138.8621368408203,0.859527839132555,0.7024045806975077,0.8684433882874583,0.9254454246670126,0.8418236890759608,0.8816561952827273,25421,0.9266296679522152,0.8693081539004589,0.8970541365022994,33996,0.7760754272245138,0.9207643905849452,0.8422511191643572,4291,0.1979985704074338,0.8393939393939394,0.3204164256795835,330,0.4036471168063085,0.7190517998244074,0.5170454545454546,1139,0.5815842924847664,0.8243761996161229,0.6820166732830488,2084,0.6837871287128713,0.8980089394555059,0.7763920604250835,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.4,1,278885,69721,39.942628682073256,138.14470386505127,0.8633123449176001,0.7084472676865499,0.8719893012155949,0.926171320397539,0.8468195586326266,0.8847197106690777,25421,0.9319969790421044,0.871190728320979,0.9005686137379512,33996,0.7729052466718872,0.9202797202797204,0.8401787614386039,4290,0.1975957926371149,0.7993920972644377,0.3168674698795181,329,0.4251930501930502,0.7734855136084284,0.5487387106820305,1139,0.5798459993304319,0.8310940499040307,0.6830999802800236,2084,0.6942535915053092,0.9029244516653128,0.784957627118644,2462,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.4,2,278885,69721,40.06776986930097,140.05907702445984,0.8633984022030665,0.71030133495439,0.8714765994430298,0.9229581331503088,0.8463868455214193,0.8830156157018858,25421,0.928877892956688,0.8724555830097659,0.8997830934215116,33996,0.7748240813135262,0.924009324009324,0.8428662555815437,4290,0.1995430312261995,0.793939393939394,0.3189287888009738,330,0.4292853573213393,0.7541703248463565,0.5471337579617834,1139,0.6063492063492063,0.8248560460652591,0.6989225452327709,2084,0.6900093370681606,0.900853311661926,0.7814592879802609,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.4,3,278885,69721,40.01111569284831,138.38934707641602,0.8627673154429799,0.7082744145003644,0.8709201238259245,0.928109959675671,0.8420203768537823,0.882971702004785,25421,0.9288589347561548,0.8756618425697141,0.9014762661821484,33996,0.7608990505715947,0.9153846153846154,0.8310231721510951,4290,0.2093918398768283,0.8242424242424242,0.3339472068753836,330,0.4394641937145801,0.7489025460930641,0.5538961038961039,1139,0.5841313269493844,0.8195777351247601,0.6821086261980831,2084,0.675700365408039,0.9016659894351888,0.7724978241949522,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,symmetric,0.4,4,278885,69721,39.85513742223497,138.56440901756287,0.8610891983763859,0.7047142896484517,0.8697494306630923,0.9256209037599172,0.844492525570417,0.883197564387394,25420,0.928461610868815,0.8704259324626427,0.8985075986457558,33996,0.77082924916683,0.916336518294104,0.8373083475298126,4291,0.1995498874718679,0.806060606060606,0.3199037883343355,330,0.4155588380108321,0.7410008779631255,0.5324921135646687,1139,0.5807845744680851,0.8382917466410749,0.6861743912018853,2084,0.6872841444270016,0.8894758228362454,0.77541622387531,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.0,0,278884,69722,0.0,109.53679203987122,0.9428300966696308,0.9083046776663044,0.9426284600569904,0.957010179665004,0.928248298650722,0.9424098406485882,25421,0.9400200889654184,0.9634957053771032,0.951613137519792,33996,0.9123001776198936,0.9575856443719412,0.93439454235361,4291,0.8892405063291139,0.8515151515151516,0.8699690402476781,330,0.8985655737704918,0.7699736611062336,0.8293144208037825,1139,0.8913470993117011,0.8699616122840691,0.8805245264691598,2084,0.9640167364016736,0.9362047947988622,0.9499072356215214,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.0,1,278885,69721,0.0,107.25417137145996,0.9447081940878644,0.9087498126469188,0.944558764957306,0.9579620929855824,0.9304905393178868,0.944026500109752,25421,0.9428702931277508,0.964142840334157,0.9533879201268196,33996,0.9207427536231884,0.9477855477855478,0.9340684585343442,4290,0.8685897435897436,0.8237082066869301,0.8455538221528861,329,0.9008016032064128,0.7892888498683055,0.8413664014974263,1139,0.8819047619047619,0.8886756238003839,0.8852772466539197,2084,0.9618852459016394,0.9532900081234768,0.9575683394532843,2462,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.0,2,278885,69721,0.0,105.28718781471252,0.942685847879405,0.913653228551925,0.9425206046938256,0.9529862792574656,0.9289563746508792,0.940817911993785,25421,0.9410849586586384,0.9608777503235676,0.9508783675608016,33996,0.9238418079096046,0.9529137529137528,0.9381526104417672,4290,0.8705882352941177,0.896969696969697,0.8835820895522388,330,0.9081632653061223,0.781387181738367,0.8400188768286928,1139,0.8951965065502183,0.8853166986564299,0.8902291917973462,2084,0.959158415841584,0.9447379114181228,0.9518935516888434,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.0,3,278885,69721,0.0,107.14770197868349,0.9423846473802728,0.9136835119001409,0.9422191285362652,0.9558906997486418,0.9275008850950002,0.9414818216303632,25421,0.940029898804048,0.9618190375338276,0.950799651061355,33996,0.9188883868052418,0.948018648018648,0.9332262505736576,4290,0.8651685393258427,0.9333333333333332,0.8979591836734694,330,0.9159751037344398,0.7752414398595259,0.8397527341892534,1139,0.8782483156881616,0.8757197696737045,0.8769822200864968,2084,0.958316305680425,0.9528646891507516,0.9555827220863896,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.0,4,278885,69721,0.0,106.98936200141908,0.9419830467147632,0.9092212331804904,0.9418323891778873,0.9535466149620294,0.9286388670338316,0.9409279336734694,25420,0.94124261208015,0.9603188610424755,0.9506850511786374,33996,0.9166479946224512,0.9533908179911442,0.934658441855152,4291,0.8892405063291139,0.8515151515151516,0.8699690402476781,330,0.8921078921078921,0.7840210711150132,0.8345794392523365,1139,0.8847815650504081,0.8843570057581573,0.8845692344612431,2084,0.9577989242863052,0.9406745225518082,0.949159491594916,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.1,0,278884,69722,10.010255159851408,117.1928527355194,0.933335245690026,0.8941573832082215,0.9332645303135364,0.9605137370630532,0.9090515715353448,0.934074373484236,25421,0.9275213966845802,0.9595246499588188,0.9432516446179426,33996,0.8738952360422505,0.944768119319506,0.9079507278835386,4291,0.7928176795580111,0.8696969696969697,0.8294797687861272,330,0.8821178821178821,0.7752414398595259,0.8252336448598131,1139,0.8653483992467044,0.8819577735124761,0.873574144486692,2084,0.9641047297297296,0.9276716781796018,0.9455373783392008,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.1,1,278885,69721,10.013804973376123,116.6210072040558,0.9356148075902526,0.895459581454065,0.9355769020795368,0.9605088678932536,0.9118052004248456,0.9355235808124636,25421,0.9307004046275716,0.960760089422285,0.9454913880445796,33996,0.885285682770792,0.9354312354312354,0.9096679134081378,4290,0.7506561679790026,0.8693009118541033,0.8056338028169014,329,0.8852941176470588,0.7928007023705005,0.8364983788791107,1139,0.8705336426914153,0.9001919385796545,0.8851144137768342,2084,0.9613466334164588,0.9394800974817222,0.9502875924404272,2462,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.1,2,278885,69721,10.05181347150259,118.22938108444214,0.934008404928214,0.898202189614776,0.9339554923388904,0.9564032697547684,0.9112938122025096,0.9333037890538444,25421,0.9295071206370044,0.9580244734674668,0.9435503729992032,33996,0.8874230430958663,0.9407925407925408,0.9133288074224938,4290,0.7613065326633166,0.9181818181818182,0.8324175824175825,330,0.8965863453815262,0.7840210711150132,0.8365339578454333,1139,0.8651162790697674,0.8925143953934741,0.8786017949929145,2084,0.9683277027027029,0.9317350670459162,0.949679022571961,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.1,3,278885,69721,10.024562095487386,116.3270173072815,0.935471378781142,0.8993667469032893,0.935426607483458,0.9626071042342568,0.9103890484245308,0.9357701716434508,25421,0.9295690513440478,0.9612601482527356,0.9451490217061214,33996,0.8836595557510446,0.9365967365967366,0.909358379540568,4290,0.7585365853658537,0.9424242424242424,0.8405405405405405,330,0.8966900702106319,0.7848990342405618,0.8370786516853933,1139,0.863932898415657,0.8896353166986565,0.8765957446808511,2084,0.9583333333333334,0.9439252336448598,0.9510747185261004,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.1,4,278885,69721,9.96503935313839,117.37911820411682,0.9336068042627044,0.8964856540387334,0.9335424982760672,0.9587654525844188,0.9092053501180172,0.9333279489561038,25420,0.9281222434055146,0.9594364042828568,0.9435195765053008,33996,0.885512989872303,0.937310650198089,0.9106758745613042,4291,0.7950138504155124,0.8696969696969697,0.8306801736613604,330,0.8866995073891626,0.7901668129938543,0.8356545961002786,1139,0.8580645161290322,0.8934740882917467,0.8754113775270334,2084,0.9614093959731544,0.9313287281592848,0.9461300309597525,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.2,0,278884,69722,20.01082887508785,121.3209924697876,0.9047933220504288,0.8337085556628789,0.9060478274848394,0.9626018374068296,0.8738051217497345,0.9160566632987608,25421,0.9028744412380468,0.9387280856571362,0.9204522511609126,33996,0.7300731613400077,0.8837100908879049,0.7995782814971006,4291,0.4770206022187004,0.912121212121212,0.6264308012486993,330,0.8715025906735752,0.7383669885864794,0.7994296577946768,1139,0.8284291534631055,0.8781190019193857,0.8525506638714185,2084,0.9534984789222076,0.8915075172694027,0.9214615707685846,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.2,1,278885,69721,20.00501999031859,120.065447807312,0.9085354484301716,0.8386419186741002,0.9098638276216656,0.9630522780122298,0.8797450926399434,0.9195156548732604,25421,0.9091349027868711,0.9394340510648312,0.9240361663652804,33996,0.7339072588534533,0.8743589743589744,0.7980002127433252,4290,0.463884430176565,0.878419452887538,0.6071428571428571,329,0.8820662768031189,0.7945566286215979,0.836027713625866,1139,0.8331822302810517,0.8819577735124761,0.8568764568764569,2084,0.940099833610649,0.9179528838342812,0.9288943690916563,2462,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.2,2,278885,69721,19.986015741255358,120.1653609275818,0.9058820154616256,0.8392720944396854,0.9070133371851004,0.9582417582417584,0.8747098855277133,0.9145724509521655,25421,0.9046835083735452,0.9375220614189904,0.9208101002513508,33996,0.7454509880649579,0.8881118881118881,0.8105520689288374,4290,0.4755134281200632,0.912121212121212,0.6251298026998962,330,0.8748748748748749,0.7673397717295873,0.8175865294667914,1139,0.8442211055276382,0.8867562380038387,0.8649660659957875,2084,0.9422259983007648,0.9012596505485576,0.92128764278297,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.2,3,278885,69721,19.96199150187353,122.0709149837494,0.9067999598399334,0.8403559822764368,0.907936505366343,0.9621179322885098,0.8741984973053775,0.9160535048125475,25421,0.9042634452711688,0.9401988469231676,0.9218810838873426,33996,0.7428403295409964,0.8827505827505827,0.8067746058798466,4290,0.4811320754716981,0.9272727272727272,0.6335403726708074,330,0.8770161290322581,0.7638279192273925,0.8165180666353824,1139,0.8422741861531408,0.8814779270633397,0.8614302461899179,2084,0.9442802870409456,0.9089800893945552,0.9262939958592132,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.2,4,278885,69721,20.058805600874912,121.37328243255617,0.9040030980622769,0.8293565694865102,0.9053906374772488,0.9592795277287024,0.8757671125098347,0.915623007794024,25420,0.9049323786793954,0.9368749264619368,0.9206266620418544,33996,0.7257687816270922,0.8690281985551154,0.7909640470887687,4291,0.4505327245053272,0.896969696969697,0.5997973657548126,330,0.8685015290519877,0.7480245829675154,0.8037735849056604,1139,0.8306306306306306,0.8848368522072937,0.8568773234200744,2084,0.9453057708871664,0.8919138561560341,0.9178339954003764,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.3,0,278884,69722,30.056224093171352,122.96861457824708,0.8298528441524913,0.7202626955077146,0.8393525018443729,0.9587891361750284,0.79988985484442,0.8721611014604645,25421,0.8496383052015156,0.8706318390398871,0.8600069735006973,33996,0.4495768182470234,0.7303658820787695,0.5565618895400462,4291,0.2260802469135802,0.8878787878787879,0.3603936039360393,330,0.8397790055248618,0.6672519754170325,0.7436399217221135,1139,0.7787528868360277,0.809021113243762,0.7935984937632384,2084,0.877402819307988,0.8346200731409996,0.8554768846314036,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.3,1,278885,69721,30.04105634939133,124.53750967979433,0.8338090388835502,0.7325139147022822,0.8432980546130369,0.9614715152655596,0.8039809606231069,0.8757016153219932,25421,0.8530547550432277,0.8707200847158489,0.8617969022941656,33996,0.4497430039977156,0.7342657342657343,0.5578183106074022,4290,0.2366533864541832,0.9027355623100304,0.375,329,0.8644251626898047,0.6997366110623354,0.7734109655507035,1139,0.7841113105924596,0.8382917466410749,0.8102968460111317,2084,0.8934182590233546,0.8545897644191714,0.8735727631305792,2462,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.3,2,278885,69721,29.96503935313839,125.2495183944702,0.8345405258100141,0.730070690748126,0.8433588380603853,0.9583333333333334,0.8025254710672279,0.8735361493502323,25421,0.8519738726866442,0.8747793858100953,0.8632260311747119,33996,0.4637233259749816,0.7344988344988345,0.5685160126296798,4290,0.2347417840375587,0.9090909090909092,0.373134328358209,330,0.8603603603603603,0.6707638279192274,0.7538233843117909,1139,0.7740363314133806,0.8382917466410749,0.8048836673577516,2084,0.9021221307925508,0.8464039008533116,0.8733752620545073,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.3,3,278885,69721,30.011294978216828,123.17481207847597,0.8318870928414681,0.7261359653402646,0.8412962538093527,0.9593932541925758,0.8011486566224775,0.8731591245257133,25421,0.8511127063890883,0.8718672785033533,0.8613649903372517,33996,0.4525843347328797,0.7286713286713287,0.5583638474591408,4290,0.2269230769230769,0.8939393939393939,0.3619631901840491,330,0.8410526315789474,0.7014925373134329,0.7649593106749641,1139,0.7915111940298507,0.814299424184261,0.8027436140018922,2084,0.877482044782425,0.843965867533523,0.8603976801988401,2461,RF,Tabular,,,,,,,,,,,,,
RandomForest,asymmetric,0.3,4,278885,69721,29.930257991645306,124.1459732055664,0.8319157786032902,0.7253023045484192,0.8413275711149579,0.955830058019839,0.8036191974822974,0.8731407078133014,25420,0.8520822533264213,0.8702788563360395,0.8610844320265433,33996,0.4515565900494617,0.7233745047774411,0.5560232870577698,4291,0.2205882352941176,0.8636363636363636,0.3514180024660912,330,0.8351063829787234,0.6892010535557507,0.7551707551707552,1139,0.7918735891647856,0.8416506717850288,0.8160037217957664,2084,0.8933217692974849,0.8370581064607883,0.8642752255087057,2461,RF,Tabular,,,,,,,,,,,,,
