model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
Voting_Image,symmetric,0.9333905980492692,0.9191574567072275,0.014233141342041677,-0.03614157144640539,1.524885870051412
Voting_Image,asymmetric,0.9333905980492692,0.7689499045729832,0.16444069347628598,-0.37132205976776805,17.61756480298358
