dataset,condition,fold,actual_noise_pct,gce_q,f1_GCE_XGB,acc_GCE_XGB,seconds
fmnist,asymmetric_10,0,10.291666666666668,0.7,0.8940313961352763,0.8943055555555556,684.5
fmnist,asymmetric_10,1,10.142361111111112,0.7,0.8889203181876908,0.8894444444444445,675.4
fmnist,asymmetric_10,2,10.03125,0.7,0.8874915445520088,0.8880555555555556,682.3
fmnist,asymmetric_10,3,9.78125,0.7,0.8877120559566262,0.8876388888888889,676.0
fmnist,asymmetric_10,4,10.322916666666666,0.7,0.894401098638326,0.8944444444444445,683.3
fmnist,asymmetric_20,0,20.11805555555556,0.7,0.882095505795634,0.8825,705.9
fmnist,asymmetric_20,1,19.88888888888889,0.7,0.8789920644303881,0.8798611111111111,737.2
fmnist,asymmetric_20,2,19.49652777777778,0.7,0.880402478080318,0.8809722222222223,721.3
fmnist,asymmetric_20,3,20.24305555555556,0.7,0.8780692033702067,0.8784722222222222,718.0
fmnist,asymmetric_20,4,19.73958333333333,0.7,0.884006271465567,0.8841666666666667,725.9
fmnist,asymmetric_30,0,29.944444444444446,0.7,0.8456553245449945,0.84625,731.1
fmnist,asymmetric_30,1,29.569444444444443,0.7,0.8399253796014345,0.8404166666666667,748.0
fmnist,asymmetric_30,2,29.944444444444446,0.7,0.8326989015550919,0.83375,727.0
fmnist,asymmetric_30,3,29.8125,0.7,0.8397931554544721,0.8402777777777778,734.8
fmnist,asymmetric_30,4,30.01388888888889,0.7,0.8458678284433058,0.84625,728.0
fmnist,asymmetric_40,0,39.75694444444444,0.7,0.7064549452865001,0.7070833333333333,723.3
fmnist,asymmetric_40,1,39.89930555555555,0.7,0.6967527996505838,0.6970833333333334,747.3
fmnist,asymmetric_40,2,39.91666666666666,0.7,0.7080985698666465,0.7086111111111111,735.3
fmnist,asymmetric_40,3,39.94444444444444,0.7,0.7058603956459528,0.7056944444444444,734.2
fmnist,asymmetric_40,4,40.00694444444444,0.7,0.7094295650469937,0.7101388888888889,729.2
fmnist,clean_0,0,0.0,0.7,0.8983716355695849,0.89875,537.8
fmnist,clean_0,1,0.0,0.7,0.8936265431889681,0.8943055555555556,540.7
fmnist,clean_0,2,0.0,0.7,0.8962501469411631,0.8969444444444444,557.9
fmnist,clean_0,3,0.0,0.7,0.8906553282928202,0.8909722222222223,554.7
fmnist,clean_0,4,0.0,0.7,0.8998660269028681,0.9,562.6
fmnist,pairflip_40,0,23.82638888888889,0.7,0.7843193637161625,0.7847222222222222,667.8
fmnist,pairflip_40,1,23.94097222222222,0.7,0.7681141082778593,0.76875,669.1
fmnist,pairflip_40,2,23.73611111111111,0.7,0.787638561880602,0.78875,673.6
fmnist,pairflip_40,3,23.8125,0.7,0.7867435555421148,0.7876388888888889,676.1
fmnist,pairflip_40,4,24.065972222222225,0.7,0.7825950693360625,0.78375,669.7
fmnist,symmetric_10,0,10.291666666666668,0.7,0.894549677726781,0.8948611111111111,702.1
fmnist,symmetric_10,1,10.142361111111112,0.7,0.8903826261082471,0.8909722222222223,695.3
fmnist,symmetric_10,2,10.03125,0.7,0.8886857010567228,0.8893055555555556,683.6
fmnist,symmetric_10,3,9.78125,0.7,0.8902372174686833,0.8902777777777777,677.0
fmnist,symmetric_10,4,10.322916666666666,0.7,0.8954660294483162,0.8956944444444445,698.9
fmnist,symmetric_20,0,20.11805555555556,0.7,0.8872093864813996,0.8870833333333333,764.2
fmnist,symmetric_20,1,19.88888888888889,0.7,0.8852841842440851,0.8855555555555555,746.5
fmnist,symmetric_20,2,19.49652777777778,0.7,0.8839300348329703,0.8844444444444445,762.1
fmnist,symmetric_20,3,20.24305555555556,0.7,0.8810448804724352,0.88125,759.4
fmnist,symmetric_20,4,19.73958333333333,0.7,0.8904818063509051,0.8904166666666666,757.1
fmnist,symmetric_30,0,29.944444444444446,0.7,0.8820780113407455,0.8818055555555555,733.4
fmnist,symmetric_30,1,29.569444444444443,0.7,0.8744148360609223,0.8744444444444445,728.7
fmnist,symmetric_30,2,29.944444444444446,0.7,0.8724986664685657,0.8729166666666667,731.7
fmnist,symmetric_30,3,29.8125,0.7,0.8745794913423287,0.8744444444444445,738.9
fmnist,symmetric_30,4,30.01388888888889,0.7,0.8787115129931058,0.8784722222222222,753.4
fmnist,symmetric_40,0,39.75694444444444,0.7,0.8651687711475077,0.8647222222222222,750.5
fmnist,symmetric_40,1,39.89930555555555,0.7,0.8554752713749181,0.8558333333333333,762.9
fmnist,symmetric_40,2,39.91666666666666,0.7,0.8592378490163668,0.8597222222222223,753.9
fmnist,symmetric_40,3,39.94444444444444,0.7,0.8586436629797675,0.85875,765.8
fmnist,symmetric_40,4,40.00694444444444,0.7,0.8624540601778576,0.8623611111111111,765.2
cifar10,asymmetric_10,0,10.158333333333331,0.7,0.8579621032293148,0.858,628.4
cifar10,asymmetric_10,1,10.1625,0.7,0.872153398810925,0.872,627.4
cifar10,asymmetric_10,2,10.05,0.7,0.8656214171618466,0.8655,632.3
cifar10,asymmetric_10,3,9.766666666666666,0.7,0.8770996946105637,0.8768333333333334,628.5
cifar10,asymmetric_10,4,10.2875,0.7,0.8590171781814944,0.8588333333333333,615.4
cifar10,asymmetric_20,0,20.125,0.7,0.8401648437597917,0.8403333333333334,661.2
cifar10,asymmetric_20,1,19.9125,0.7,0.8590327802338512,0.8588333333333333,656.7
cifar10,asymmetric_20,2,19.4375,0.7,0.8498431242775439,0.8498333333333333,654.8
cifar10,asymmetric_20,3,20.2875,0.7,0.8557260837212708,0.8556666666666667,663.4
cifar10,asymmetric_20,4,19.8375,0.7,0.843464931375814,0.8433333333333334,658.6
cifar10,asymmetric_30,0,30.012499999999996,0.7,0.7929527042041542,0.793,452.5
cifar10,asymmetric_30,1,29.50833333333333,0.7,0.8074201251021081,0.8073333333333333,552.4
cifar10,asymmetric_30,2,30.0375,0.7,0.7954659529267664,0.796,521.2
cifar10,asymmetric_30,3,29.770833333333336,0.7,0.8083604306943982,0.8081666666666667,525.3
cifar10,asymmetric_30,4,30.020833333333336,0.7,0.7973683716864997,0.7971666666666667,510.1
cifar10,asymmetric_40,0,39.625,0.7,0.66461117820698,0.6653333333333333,470.2
cifar10,asymmetric_40,1,39.90416666666667,0.7,0.6836928471194842,0.684,463.7
cifar10,asymmetric_40,2,39.925,0.7,0.6648631342568009,0.665,538.6
cifar10,asymmetric_40,3,40.1,0.7,0.6769154476974639,0.6771666666666667,493.7
cifar10,asymmetric_40,4,40.10416666666667,0.7,0.6750255965376964,0.675,533.5
cifar10,c10n_aggre_0,0,8.883333333333333,0.7,0.8639453296233907,0.8643333333333333,502.8
cifar10,c10n_aggre_0,1,8.945833333333333,0.7,0.8670973262579341,0.8675,496.7
cifar10,c10n_aggre_0,2,8.987499999999999,0.7,0.8639122670436216,0.8641666666666666,441.4
cifar10,c10n_aggre_0,3,8.958333333333334,0.7,0.8764611045946913,0.8766666666666667,427.5
cifar10,c10n_aggre_0,4,8.858333333333333,0.7,0.8601539410708183,0.8605,422.3
cifar10,c10n_random1_0,0,17.325,0.7,0.8528262144869176,0.853,418.4
cifar10,c10n_random1_0,1,17.09583333333333,0.7,0.8516406239781256,0.8521666666666666,475.4
cifar10,c10n_random1_0,2,17.1125,0.7,0.8527882122911221,0.8531666666666666,405.2
cifar10,c10n_random1_0,3,17.133333333333333,0.7,0.8631624204533569,0.8633333333333333,433.0
cifar10,c10n_random1_0,4,17.333333333333336,0.7,0.8517496579813179,0.8516666666666667,441.9
cifar10,c10n_worse_0,0,40.229166666666664,0.7,0.7812227052488185,0.7818333333333334,436.7
cifar10,c10n_worse_0,1,40.25416666666667,0.7,0.7931440129015029,0.7946666666666666,407.9
cifar10,c10n_worse_0,2,40.204166666666666,0.7,0.7926665547738093,0.7935,405.5
cifar10,c10n_worse_0,3,40.15416666666667,0.7,0.8016824066361716,0.802,399.4
cifar10,c10n_worse_0,4,40.125,0.7,0.7878883010605204,0.7883333333333333,388.2
cifar10,clean_0,0,0.0,0.7,0.8730974505503065,0.873,313.0
cifar10,clean_0,1,0.0,0.7,0.8785955589737098,0.8785,309.2
cifar10,clean_0,2,0.0,0.7,0.8784641417149697,0.8785,309.5
cifar10,clean_0,3,0.0,0.7,0.8821341055080858,0.882,308.4
cifar10,clean_0,4,0.0,0.7,0.8688815507111322,0.8688333333333333,307.3
cifar10,pairflip_40,0,23.891666666666666,0.7,0.7486878201402073,0.7495,352.2
cifar10,pairflip_40,1,24.183333333333334,0.7,0.7508933494008885,0.752,355.2
cifar10,pairflip_40,2,23.995833333333334,0.7,0.7561720215511756,0.7568333333333334,353.3
cifar10,pairflip_40,3,24.270833333333332,0.7,0.7615965003164437,0.762,362.6
cifar10,pairflip_40,4,23.8375,0.7,0.7583120644814717,0.7586666666666667,362.5
cifar10,symmetric_10,0,10.158333333333333,0.7,0.8623654069452783,0.8621666666666666,392.9
cifar10,symmetric_10,1,10.1625,0.7,0.8727701428487498,0.8726666666666667,385.4
cifar10,symmetric_10,2,10.05,0.7,0.8662448074566305,0.8661666666666666,384.1
cifar10,symmetric_10,3,9.766666666666666,0.7,0.8785972209366172,0.8783333333333333,387.5
cifar10,symmetric_10,4,10.2875,0.7,0.864598634629403,0.8645,386.9
cifar10,symmetric_20,0,20.125,0.7,0.8484538922488764,0.8483333333333334,382.1
cifar10,symmetric_20,1,19.9125,0.7,0.8584685824509369,0.8583333333333333,389.8
cifar10,symmetric_20,2,19.4375,0.7,0.8555659450033589,0.8555,389.1
cifar10,symmetric_20,3,20.2875,0.7,0.8649477360890389,0.8645,392.2
cifar10,symmetric_20,4,19.8375,0.7,0.8507536245695974,0.8505,402.7
cifar10,symmetric_30,0,30.012499999999996,0.7,0.8417509355312397,0.8415,413.3
cifar10,symmetric_30,1,29.50833333333333,0.7,0.8471090918789799,0.8468333333333333,435.6
cifar10,symmetric_30,2,30.0375,0.7,0.8373413960465552,0.8373333333333334,424.5
cifar10,symmetric_30,3,29.770833333333336,0.7,0.8512886655244862,0.851,431.0
cifar10,symmetric_30,4,30.020833333333336,0.7,0.8377103292860204,0.8373333333333334,415.2
cifar10,symmetric_40,0,39.625,0.7,0.8202927015273478,0.8203333333333334,421.8
cifar10,symmetric_40,1,39.90416666666667,0.7,0.82122163835018,0.8211666666666667,410.9
cifar10,symmetric_40,2,39.925,0.7,0.8302502917076608,0.8301666666666667,414.2
cifar10,symmetric_40,3,40.1,0.7,0.8280514287402367,0.8278333333333333,410.5
cifar10,symmetric_40,4,40.10416666666667,0.7,0.8128587014028895,0.8123333333333334,408.5
