dataset,condition,fold,actual_noise_pct,gce_q,f1_GCE_XGB,acc_GCE_XGB,seconds
satimage,symmetric_10,0,10.038860103626943,0.7,0.8915772643301735,0.9107373868046572,1.6
satimage,symmetric_10,1,11.006798316607316,0.7,0.8826947049940762,0.9041450777202072,1.7
satimage,symmetric_10,2,9.841372612495954,0.7,0.8894420631821212,0.9028497409326424,1.6
satimage,symmetric_10,3,9.906118484946584,0.7,0.8977641753080832,0.9158031088082902,1.7
satimage,symmetric_10,4,10.747814826804792,0.7,0.9120376825583496,0.927461139896373,1.7
satimage,symmetric_20,0,21.340673575129536,0.7,0.865622843468156,0.888745148771022,2.1
satimage,symmetric_20,1,20.135966332146328,0.7,0.8692084753505851,0.8924870466321243,2.2
satimage,symmetric_20,2,19.19715118161217,0.7,0.873745707505948,0.8886010362694301,2.0
satimage,symmetric_20,3,20.4920686306248,0.7,0.8954828169163745,0.9158031088082902,2.1
satimage,symmetric_20,4,19.391388798964066,0.7,0.9084829172176344,0.9248704663212436,2.1
satimage,symmetric_30,0,29.889896373056995,0.7,0.8606572644217773,0.8835705045278137,2.5
satimage,symmetric_30,1,29.07089673033344,0.7,0.832895068921642,0.8613989637305699,2.5
satimage,symmetric_30,2,29.97733894464228,0.7,0.8542380183128517,0.8756476683937824,2.6
satimage,symmetric_30,3,28.81191324053092,0.7,0.8587978261214105,0.8782383419689119,2.5
satimage,symmetric_30,4,30.689543541599225,0.7,0.8505433084644572,0.8769430051813472,2.7
satimage,symmetric_40,0,38.53626943005181,0.7,0.8160763442642698,0.8344113842173351,2.8
satimage,symmetric_40,1,40.72515377144707,0.7,0.7646436432685965,0.7979274611398963,2.9
satimage,symmetric_40,2,39.00938815150534,0.7,0.8064743429914496,0.8277202072538861,2.8
satimage,symmetric_40,3,40.854645516348334,0.7,0.77923870736202,0.805699481865285,2.9
satimage,symmetric_40,4,38.815150534153446,0.7,0.823489797206046,0.8471502590673575,3.0
shuttle,asymmetric_10,0,10.158333333333331,0.7,0.93402503548845,0.9981666666666666,2.2
shuttle,asymmetric_10,1,10.1625,0.7,0.9097287377870442,0.9978333333333332,2.3
shuttle,asymmetric_10,2,10.05,0.7,0.8679262795280086,0.9973333333333332,2.3
shuttle,asymmetric_10,3,9.766666666666666,0.7,0.9277990073170334,0.9986666666666668,2.3
shuttle,asymmetric_10,4,10.2875,0.7,0.8816654613082979,0.9971666666666666,2.3
shuttle,asymmetric_20,0,20.125,0.7,0.8738854902465718,0.996,2.4
shuttle,asymmetric_20,1,19.9125,0.7,0.8528628659266883,0.9936666666666668,2.4
shuttle,asymmetric_20,2,19.4375,0.7,0.8172778461877463,0.9945,2.5
shuttle,asymmetric_20,3,20.2875,0.7,0.8666666409931866,0.996,2.4
shuttle,asymmetric_20,4,19.8375,0.7,0.8165104822424651,0.9938333333333332,2.4
shuttle,asymmetric_30,0,30.0125,0.7,0.7783397821462987,0.9861666666666666,2.4
shuttle,asymmetric_30,1,29.50833333333333,0.7,0.8226929787523287,0.989,2.6
shuttle,asymmetric_30,2,30.0375,0.7,0.7854449211488197,0.9875,2.4
shuttle,asymmetric_30,3,29.770833333333336,0.7,0.8077567153891706,0.9888333333333332,2.5
shuttle,asymmetric_30,4,30.020833333333336,0.7,0.7721173129515617,0.9831666666666666,2.5
shuttle,asymmetric_40,0,39.625,0.7,0.7046307456797318,0.9525,2.6
shuttle,asymmetric_40,1,39.90416666666667,0.7,0.7366052153217808,0.9613333333333334,2.5
shuttle,asymmetric_40,2,39.925,0.7,0.6777361219372795,0.9386666666666666,2.5
shuttle,asymmetric_40,3,40.1,0.7,0.7231496591114372,0.9586666666666668,2.5
shuttle,asymmetric_40,4,40.10416666666667,0.7,0.7133350938113576,0.9573333333333334,2.6
shuttle,clean_0,0,0.0,0.7,0.9093271423217438,0.9985,1.9
shuttle,clean_0,1,0.0,0.7,0.903257450880386,0.998,1.9
shuttle,clean_0,2,0.0,0.7,0.8580251499535474,0.9978333333333332,1.9
shuttle,clean_0,3,0.0,0.7,0.8740130644644648,0.998,1.9
shuttle,clean_0,4,0.0,0.7,0.9024666249932336,0.998,2.0
shuttle,pairflip_40,0,39.625,0.7,0.710389916279529,0.9573333333333334,2.5
shuttle,pairflip_40,1,39.90416666666667,0.7,0.7324768552018815,0.9651666666666666,2.5
shuttle,pairflip_40,2,39.925,0.7,0.6838283119220482,0.9481666666666668,2.5
shuttle,pairflip_40,3,40.1,0.7,0.7349341067179398,0.9641666666666666,2.6
shuttle,pairflip_40,4,40.10416666666667,0.7,0.7247197630364981,0.964,2.5
shuttle,symmetric_10,0,10.158333333333331,0.7,0.9090031069047368,0.9981666666666666,2.0
shuttle,symmetric_10,1,10.1625,0.7,0.9161043711827728,0.9981666666666666,1.9
shuttle,symmetric_10,2,10.05,0.7,0.8744647057623606,0.998,2.1
shuttle,symmetric_10,3,9.766666666666666,0.7,0.8837371824466166,0.998,2.0
shuttle,symmetric_10,4,10.2875,0.7,0.896240982681433,0.9976666666666668,2.0
shuttle,symmetric_20,0,20.125,0.7,0.862775848209893,0.998,2.1
shuttle,symmetric_20,1,19.9125,0.7,0.90197957092273,0.9971666666666666,2.2
shuttle,symmetric_20,2,19.4375,0.7,0.8733800284746832,0.9975,2.2
shuttle,symmetric_20,3,20.2875,0.7,0.9158678043846664,0.9985,2.2
shuttle,symmetric_20,4,19.8375,0.7,0.8887877412369213,0.998,2.2
shuttle,symmetric_30,0,30.0125,0.7,0.8490129714570612,0.9936666666666668,2.5
shuttle,symmetric_30,1,29.50833333333333,0.7,0.886295683716363,0.9951666666666666,2.6
shuttle,symmetric_30,2,30.0375,0.7,0.8449831649831651,0.9948333333333332,2.5
shuttle,symmetric_30,3,29.770833333333336,0.7,0.8639726238399923,0.9961666666666666,2.5
shuttle,symmetric_30,4,30.020833333333336,0.7,0.8921634790136459,0.9943333333333332,2.6
shuttle,symmetric_40,0,39.625,0.7,0.8053501947314384,0.9886666666666668,2.8
shuttle,symmetric_40,1,39.90416666666667,0.7,0.8135782443647345,0.9878333333333332,2.6
shuttle,symmetric_40,2,39.925,0.7,0.7435979544333747,0.9863333333333332,2.7
shuttle,symmetric_40,3,40.1,0.7,0.7804532343133397,0.9875,2.8
shuttle,symmetric_40,4,40.10416666666667,0.7,0.7894049344190583,0.9886666666666668,2.7
har,asymmetric_10,0,10.378312765527008,0.7,0.9802093216580966,0.9797734627831716,122.4
har,asymmetric_10,1,10.843617236496057,0.7,0.9833306371745584,0.983009708737864,128.1
har,asymmetric_10,2,9.973700182075662,0.7,0.9704305788267434,0.970873786407767,126.5
har,asymmetric_10,3,10.0748533279385,0.7,0.9783633029084668,0.9781553398058253,124.2
har,asymmetric_10,4,10.436893203883496,0.7,0.9781867978291706,0.9781376518218624,127.8
har,asymmetric_20,0,20.675703014363748,0.7,0.9560961245694992,0.9546925566343042,150.6
har,asymmetric_20,1,19.643940926562816,0.7,0.957174964367962,0.9571197411003236,149.4
har,asymmetric_20,2,19.765324701598217,0.7,0.9482908826842577,0.948220064724919,150.2
har,asymmetric_20,3,20.149706655877,0.7,0.954168863872676,0.9546925566343042,148.5
har,asymmetric_20,4,19.457928802589,0.7,0.9522953601139742,0.951417004048583,149.4
har,asymmetric_30,0,29.53671859194821,0.7,0.8944942214638099,0.8940129449838188,166.4
har,asymmetric_30,1,29.61764110863848,0.7,0.8878752204940152,0.88915857605178,169.6
har,asymmetric_30,2,29.880639287881856,0.7,0.8655555032491266,0.8673139158576052,168.6
har,asymmetric_30,3,29.21302852518713,0.7,0.9098739362886,0.9101941747572816,167.3
har,asymmetric_30,4,30.6836569579288,0.7,0.8797505679115444,0.8809716599190284,171.2
har,asymmetric_40,0,39.3081124822982,0.7,0.7724055202891876,0.7766990291262136,175.8
har,asymmetric_40,1,40.38033582844427,0.7,0.70164566497755,0.7063106796116505,177.1
har,asymmetric_40,2,39.36880436981591,0.7,0.7324555763706081,0.7354368932038835,175.1
har,asymmetric_40,3,40.52195023265224,0.7,0.7205953697763642,0.720873786407767,177.0
har,asymmetric_40,4,39.66423948220065,0.7,0.7298377308922959,0.7311740890688259,174.9
har,clean_0,0,0.0,0.7,0.9900421858247308,0.9894822006472492,57.1
har,clean_0,1,0.0,0.7,0.992956125056173,0.9927184466019418,58.0
har,clean_0,2,0.0,0.7,0.9847152981835308,0.9846278317152104,57.4
har,clean_0,3,0.0,0.7,0.9841944027167956,0.9838187702265372,59.5
har,clean_0,4,0.0,0.7,0.9863883837090344,0.9862348178137652,57.9
har,pairflip_40,0,25.93566659923124,0.7,0.8140876314456792,0.8220064724919094,122.6
har,pairflip_40,1,26.05705037426664,0.7,0.8068706966761713,0.8155339805825242,121.3
har,pairflip_40,2,25.571515274125023,0.7,0.8208489333429543,0.8252427184466019,120.4
har,pairflip_40,3,25.97612785757637,0.7,0.8040945558725504,0.8098705501618123,120.3
har,pairflip_40,4,25.50566343042071,0.7,0.8082768618078652,0.8129554655870446,121.2
har,symmetric_10,0,10.378312765527008,0.7,0.9828022259125316,0.982200647249191,136.3
har,symmetric_10,1,10.843617236496057,0.7,0.9836314143796264,0.983009708737864,138.0
har,symmetric_10,2,9.973700182075662,0.7,0.9734350632632814,0.9733009708737864,130.0
har,symmetric_10,3,10.0748533279385,0.7,0.9797787822634006,0.9797734627831716,138.3
har,symmetric_10,4,10.436893203883496,0.7,0.9822972441575092,0.9821862348178138,135.1
har,symmetric_20,0,20.675703014363748,0.7,0.9735623820420392,0.9724919093851132,180.0
har,symmetric_20,1,19.643940926562816,0.7,0.9835246743373766,0.983009708737864,176.3
har,symmetric_20,2,19.765324701598217,0.7,0.9769203660382708,0.9765372168284788,176.3
har,symmetric_20,3,20.149706655877,0.7,0.9758898099111624,0.9757281553398058,180.8
har,symmetric_20,4,19.457928802589,0.7,0.9771367942613216,0.9765182186234818,178.2
har,symmetric_30,0,29.53671859194821,0.7,0.9609170100250498,0.9611650485436892,202.5
har,symmetric_30,1,29.61764110863848,0.7,0.9618809732685946,0.9619741100323624,203.2
har,symmetric_30,2,29.880639287881856,0.7,0.9595847713805712,0.959546925566343,205.1
har,symmetric_30,3,29.21302852518713,0.7,0.968513917918112,0.9684466019417476,203.6
har,symmetric_30,4,30.6836569579288,0.7,0.9605371783165234,0.9603238866396762,203.7
har,symmetric_40,0,39.3081124822982,0.7,0.9446222658705198,0.9441747572815534,218.2
har,symmetric_40,1,40.38033582844427,0.7,0.9450289877508948,0.9449838187702264,221.7
har,symmetric_40,2,39.36880436981591,0.7,0.9373413030836356,0.9368932038834952,219.5
har,symmetric_40,3,40.52195023265224,0.7,0.929766099021018,0.9296116504854368,221.7
har,symmetric_40,4,39.66423948220065,0.7,0.9307921955169368,0.931174089068826,221.4
isolet,asymmetric_10,0,10.45175086875167,0.7,0.9295402217226028,0.9294871794871796,357.3
isolet,asymmetric_10,1,10.478481689387865,0.7,0.9314286347200604,0.9316239316239316,354.4
isolet,asymmetric_10,2,9.807589524318546,0.7,0.9279295610653832,0.9283422459893048,339.6
isolet,asymmetric_10,3,9.941207910208446,0.7,0.946567739649616,0.946524064171123,331.5
isolet,asymmetric_10,4,10.983431320149654,0.7,0.922860499841666,0.9229946524064172,353.1
isolet,asymmetric_20,0,20.50253942796044,0.7,0.8882942673211344,0.8888888888888888,417.4
isolet,asymmetric_20,1,19.67388398823844,0.7,0.908143579749592,0.908119658119658,408.7
isolet,asymmetric_20,2,19.454836985569216,0.7,0.9053812514017948,0.9058823529411764,413.3
isolet,asymmetric_20,3,20.60395510422234,0.7,0.9084426258928572,0.9090909090909092,417.2
isolet,asymmetric_20,4,19.401389631213256,0.7,0.906132449286877,0.9058823529411764,411.3
isolet,asymmetric_30,0,29.27024859663192,0.7,0.8164092995154758,0.8173076923076923,437.8
isolet,asymmetric_30,1,29.27024859663192,0.7,0.8287427396752446,0.8301282051282052,437.8
isolet,asymmetric_30,2,29.98396579369321,0.7,0.8200353453843306,0.8224598930481284,443.0
isolet,asymmetric_30,3,29.2089791555318,0.7,0.8316895709855859,0.8331550802139037,436.0
isolet,asymmetric_30,4,30.94601817210048,0.7,0.8200204514311391,0.8203208556149733,447.2
isolet,asymmetric_40,0,38.75968992248063,0.7,0.6890845137833264,0.6901709401709402,464.4
isolet,asymmetric_40,1,40.68430900828656,0.7,0.6536276328488511,0.657051282051282,459.6
isolet,asymmetric_40,2,39.3372528059861,0.7,0.691241651255661,0.6941176470588235,460.7
isolet,asymmetric_40,3,40.88722608230893,0.7,0.6554983375279566,0.6609625668449198,457.7
isolet,asymmetric_40,4,39.57776590058792,0.7,0.6541538514908167,0.6577540106951871,451.8
isolet,clean_0,0,0.0,0.7,0.933967218532006,0.9337606837606838,234.5
isolet,clean_0,1,0.0,0.7,0.9392638863097088,0.939102564102564,237.1
isolet,clean_0,2,0.0,0.7,0.9367550507437178,0.9368983957219252,237.9
isolet,clean_0,3,0.0,0.7,0.9624274063694844,0.962566844919786,258.4
isolet,clean_0,4,0.0,0.7,0.9475235012435488,0.9475935828877006,252.5
isolet,pairflip_40,0,9.195402298850574,0.7,0.8538573284013702,0.8536324786324786,268.9
isolet,pairflip_40,1,9.783480352846832,0.7,0.8722184733169048,0.8717948717948718,269.6
isolet,pairflip_40,2,8.73864243719936,0.7,0.8940180940051796,0.8973262032085562,269.3
isolet,pairflip_40,3,9.299839657936932,0.7,0.8769447518533996,0.879144385026738,273.7
isolet,pairflip_40,4,8.818813468733298,0.7,0.8725554015005496,0.8748663101604278,270.0
isolet,symmetric_10,0,10.45175086875167,0.7,0.9328768839141708,0.9326923076923076,286.2
isolet,symmetric_10,1,10.478481689387865,0.7,0.9347093676303864,0.9348290598290598,292.0
isolet,symmetric_10,2,9.807589524318546,0.7,0.926049800162862,0.9262032085561496,288.0
isolet,symmetric_10,3,9.941207910208446,0.7,0.9550778066019984,0.9550802139037432,291.8
isolet,symmetric_10,4,10.983431320149654,0.7,0.9432483783497664,0.9433155080213904,303.3
isolet,symmetric_20,0,20.50253942796044,0.7,0.9199917473047096,0.9198717948717948,400.6
isolet,symmetric_20,1,19.67388398823844,0.7,0.9250359914315568,0.9252136752136751,382.7
isolet,symmetric_20,2,19.454836985569216,0.7,0.926511954617846,0.9272727272727272,376.5
isolet,symmetric_20,3,20.60395510422234,0.7,0.9432821550377528,0.9433155080213904,410.8
isolet,symmetric_20,4,19.401389631213256,0.7,0.92259169717282,0.9229946524064172,375.9
isolet,symmetric_30,0,29.27024859663192,0.7,0.8955555758028153,0.8952991452991453,503.7
isolet,symmetric_30,1,29.27024859663192,0.7,0.9108770204906308,0.9113247863247864,511.6
isolet,symmetric_30,2,29.98396579369321,0.7,0.9019383069634164,0.902673796791444,502.3
isolet,symmetric_30,3,29.2089791555318,0.7,0.916515316925852,0.916577540106952,508.8
isolet,symmetric_30,4,30.94601817210048,0.7,0.91071286119198,0.9112299465240642,551.7
isolet,symmetric_40,0,38.75968992248063,0.7,0.8617643465159769,0.8621794871794872,616.8
isolet,symmetric_40,1,40.68430900828656,0.7,0.8792486417906584,0.8803418803418803,632.8
isolet,symmetric_40,2,39.3372528059861,0.7,0.8995977108234583,0.9005347593582887,625.4
isolet,symmetric_40,3,40.88722608230893,0.7,0.917570192356326,0.9176470588235294,633.2
isolet,symmetric_40,4,39.57776590058792,0.7,0.8976546743781673,0.8983957219251337,627.4
