model,noise_type,noise_level,fold,train_size,actual_noise_pct,runtime_seconds,accuracy,f1_macro,f1_weighted,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
XGBoost_100k,pairflip,0.4,3,80000,24.54,23.40622091293335,0.75925,0.6874052200243164,0.7829431135088241,0.9187221997573797,0.764798691053585,0.3370646766169154,0.8681318681318682,0.7848932676518884,0.5176470588235295,0.6205787781350482
XGBoost_100k,pairflip,0.4,4,80000,24.52875,22.95605444908142,0.7619,0.6949578674901993,0.7848664713446492,0.9201808245057689,0.7636894337419732,0.347210657785179,0.8691099476439791,0.7875816993464052,0.5390428211586902,0.6378896882494005
Voting_100k,symmetric,0.0,0,80000,0.0,58.663713216781616,0.9212,0.8887083899967875,0.9207685453446116,0.9160507600055781,0.9332189187824945,0.917401764234162,0.8936170212765957,0.774869109947644,0.8583473861720068,0.9274537695590327
Voting_100k,symmetric,0.0,1,80000,0.0,54.644713163375854,0.92315,0.8801661309629815,0.9227752200635536,0.9210782270390441,0.935571963183979,0.9172992409109069,0.851063829787234,0.7736486486486487,0.8444444444444444,0.9180565627266135
Voting_100k,symmetric,0.0,2,80000,0.0,54.38738179206848,0.92185,0.8774230638844581,0.921420309450287,0.9170847268673356,0.9338116410670978,0.9204590423426988,0.8,0.7793103448275862,0.863905325443787,0.9273903666427031
Voting_100k,symmetric,0.0,3,80000,0.0,54.440874099731445,0.92315,0.8884703945550508,0.9227968436079129,0.919910701827822,0.9352379990914138,0.9137176938369781,0.8864864864864865,0.7918781725888325,0.8395904436860068,0.9324712643678161
Voting_100k,symmetric,0.0,4,80000,0.0,53.87450885772705,0.92745,0.895932461912363,0.9271719519690161,0.9237311767986615,0.9371370865942944,0.9294070189592578,0.8808290155440415,0.7906976744186046,0.8744734625105307,0.935251798561151
Voting_100k,symmetric,0.1,0,80000,10.13875,65.01573038101196,0.90665,0.8542851668104472,0.9062594725284735,0.9025955902874686,0.9223374652162915,0.9007572738142686,0.8085106382978723,0.7241962774957699,0.8172757475083057,0.9043231750531537
Voting_100k,symmetric,0.1,1,80000,9.936250000000001,65.40222382545471,0.909,0.8477170268423588,0.9086096248701697,0.9075196877831208,0.9244786394006884,0.9013861386138614,0.7628865979381443,0.7294117647058823,0.8044217687074829,0.9039145907473309
Voting_100k,symmetric,0.1,2,80000,10.19375,65.63622426986694,0.90565,0.8457545410789523,0.9052983158312804,0.9016679461232465,0.9212765957446809,0.8982785602503912,0.7351351351351352,0.7330016583747927,0.8323504633529908,0.8985714285714286
Voting_100k,symmetric,0.1,3,80000,10.08375,65.73141288757324,0.9089,0.8508244887514722,0.9085575800769928,0.9063156420669374,0.9247539742619227,0.894695170229612,0.7551020408163265,0.7623762376237624,0.8013698630136986,0.9111584932480455
Voting_100k,symmetric,0.1,4,80000,10.10875,64.31055307388306,0.91185,0.856305171873163,0.9114257751050747,0.90993006993007,0.9258399757844819,0.9016786570743405,0.7939698492462312,0.7106598984771574,0.8270042194092827,0.9250535331905781
Voting_100k,symmetric,0.2,0,80000,19.885,69.41360425949097,0.89125,0.8104282249827044,0.8911062128156633,0.8897007165940706,0.9114873770658015,0.872257053291536,0.6697674418604651,0.6655574043261231,0.7748776508972267,0.8893499308437067
Voting_100k,symmetric,0.2,1,80000,20.07125,73.14389753341675,0.89325,0.8091748748505838,0.8933264467109595,0.8936944502764365,0.9142857142857143,0.8770971517752634,0.6666666666666666,0.6816,0.7691029900332226,0.8617771509167842
Voting_100k,symmetric,0.2,2,80000,19.92625,71.21441388130188,0.8905,0.800678662505944,0.8905803399901564,0.8896976483762598,0.91005291005291,0.8852713178294573,0.5982142857142857,0.6612641815235009,0.7890056588520614,0.871244635193133
Voting_100k,symmetric,0.2,3,80000,20.09,70.07018399238586,0.8915,0.8058157993606947,0.8914876083802268,0.8921417565485362,0.9118334179786693,0.87578125,0.6542056074766355,0.6731078904991948,0.7489711934156379,0.8846694796061885
Voting_100k,symmetric,0.2,4,80000,20.01875,71.98746538162231,0.893,0.8088433946980526,0.8929267391401073,0.8934173669467788,0.911129146799229,0.8811298548450373,0.6422018348623854,0.6558441558441559,0.7930750206100577,0.8851063829787233
Voting_100k,symmetric,0.3,0,80000,29.898750000000003,72.24238443374634,0.86985,0.7562709656439744,0.8711106271720775,0.8720486356567227,0.8981968636665475,0.8417377812257564,0.5211267605633803,0.6018518518518519,0.7274131274131274,0.8315217391304348
Voting_100k,symmetric,0.3,1,80000,30.056250000000002,76.7449643611908,0.8712,0.7510351303447361,0.8728995199618539,0.8773776935495192,0.8980872069107363,0.8532004599463396,0.4852459016393443,0.6011730205278593,0.7337662337662337,0.8083953960731212
Voting_100k,symmetric,0.3,2,80000,30.03125,71.81109809875488,0.87035,0.7416235438003947,0.8718758832913256,0.872880759760816,0.8983589743589744,0.8679389312977099,0.4166666666666667,0.5892857142857143,0.7415730337078652,0.8046607265250172
Voting_100k,symmetric,0.3,3,80000,29.983749999999997,76.62826323509216,0.86975,0.7394276433463449,0.8711537776552379,0.8773239436619719,0.8984203261591943,0.8398930072602216,0.46853146853146854,0.5658093797276853,0.702485966319166,0.8235294117647058
Voting_100k,symmetric,0.3,4,80000,30.051250000000003,71.40052962303162,0.87185,0.7510309245086232,0.8731840094932893,0.8773412195465428,0.8991661124469228,0.8548262548262548,0.5357142857142857,0.5366568914956011,0.7143993635640413,0.8391123439667129
Voting_100k,symmetric,0.4,0,80000,40.082499999999996,73.587806224823,0.833,0.6683396699288817,0.8390132035750392,0.8444158444158444,0.8768093304175778,0.7985074626865671,0.3024390243902439,0.4778761061946903,0.6353631694790902,0.7429667519181585
Voting_100k,symmetric,0.4,1,80000,39.9325,73.32304406166077,0.83435,0.6627572308021062,0.840605244713958,0.8513657325292657,0.8773727971552581,0.7998497934660158,0.31143552311435524,0.4473007712082262,0.618944323933478,0.7330316742081447
Voting_100k,symmetric,0.4,2,80000,40.21125,73.25579380989075,0.8311,0.6699069464317493,0.8369544842091922,0.844457134699122,0.8699369233175207,0.8124306326304107,0.28921568627450983,0.48816936488169366,0.619865571321882,0.7652733118971061
Voting_100k,symmetric,0.4,3,80000,40.08875,72.72058653831482,0.8377,0.6720954214878149,0.8439842910812689,0.8567554064663478,0.8775945481974717,0.799249530956848,0.3165137614678899,0.4806007509386733,0.6164179104477612,0.7575360419397117
Voting_100k,symmetric,0.4,4,80000,39.975,72.50915694236755,0.831,0.6608427837939531,0.8371353849759787,0.8483206161306425,0.8728712046247591,0.797752808988764,0.32,0.4275,0.6174981923355025,0.7419566644780039
Voting_100k,asymmetric,0.0,0,80000,0.0,53.758251667022705,0.9212,0.8887083899967875,0.9207685453446116,0.9160507600055781,0.9332189187824945,0.917401764234162,0.8936170212765957,0.774869109947644,0.8583473861720068,0.9274537695590327
Voting_100k,asymmetric,0.0,1,80000,0.0,53.59517168998718,0.92315,0.8801661309629815,0.9227752200635536,0.9210782270390441,0.935571963183979,0.9172992409109069,0.851063829787234,0.7736486486486487,0.8444444444444444,0.9180565627266135
Voting_100k,asymmetric,0.0,2,80000,0.0,53.5406653881073,0.92185,0.8774230638844581,0.921420309450287,0.9170847268673356,0.9338116410670978,0.9204590423426988,0.8,0.7793103448275862,0.863905325443787,0.9273903666427031
Voting_100k,asymmetric,0.0,3,80000,0.0,54.31150531768799,0.92315,0.8884703945550508,0.9227968436079129,0.919910701827822,0.9352379990914138,0.9137176938369781,0.8864864864864865,0.7918781725888325,0.8395904436860068,0.9324712643678161
Voting_100k,asymmetric,0.0,4,80000,0.0,53.65493297576904,0.92745,0.895932461912363,0.9271719519690161,0.9237311767986615,0.9371370865942944,0.9294070189592578,0.8808290155440415,0.7906976744186046,0.8744734625105307,0.935251798561151
Voting_100k,asymmetric,0.1,0,80000,10.13875,61.44598746299744,0.90325,0.8549929769749106,0.9028693141733144,0.8982942883431241,0.91889996493513,0.8715345568137446,0.7699530516431925,0.7686832740213523,0.847571189279732,0.9100145137880987
Voting_100k,asymmetric,0.1,1,80000,9.936250000000001,60.111292600631714,0.90755,0.8473727660759753,0.9071444265318789,0.9067981683691441,0.9232081911262798,0.8828125,0.7524752475247525,0.7457044673539519,0.8211243611584327,0.8994864269992663
Voting_100k,asymmetric,0.1,2,80000,10.19375,60.23987340927124,0.90255,0.8465910380021062,0.9021810016059486,0.8984502158375204,0.9176399819539827,0.8774490971955436,0.72,0.7577854671280276,0.8442553191489361,0.9105571847507331
Voting_100k,asymmetric,0.1,3,80000,10.08375,61.13719129562378,0.9044,0.8475590868709162,0.9041064234424295,0.9016486640136441,0.92063968015992,0.8649903288201161,0.7184466019417476,0.7877758913412564,0.8206896551724138,0.918722786647315
Voting_100k,asymmetric,0.1,4,80000,10.10875,60.17711043357849,0.90785,0.8582619452192845,0.9074650464011511,0.905187074829932,0.9219468319008595,0.8837944664031621,0.7850467289719626,0.7555555555555555,0.8408510638297872,0.9154518950437318
Voting_100k,asymmetric,0.2,0,80000,19.885,61.724748849868774,0.87255,0.7885559603433409,0.8731323084026109,0.876616770818195,0.8948048077878216,0.7723785166240409,0.5725190839694656,0.7137681159420289,0.8036912751677853,0.8861131520940485
Voting_100k,asymmetric,0.2,1,80000,20.07125,61.94636678695679,0.8737,0.7978099564499451,0.874323238502383,0.877659188266899,0.8962090723903214,0.7775768535262206,0.625,0.7451669595782073,0.805484147386461,0.8575734740015072
Voting_100k,asymmetric,0.2,2,80000,19.92625,63.10712552070618,0.8703,0.7804253715912656,0.8712191311192921,0.874000871966284,0.8936191376137663,0.767172812725958,0.5073529411764706,0.7259786476868327,0.8261964735516373,0.8686567164179104
Voting_100k,asymmetric,0.2,3,80000,20.09,62.03662133216858,0.87215,0.7903199830511731,0.8730467094862466,0.877045008361812,0.8955298095569589,0.7654409139593003,0.5725190839694656,0.7582608695652174,0.7951807228915663,0.8682634730538922
Voting_100k,asymmetric,0.2,4,80000,20.01875,62.33966040611267,0.8744,0.7964533020424874,0.875082715145217,0.8782260996001454,0.8951756998213222,0.777046783625731,0.5842696629213483,0.7313691507798961,0.8256410256410256,0.8834446919079436
Voting_100k,asymmetric,0.3,0,80000,29.898750000000003,64.72529625892639,0.80245,0.687637672135258,0.8091107960543974,0.8252345716683195,0.8400376032853397,0.5686520376175549,0.3532219570405728,0.6618444846292948,0.7555178268251274,0.808955223880597
Voting_100k,asymmetric,0.3,1,80000,30.056250000000002,64.33709764480591,0.8027,0.6924505449716847,0.8101011212860294,0.8305819703309243,0.8377182075893967,0.5663449939686369,0.37593984962406013,0.6726618705035972,0.746268656716418,0.8176382660687593
Voting_100k,asymmetric,0.3,2,80000,30.03125,64.1765832901001,0.80185,0.6826487535848494,0.8091477072537179,0.8259980304522385,0.8409023154128987,0.5702860658258997,0.31554524361948955,0.6886446886446886,0.7633187772925765,0.7738461538461539
Voting_100k,asymmetric,0.3,3,80000,29.983749999999997,63.721537351608276,0.8004,0.6717128159759334,0.8068720818042838,0.8262454434993924,0.8413628687791795,0.5774946921443737,0.3556701030927835,0.6482504604051565,0.6877748460861918,0.7651912978244562
Voting_100k,asymmetric,0.3,4,80000,30.051250000000003,63.59975814819336,0.8046,0.6877649792985058,0.8117506238578197,0.8323672971323978,0.8409000793021412,0.5651906519065191,0.3776223776223776,0.6259259259259259,0.7489063867016623,0.8234421364985163
Voting_100k,asymmetric,0.4,0,80000,40.082499999999996,64.2608711719513,0.6695,0.5518192318853774,0.6948502078816832,0.7325600392092795,0.7284212654133818,0.31725079654073735,0.19032761310452417,0.5868725868725869,0.6636771300448431,0.6436251920122887
Voting_100k,asymmetric,0.4,1,80000,39.9325,64.0915915966034,0.6796,0.5440003887756155,0.704305487249258,0.7446183953033269,0.7407444617471242,0.3146282973621103,0.16997167138810199,0.5261121856866537,0.6382592928377153,0.673668417104276
Voting_100k,asymmetric,0.4,2,80000,40.21125,64.61146283149719,0.66905,0.5667881966534766,0.6956294611640951,0.7319155924131702,0.7242356752379024,0.31690777576853524,0.18584070796460178,0.6336996336996337,0.6697416974169742,0.7051762940735183
Voting_100k,asymmetric,0.4,3,80000,40.08875,64.32366871833801,0.6717,0.5615050571193025,0.6980208116823509,0.7373180958645071,0.7289993433348487,0.31737469094178467,0.20795107033639143,0.6205607476635514,0.6368613138686131,0.6814701378254211
Voting_100k,asymmetric,0.4,4,80000,39.975,64.34091830253601,0.66925,0.550915107551943,0.6952364978809101,0.7369285069358943,0.7253713246438315,0.31616982836495033,0.20245398773006135,0.5402298850574713,0.6503623188405797,0.6848899012908124
Voting_100k,pairflip,0.4,0,80000,24.610000000000003,60.79332113265991,0.7652,0.6973172473907274,0.7858741725008959,0.9102736051502146,0.7688238405924881,0.3784700148336512,0.8472906403940886,0.7830342577487766,0.573015873015873,0.6203125
Voting_100k,pairflip,0.4,1,80000,24.456249999999997,61.22074556350708,0.76895,0.7001438509202613,0.7886837288506157,0.9121114683815649,0.7736716522143979,0.3672217353198948,0.8571428571428571,0.7910685805422647,0.5614927905004241,0.6382978723404256
Voting_100k,pairflip,0.4,2,80000,24.77,61.07933831214905,0.7632,0.7035013379847055,0.7845381346001646,0.9097739317099349,0.7616412550774121,0.3684762104380633,0.8,0.810207336523126,0.5952782462057336,0.6791323859386686
Voting_100k,pairflip,0.4,3,80000,24.54,60.945465326309204,0.76435,0.702670647257176,0.7862393820786964,0.9140095321205612,0.7673570251823959,0.3648931713447843,0.8736842105263158,0.810126582278481,0.5476973684210527,0.640926640926641
Voting_100k,pairflip,0.4,4,80000,24.52875,60.0885066986084,0.7679,0.7073628249298468,0.7890306054944697,0.9155251141552512,0.7689867841409692,0.372673434856176,0.864321608040201,0.8069620253164557,0.5779591836734694,0.6451116243264049
