noise_type,noise_level,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std
asymmetric,0.0,0.9377777777777778,0.004132807096609968,0.9352360312458934,0.0047574625879267885,0.9377017884092096,0.004179797598647578
asymmetric,0.1,0.9304938271604939,0.005120108976130311,0.9274242021854407,0.005643397695579449,0.9302858801322265,0.00522000984658348
asymmetric,0.2,0.9040740740740741,0.008643077531120633,0.90083448550686,0.009249803381005117,0.9039081744312755,0.008738910109108275
asymmetric,0.3,0.8639506172839507,0.005742731634069416,0.8594925486707229,0.006180136965903162,0.8637150653547376,0.005873501575865066
asymmetric,0.4,0.7835185185185185,0.010608038610320681,0.7765896058184707,0.01203785484710336,0.7828304281047206,0.011197097233345728
