model,noise_type,noise_level,fold,train_size,val_size,actual_noise_pct,runtime_seconds,accuracy,f1_macro,f1_weighted,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,precision_class_2,recall_class_2,f1_class_2,support_class_2,precision_class_3,recall_class_3,f1_class_3,support_class_3,precision_class_4,recall_class_4,f1_class_4,support_class_4,precision_class_5,recall_class_5,f1_class_5,support_class_5,precision_class_6,recall_class_6,f1_class_6,support_class_6
XGBoost,symmetric,0.2,0,278884,69722,20.01082887508785,44.64448404312134,0.9354723042941969,0.881703129380989,0.9351317632414918,0.9477208551835418,0.9241965304275992,0.9358108780944414,25421,0.9344980667334957,0.9597599717613837,0.9469605723324288,33996,0.9167619483192316,0.9342810533675134,0.9254385964912281,4291,0.7771260997067448,0.803030303030303,0.789865871833085,330,0.8596112311015118,0.6988586479367866,0.7709443099273607,1139,0.8877349159248269,0.8613243761996161,0.8743302484169508,2084,0.9494692144373673,0.9085737505079237,0.9285714285714286,2461
XGBoost,symmetric,0.2,1,278885,69721,20.00501999031859,45.591325759887695,0.9377375539650894,0.8910418006775896,0.9374699937968505,0.9499049852423888,0.9241965304275992,0.9368744267655621,25421,0.9359587569812402,0.9612601482527356,0.9484407424068726,33996,0.9254213807434772,0.9342657342657342,0.9298225263890499,4290,0.8098159509202454,0.8024316109422492,0.8061068702290076,329,0.8825995807127882,0.7392449517120281,0.8045867176301958,1139,0.8765251342118107,0.8618042226487524,0.8691023469634648,2084,0.9519270617488603,0.9329813160032494,0.9423589743589743,2462
XGBoost,symmetric,0.2,2,278885,69721,19.986015741255354,45.43323850631714,0.936676180777671,0.8933566253598125,0.9363763663110024,0.9449401173539105,0.9249046064277566,0.9348150209729043,25421,0.9348418365883736,0.9588480997764443,0.946692804762942,33996,0.9329169558177192,0.9400932400932401,0.9364913502844537,4290,0.8187311178247734,0.8212121212121212,0.8199697428139183,330,0.8863879957127545,0.7260755048287972,0.7982625482625483,1139,0.895492818226845,0.8675623800383877,0.8813063611991226,2084,0.955160744500846,0.9175132060138155,0.935958549222798,2461
XGBoost,symmetric,0.2,3,278885,69721,19.961991501873534,45.45629930496216,0.9354283501384087,0.8915688260595492,0.9351104850581974,0.9465741263820515,0.9227803784272846,0.9345258251498915,25421,0.9341569684113972,0.9586127779738792,0.9462268807525914,33996,0.9263888888888889,0.9328671328671329,0.929616724738676,4290,0.8403614457831325,0.8454545454545455,0.8429003021148036,330,0.8708288482238966,0.7102721685689201,0.7823984526112185,1139,0.87744140625,0.8622840690978887,0.8697967086156825,2084,0.9426567656765676,0.9284843559528647,0.9355168884339816,2461
XGBoost,symmetric,0.2,4,278885,69721,20.058805600874912,45.514060258865356,0.9346681774501227,0.8859085504735552,0.9343837719513103,0.9423169363883993,0.9254130605822187,0.9337885042870753,25420,0.9353808989733414,0.9567596187786799,0.9459494830519566,33996,0.9260115606936417,0.9333488697273363,0.9296657381615598,4291,0.7793696275071633,0.8242424242424242,0.801178203240059,330,0.8811563169164882,0.7225636523266022,0.79401833092137,1139,0.883480825958702,0.8622840690978887,0.8727537639630889,2084,0.9474807856532877,0.9016659894351889,0.9240058296897772,2461
XGBoost,symmetric,0.3,0,278884,69722,30.056224093171352,45.15947651863098,0.9224634978916267,0.8561402410773679,0.9221266936257193,0.93550733422233,0.9107037488690453,0.9229389252112901,25421,0.9251497864289195,0.9492881515472409,0.9370635462187314,33996,0.8938711131140153,0.9244931251456537,0.9089242754038264,4291,0.7214076246334311,0.7454545454545455,0.7332339791356185,330,0.8095238095238095,0.6865671641791045,0.7429928741092636,1139,0.8516865079365079,0.8238963531669866,0.8375609756097561,2084,0.9356499356499357,0.8862251117431938,0.9102671118530885,2461
XGBoost,symmetric,0.3,1,278885,69721,30.041056349391326,46.34365797042847,0.924915018430602,0.8587316333130973,0.9246080810453787,0.9413270488805818,0.911333149758074,0.9260873041253598,25421,0.9261113336003204,0.9523179197552654,0.9390318183136583,33996,0.905682079595123,0.9177156177156177,0.911659140905407,4290,0.7038043478260869,0.7872340425531915,0.7431850789096126,329,0.8160427807486631,0.6698858647936786,0.7357762777242044,1139,0.8342884431709646,0.8382917466410749,0.8362853039731929,2084,0.9294019933554817,0.909017059301381,0.9190965092402464,2462
XGBoost,symmetric,0.3,2,278885,69721,29.96503935313839,46.23408484458923,0.9219603849629237,0.866311738699232,0.9216366055952889,0.93292116216107,0.9081861453129303,0.9203874980066975,25421,0.9234075474941975,0.9479350511824921,0.9355105595471369,33996,0.9171707771056306,0.9188811188811189,0.9180251513740102,4290,0.7223650385604113,0.8515151515151516,0.7816411682892906,330,0.8437158469945355,0.6777875329236172,0.7517039922103214,1139,0.851403678606002,0.8440499040307101,0.847710843373494,2084,0.9194017449106772,0.8992279561154003,0.909202958093673,2461
XGBoost,symmetric,0.3,3,278885,69721,30.011294978216828,46.25277853012085,0.922275928342967,0.8581561945140886,0.9220094621286147,0.9371375268686377,0.9089728964242162,0.9228403690243221,25421,0.9249956992946843,0.9489939992940346,0.9368411882568168,33996,0.9014857142857143,0.9193473193473194,0.9103289094056549,4290,0.6972010178117048,0.8303030303030303,0.7579529737206085,330,0.7920081967213115,0.6786654960491659,0.7309692671394799,1139,0.8465322183964584,0.8258157389635317,0.8360456643186787,2084,0.9219593192195932,0.9024786672084518,0.9121149897330596,2461
XGBoost,symmetric,0.3,4,278885,69721,29.930257991645306,46.34832000732422,0.9215300985355919,0.8481964671097719,0.9212205750305992,0.935547663249657,0.9119197482297403,0.9235826128531017,25420,0.9249498135933467,0.948729262266149,0.9366886417099876,33996,0.8964097873313515,0.9135399673735726,0.9048938134810711,4291,0.6528497409326425,0.7636363636363637,0.7039106145251397,330,0.8095744680851064,0.6681299385425812,0.7320827320827321,1139,0.8457368161655988,0.8234165067178503,0.8344274252370533,2084,0.9240938166311301,0.8805363673303536,0.9017894298793175,2461
XGBoost,symmetric,0.4,0,278884,69722,40.13138078914531,46.28583598136902,0.9043343564441639,0.8057826405078286,0.9043693491162201,0.9260725803159571,0.892411785531647,0.9089306462598662,25421,0.9142561686726223,0.9362277915048829,0.9251115406414858,33996,0.8696047251249432,0.892099743649499,0.8807086161279191,4291,0.5333333333333333,0.7515151515151515,0.6238993710691824,330,0.6739543726235742,0.6224758560140474,0.6471930625285258,1139,0.7818008575512149,0.7874280230326296,0.7846043509442984,2084,0.8822055137844611,0.8581877285656238,0.8700308959835221,2461
XGBoost,symmetric,0.4,1,278885,69721,39.942628682073256,47.105002880096436,0.904060469585921,0.8076602686909914,0.9041845083261598,0.9232710546668295,0.8922544353093899,0.9074977994718733,25421,0.9149402103443308,0.934021649605836,0.9243824689596949,33996,0.874914089347079,0.8902097902097902,0.8824956672443675,4290,0.5237068965517241,0.7386018237082067,0.6128625472887768,329,0.6765799256505576,0.6391571553994733,0.6573363431151241,1139,0.7849411764705883,0.800383877159309,0.7925873129009265,2084,0.8842496899545267,0.8688058489033307,0.876459741856177,2462
XGBoost,symmetric,0.4,2,278885,69721,40.06776986930097,47.03842115402222,0.9041895555141206,0.811250940238956,0.9040686890366175,0.9221038073543768,0.891743047087054,0.9066693330666933,25421,0.9129923405720187,0.9361689610542416,0.9244354077409048,33996,0.8792426691295313,0.8876456876456876,0.8834241967289178,4290,0.5446428571428571,0.7393939393939394,0.6272493573264781,330,0.7330595482546202,0.6268656716417911,0.6758163748225272,1139,0.7821176470588236,0.7975047984644914,0.789736279401283,2084,0.8825,0.8606257618854124,0.8714256325858877,2461
XGBoost,symmetric,0.4,3,278885,69721,40.01111569284831,47.084004402160645,0.9048636709169404,0.807522566687165,0.904763128986216,0.9264032073310424,0.8907989457535109,0.9082522811591297,25421,0.914429001289583,0.9386104247558537,0.9263619340697624,33996,0.8623646209386282,0.8909090909090909,0.8764044943820225,4290,0.5324384787472036,0.7212121212121212,0.6126126126126126,330,0.7445482866043613,0.6294995610184372,0.6822074215033301,1139,0.7689035916824196,0.7807101727447217,0.7747619047619048,2084,0.8787128712871287,0.8655018285249898,0.872057318321392,2461
XGBoost,symmetric,0.4,4,278885,69721,39.85513742223497,47.310330390930176,0.9012062362846202,0.8031906341266731,0.901290536297318,0.9211950991167013,0.8902832415420928,0.9054754236101387,25420,0.9118036372007366,0.9320802447346747,0.921830453249549,33996,0.8705019482007793,0.8851083663481706,0.8777443956551884,4291,0.5061728395061729,0.7454545454545455,0.6029411764705882,330,0.7147147147147147,0.6268656716417911,0.6679139382600561,1139,0.7650298301973383,0.7999040307101728,0.7820783485808116,2084,0.88,0.8492482730597318,0.8643507030603805,2461
XGBoost,asymmetric,0.0,0,278884,69722,0.0,33.60640740394592,0.9620636241071685,0.9359856805469464,0.96198717419287,0.9673363835289437,0.956453325990323,0.9618640715246459,25421,0.9619105726488277,0.9738792799152841,0.9678579258934444,33996,0.9505633478960681,0.9634117921230483,0.9569444444444445,4291,0.9134615384615384,0.8636363636363636,0.8878504672897196,330,0.9136150234741784,0.8542581211589113,0.882940108892922,1139,0.9392156862745098,0.9193857965451055,0.9291949563530553,2084,0.9771024146544546,0.9536773669240146,0.9652477894303928,2461
XGBoost,asymmetric,0.0,1,278885,69721,0.0,34.85359525680542,0.9628519384403551,0.9371227919982108,0.962782834613129,0.968818620992534,0.9545651233232367,0.9616390584132519,25421,0.9622745621932448,0.9746440757736204,0.9684198220052902,33996,0.9585071859063514,0.9638694638694638,0.9611808461180846,4290,0.8977635782747604,0.8541033434650456,0.8753894080996885,329,0.9194756554307116,0.8621597892888498,0.889895786135025,1139,0.9355149181905679,0.9328214971209213,0.9341662662181643,2084,0.9679902755267423,0.970349309504468,0.9691683569979715,2462
