model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
XGBoost,symmetric,0.9362350137468806,0.8070814100503227,0.12915360369655782,-0.3114378243195042,13.79499824298129
XGBoost,asymmetric,0.9362350137468806,0.6076916672024304,0.32854334654445017,-0.8125213990668556,35.09197388694061
