domain,model,ensemble,noise_type,noise_level,fold,train_size,actual_noise_pct,f1_macro,accuracy,source_file,source_path,who
Image,Stacking_Image,Stacking,symmetric,0.2,3.0,12960.0,19.945987654320987,0.92255278846129,0.925925925925926,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.2,4.0,12960.0,19.33641975308642,0.9273719421927468,0.9299382716049382,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.3,0.0,12960.0,30.10030864197531,0.9239109029234074,0.9265432098765432,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.3,1.0,12960.0,29.39043209876544,0.9180162363289336,0.9212962962962964,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.3,2.0,12960.0,29.791666666666668,0.9289276339992488,0.9311728395061728,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.3,3.0,12960.0,29.28240740740741,0.9136777544829988,0.9175925925925926,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.3,4.0,12960.0,30.27777777777777,0.9232038685622138,0.925925925925926,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.4,0.0,12960.0,39.513888888888886,0.9150486668396228,0.9185185185185184,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.4,1.0,12960.0,40.08487654320987,0.9116193972652368,0.9151234567901234,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.4,2.0,12960.0,39.41358024691358,0.9166229724814654,0.9197530864197532,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.4,3.0,12960.0,39.96141975308642,0.9113556870487948,0.9157407407407409,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,symmetric,0.4,4.0,12960.0,40.223765432098766,0.9158515094006796,0.9191358024691358,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.0,0.0,12960.0,0.0,0.9340640027723058,0.9367283950617284,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.0,1.0,12960.0,0.0,0.9372081352266544,0.9398148148148148,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.0,2.0,12960.0,0.0,0.9407810616235692,0.9425925925925924,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.0,3.0,12960.0,0.0,0.9279165872985148,0.9314814814814816,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.0,4.0,12960.0,0.0,0.9362103693084224,0.9382716049382716,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.1,0.0,12960.0,10.339506172839506,0.932836557125073,0.9358024691358025,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.1,1.0,12960.0,10.501543209876544,0.922698127909609,0.925925925925926,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.1,2.0,12960.0,10.123456790123456,0.9329761890333268,0.9351851851851852,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.1,3.0,12960.0,9.62962962962963,0.9207357661577336,0.9246913580246914,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.1,4.0,12960.0,10.15432098765432,0.9278743707014612,0.9308641975308642,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.2,0.0,12960.0,20.66358024691358,0.9063462623819148,0.9089506172839508,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.2,1.0,12960.0,20.2391975308642,0.8961101867470767,0.8996913580246914,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.2,2.0,12960.0,19.405864197530864,0.913171157464174,0.9157407407407409,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.2,3.0,12960.0,19.945987654320987,0.8892116973434139,0.8932098765432098,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.2,4.0,12960.0,19.33641975308642,0.8993331235977209,0.9027777777777778,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.3,0.0,12960.0,30.10030864197531,0.8655856607180494,0.8688271604938271,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.3,1.0,12960.0,29.39043209876544,0.8564476159579938,0.8608024691358025,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.3,2.0,12960.0,29.791666666666668,0.8659998748189863,0.870679012345679,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.3,3.0,12960.0,29.28240740740741,0.8577462647075084,0.8626543209876543,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.3,4.0,12960.0,30.27777777777777,0.8516833271510762,0.8567901234567902,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.4,0.0,12960.0,39.513888888888886,0.7937023108096417,0.7987654320987654,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.4,1.0,12960.0,40.08487654320987,0.7726811294255689,0.7796296296296297,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.4,2.0,12960.0,39.41358024691358,0.7799044192973259,0.7854938271604939,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.4,3.0,12960.0,39.96141975308642,0.7604531699816357,0.7694444444444445,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Image,Stacking_Image,Stacking,asymmetric,0.4,4.0,12960.0,40.223765432098766,0.7762069995781811,0.7842592592592592,master_all_results.csv,/kaggle/input/datasets/rabianaz22/05-aggregation-output-3rd-paper/aggregated_results,Stacking_Image/Stacking
Tabular,RF,RF,pairflip,0.4,0.0,278884.0,24.744696719783136,0.7338665393737024,0.7901092911849918,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Tabular,RF,RF,pairflip,0.4,1.0,278885.0,24.60942682467684,0.7259500078792096,0.7904648527703274,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Tabular,RF,RF,pairflip,0.4,2.0,278885.0,24.625921078580777,0.736067636064425,0.7933334289525394,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Tabular,RF,RF,pairflip,0.4,3.0,278885.0,24.540581243164745,0.7356899534522007,0.7942513733308473,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Tabular,RF,RF,pairflip,0.4,4.0,278885.0,24.41795005109633,0.7351747549001424,0.7933621147143616,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Tabular,XGBoost,XGBoost,pairflip,0.4,0.0,278884.0,24.744696719783136,0.7488952896708813,0.8201571957201457,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,1.0,278885.0,24.60942682467684,0.7451339945925497,0.8231809641284549,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,2.0,278885.0,24.625921078580777,0.749208804941366,0.8228223921056783,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,3.0,278885.0,24.540581243164745,0.7532891716705288,0.8262933692861548,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,4.0,278885.0,24.41795005109633,0.7511707186614405,0.8242710230776954,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Tabular,Voting,Voting,pairflip,0.4,0.0,278884.0,24.744696719783136,0.7498905136366819,0.8067754797624853,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,1.0,278885.0,24.60942682467684,0.7464646312390769,0.8089097976219504,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,2.0,278885.0,24.625921078580777,0.7522393632516006,0.8110468868776982,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,3.0,278885.0,24.540581243164745,0.7526914423629408,0.8120939171842056,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,4.0,278885.0,24.41795005109633,0.7524751357042835,0.8106452862121886,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Tabular,Stacking,Stacking,pairflip,0.4,0.0,80000.0,24.610000000000003,0.8042644678818033,0.87955,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,1.0,80000.0,24.45625,0.7952574818811279,0.8785,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,2.0,80000.0,24.77,0.8055463730542042,0.88045,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,3.0,80000.0,24.54,0.8159403143469067,0.88665,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,4.0,80000.0,24.52875,0.8256425435445209,0.8891,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Image,RF,RF,pairflip,0.4,0.0,12960.0,22.554012345679013,0.8627779337675567,0.8722222222222222,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Image,RF,RF,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8508572232180611,0.8598765432098765,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Image,RF,RF,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8557647414120032,0.8632716049382716,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Image,RF,RF,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8348835228166103,0.8469135802469135,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Image,RF,RF,pairflip,0.4,4.0,12960.0,23.109567901234566,0.8411319285392149,0.8493827160493828,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,RF/RF
Image,XGBoost,XGBoost,pairflip,0.4,0.0,12960.0,22.554012345679013,0.8187597586798621,0.8287037037037037,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8121147806983459,0.8225308641975309,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8144047484427908,0.8240740740740741,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8107709340360808,0.8222222222222222,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,4.0,12960.0,23.109567901234566,0.809787502435643,0.8194444444444444,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,XGBoost/XGBoost
Image,Voting,Voting,pairflip,0.4,0.0,12960.0,22.554012345679013,0.849386128448946,0.8577160493827161,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Image,Voting,Voting,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8375318331501423,0.8475308641975309,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Image,Voting,Voting,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8435549405031209,0.8521604938271605,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Image,Voting,Voting,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8315407193946326,0.8425925925925926,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Image,Voting,Voting,pairflip,0.4,4.0,12960.0,23.109567901234566,0.8302922049149348,0.8395061728395061,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Voting/Voting
Image,Stacking,Stacking,pairflip,0.4,0.0,12960.0,22.554012345679013,0.900699753360942,0.9052469135802468,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8856715801473583,0.8925925925925926,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8941041821213862,0.9,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8766644207734025,0.8858024691358025,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,4.0,12960.0,23.109567901234566,0.8876248864905232,0.8941358024691358,pairflip_intermediate.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results/checkpoints,Stacking/Stacking
Tabular,RF,RF,pairflip,0.4,0.0,278884.0,24.744696719783136,0.7338665393737024,0.7901092911849918,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Tabular,RF,RF,pairflip,0.4,1.0,278885.0,24.60942682467684,0.7259500078792096,0.7904648527703274,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Tabular,RF,RF,pairflip,0.4,2.0,278885.0,24.625921078580777,0.736067636064425,0.7933334289525394,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Tabular,RF,RF,pairflip,0.4,3.0,278885.0,24.540581243164745,0.7356899534522007,0.7942513733308473,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Tabular,RF,RF,pairflip,0.4,4.0,278885.0,24.41795005109633,0.7351747549001424,0.7933621147143616,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Tabular,XGBoost,XGBoost,pairflip,0.4,0.0,278884.0,24.744696719783136,0.7488952896708813,0.8201571957201457,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,1.0,278885.0,24.60942682467684,0.7451339945925497,0.8231809641284549,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,2.0,278885.0,24.625921078580777,0.749208804941366,0.8228223921056783,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,3.0,278885.0,24.540581243164745,0.7532891716705288,0.8262933692861548,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Tabular,XGBoost,XGBoost,pairflip,0.4,4.0,278885.0,24.41795005109633,0.7511707186614405,0.8242710230776954,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Tabular,Voting,Voting,pairflip,0.4,0.0,278884.0,24.744696719783136,0.7498905136366819,0.8067754797624853,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,1.0,278885.0,24.60942682467684,0.7464646312390769,0.8089097976219504,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,2.0,278885.0,24.625921078580777,0.7522393632516006,0.8110468868776982,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,3.0,278885.0,24.540581243164745,0.7526914423629408,0.8120939171842056,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Tabular,Voting,Voting,pairflip,0.4,4.0,278885.0,24.41795005109633,0.7524751357042835,0.8106452862121886,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Tabular,Stacking,Stacking,pairflip,0.4,0.0,80000.0,24.610000000000003,0.8042644678818033,0.87955,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,1.0,80000.0,24.45625,0.7952574818811279,0.8785,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,2.0,80000.0,24.77,0.8055463730542042,0.88045,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,3.0,80000.0,24.54,0.8159403143469067,0.88665,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Tabular,Stacking,Stacking,pairflip,0.4,4.0,80000.0,24.52875,0.8256425435445209,0.8891,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Image,RF,RF,pairflip,0.4,0.0,12960.0,22.554012345679013,0.8627779337675567,0.8722222222222222,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Image,RF,RF,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8508572232180611,0.8598765432098765,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Image,RF,RF,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8557647414120032,0.8632716049382716,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Image,RF,RF,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8348835228166103,0.8469135802469135,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Image,RF,RF,pairflip,0.4,4.0,12960.0,23.109567901234566,0.8411319285392149,0.8493827160493828,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,RF/RF
Image,XGBoost,XGBoost,pairflip,0.4,0.0,12960.0,22.554012345679013,0.8187597586798621,0.8287037037037037,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8121147806983459,0.8225308641975309,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8144047484427908,0.8240740740740741,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8107709340360808,0.8222222222222222,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Image,XGBoost,XGBoost,pairflip,0.4,4.0,12960.0,23.109567901234566,0.809787502435643,0.8194444444444444,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,XGBoost/XGBoost
Image,Voting,Voting,pairflip,0.4,0.0,12960.0,22.554012345679013,0.849386128448946,0.8577160493827161,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Image,Voting,Voting,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8375318331501423,0.8475308641975309,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Image,Voting,Voting,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8435549405031209,0.8521604938271605,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Image,Voting,Voting,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8315407193946326,0.8425925925925926,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Image,Voting,Voting,pairflip,0.4,4.0,12960.0,23.109567901234566,0.8302922049149348,0.8395061728395061,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Voting/Voting
Image,Stacking,Stacking,pairflip,0.4,0.0,12960.0,22.554012345679013,0.900699753360942,0.9052469135802468,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,1.0,12960.0,22.939814814814817,0.8856715801473583,0.8925925925925926,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,2.0,12960.0,22.854938271604937,0.8941041821213862,0.9,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
Image,Stacking,Stacking,pairflip,0.4,3.0,12960.0,22.924382716049383,0.8766644207734025,0.8858024691358025,pairflip_results_full.csv,/kaggle/input/datasets/rabianaz22/05-output-3rd-paper/pairflip_results,Stacking/Stacking
