domain,model,ensemble,noise_type,noise_level,fold,train_size,actual_noise_pct,f1_macro,accuracy,source_file,source_path,who
UNKNOWN,Voting,,symmetric,0.3,3.0,278885.0,30.011294978216828,0.836071915051755,0.9193643235180218,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.3,4.0,278885.0,29.930257991645306,0.8267577393222127,0.9166678619067424,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.4,0.0,278884.0,40.13138078914531,0.758460822019246,0.8903932761538682,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.4,1.0,278885.0,39.942628682073256,0.76188476033463,0.8919981067397197,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.4,2.0,278885.0,40.06776986930097,0.7639918774103757,0.8916251918360322,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.4,3.0,278885.0,40.01111569284831,0.7629975208073974,0.8922562785961188,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.4,4.0,278885.0,39.85513742223497,0.7575663428114029,0.8896315313893949,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.0,0.0,278884.0,0.0,0.9298958527604542,0.9562835260032702,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.0,1.0,278885.0,0.0,0.9337140642133948,0.9583626167151934,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.0,2.0,278885.0,0.0,0.9355178092799752,0.956584099482222,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.0,3.0,278885.0,0.0,0.935946711882502,0.957057414552287,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.0,4.0,278885.0,0.0,0.92990507350469,0.9549776968201832,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.1,0.0,278884.0,10.010255159851408,0.9052024473216996,0.942428501764149,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.1,1.0,278885.0,10.013804973376123,0.9097799286188586,0.9450380803488188,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.1,2.0,278885.0,10.05181347150259,0.9110729380855992,0.9430444199021816,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.1,3.0,278885.0,10.024562095487386,0.9115162708963876,0.9447942513733308,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.1,4.0,278885.0,9.96503935313839,0.9092316824633428,0.942642819236672,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.2,0.0,278884.0,20.01082887508785,0.8447702760424726,0.9154642723960872,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.2,1.0,278885.0,20.00501999031859,0.8529996045200766,0.919421695041666,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.2,2.0,278885.0,19.986015741255358,0.8532739167403053,0.9166248332640096,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.2,3.0,278885.0,19.96199150187353,0.8511925792717371,0.9176718635705168,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.2,4.0,278885.0,20.058805600874912,0.8434173113800092,0.9145164297700836,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.3,0.0,278884.0,30.056224093171352,0.7373840220861388,0.8505923524855856,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.3,1.0,278885.0,30.04105634939133,0.7472795619296823,0.8542906728245435,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.3,2.0,278885.0,29.96503935313839,0.7448735892741413,0.8525121555915721,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.3,3.0,278885.0,30.011294978216828,0.7432063635641618,0.852497812710661,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.3,4.0,278885.0,29.930257991645306,0.7406110338152901,0.8516659256178196,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.4,0.0,278884.0,40.13138078914531,0.6030485683316396,0.7132612374860159,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.4,1.0,278885.0,39.942628682073256,0.6018775354567515,0.7149495847735976,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.4,2.0,278885.0,40.06776986930097,0.6011178181920956,0.7189942771905165,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.4,3.0,278885.0,40.01111569284831,0.605612383940063,0.7170149596247902,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,asymmetric,0.4,4.0,278885.0,39.85513742223497,0.6100934301801393,0.7156380430573285,voting_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results/checkpoints,Voting
UNKNOWN,Voting,,symmetric,0.0,0.0,278884.0,0.0,0.9298958527604542,0.9562835260032702,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.0,1.0,278885.0,0.0,0.9337140642133948,0.9583626167151934,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.0,2.0,278885.0,0.0,0.9355178092799752,0.956584099482222,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.0,3.0,278885.0,0.0,0.935946711882502,0.957057414552287,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.0,4.0,278885.0,0.0,0.92990507350469,0.9549776968201832,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.1,0.0,278884.0,10.010255159851408,0.9038893703975102,0.9443217348899916,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.1,1.0,278885.0,10.013804973376123,0.9123093288145732,0.946787911819968,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.1,2.0,278885.0,10.05181347150259,0.910957956697374,0.9437615639477346,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.1,3.0,278885.0,10.024562095487386,0.9131420606064008,0.9461137964171484,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.1,4.0,278885.0,9.96503935313839,0.9062293473183284,0.9431161343067368,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.2,0.0,278884.0,20.01082887508785,0.8745212413819269,0.933478672441984,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.2,1.0,278885.0,20.00501999031859,0.8812106707479032,0.9356865219948078,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.2,2.0,278885.0,19.986015741255358,0.8824706139437998,0.9330044032644396,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.2,3.0,278885.0,19.96199150187353,0.8825766335009748,0.9339223476427476,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.2,4.0,278885.0,20.058805600874912,0.8749153025030678,0.9322442305761536,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.3,0.0,278884.0,30.056224093171352,0.830199525772778,0.9179455552049568,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.3,1.0,278885.0,30.04105634939133,0.8262956948307586,0.9195794667316878,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.3,2.0,278885.0,29.96503935313839,0.8354123605007875,0.9175714634041392,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.3,3.0,278885.0,30.011294978216828,0.836071915051755,0.9193643235180218,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.3,4.0,278885.0,29.930257991645306,0.8267577393222127,0.9166678619067424,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.4,0.0,278884.0,40.13138078914531,0.758460822019246,0.8903932761538682,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.4,1.0,278885.0,39.942628682073256,0.76188476033463,0.8919981067397197,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.4,2.0,278885.0,40.06776986930097,0.7639918774103757,0.8916251918360322,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.4,3.0,278885.0,40.01111569284831,0.7629975208073974,0.8922562785961188,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,symmetric,0.4,4.0,278885.0,39.85513742223497,0.7575663428114029,0.8896315313893949,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.0,0.0,278884.0,0.0,0.9298958527604542,0.9562835260032702,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.0,1.0,278885.0,0.0,0.9337140642133948,0.9583626167151934,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.0,2.0,278885.0,0.0,0.9355178092799752,0.956584099482222,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.0,3.0,278885.0,0.0,0.935946711882502,0.957057414552287,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.0,4.0,278885.0,0.0,0.92990507350469,0.9549776968201832,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.1,0.0,278884.0,10.010255159851408,0.9052024473216996,0.942428501764149,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.1,1.0,278885.0,10.013804973376123,0.9097799286188586,0.9450380803488188,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.1,2.0,278885.0,10.05181347150259,0.9110729380855992,0.9430444199021816,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.1,3.0,278885.0,10.024562095487386,0.9115162708963876,0.9447942513733308,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.1,4.0,278885.0,9.96503935313839,0.9092316824633428,0.942642819236672,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.2,0.0,278884.0,20.01082887508785,0.8447702760424726,0.9154642723960872,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.2,1.0,278885.0,20.00501999031859,0.8529996045200766,0.919421695041666,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.2,2.0,278885.0,19.986015741255358,0.8532739167403053,0.9166248332640096,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.2,3.0,278885.0,19.96199150187353,0.8511925792717371,0.9176718635705168,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.2,4.0,278885.0,20.058805600874912,0.8434173113800092,0.9145164297700836,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.3,0.0,278884.0,30.056224093171352,0.7373840220861388,0.8505923524855856,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.3,1.0,278885.0,30.04105634939133,0.7472795619296823,0.8542906728245435,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.3,2.0,278885.0,29.96503935313839,0.7448735892741413,0.8525121555915721,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.3,3.0,278885.0,30.011294978216828,0.7432063635641618,0.852497812710661,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.3,4.0,278885.0,29.930257991645306,0.7406110338152901,0.8516659256178196,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.4,0.0,278884.0,40.13138078914531,0.6030485683316396,0.7132612374860159,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.4,1.0,278885.0,39.942628682073256,0.6018775354567515,0.7149495847735976,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.4,2.0,278885.0,40.06776986930097,0.6011178181920956,0.7189942771905165,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.4,3.0,278885.0,40.01111569284831,0.605612383940063,0.7170149596247902,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,asymmetric,0.4,4.0,278885.0,39.85513742223497,0.6100934301801393,0.7156380430573285,voting_results_full.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Voting,,,,,,,0.9379075280338072,0.9617135530063768,voting_test_results.csv,/kaggle/input/datasets/rabianaz22/3d-tabular-voting-3rd-paper/voting_results,Voting
UNKNOWN,Stacking,,symmetric,0.0,0.0,80000.0,0.0,0.8883991441620723,0.92555,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.0,1.0,80000.0,0.0,0.8889650753418392,0.92845,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.0,2.0,80000.0,0.0,0.8835323747350419,0.9261,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.0,3.0,80000.0,0.0,0.8875133811503207,0.92635,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.0,4.0,80000.0,0.0,0.8988543711610585,0.92925,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.1,0.0,80000.0,10.13875,0.8615318965249305,0.912,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.1,1.0,80000.0,9.93625,0.8550878582159865,0.91455,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.1,2.0,80000.0,10.19375,0.8501084729339075,0.9107,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.1,3.0,80000.0,10.08375,0.8545722155572972,0.911,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.1,4.0,80000.0,10.10875,0.8586943813745024,0.91325,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.2,0.0,80000.0,19.885,0.8234866241022419,0.8979,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.2,1.0,80000.0,20.07125,0.8329570234674998,0.90085,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.2,2.0,80000.0,19.92625,0.822826110883825,0.8966,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.2,3.0,80000.0,20.09,0.8325428013451649,0.8987,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.2,4.0,80000.0,20.01875,0.830562320186678,0.90025,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.3,0.0,80000.0,29.898750000000003,0.7873828614822898,0.8815,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.3,1.0,80000.0,30.05625,0.7834927724859736,0.8814,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.3,2.0,80000.0,30.03125,0.7797788055219572,0.8811,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.3,3.0,80000.0,29.98375,0.7661683563000995,0.8791,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.3,4.0,80000.0,30.051250000000003,0.7853175444201447,0.8815,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.4,0.0,80000.0,40.0825,0.6836463224983075,0.86005,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.4,1.0,80000.0,39.9325,0.6967336241904357,0.86125,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.4,2.0,80000.0,40.21125,0.665835763966763,0.8571,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.4,3.0,80000.0,40.08875,0.6767351142402102,0.86095,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,symmetric,0.4,4.0,80000.0,39.975,0.6649316449560688,0.8598,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.0,0.0,80000.0,0.0,0.8883991441620723,0.92555,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.0,1.0,80000.0,0.0,0.8889650753418392,0.92845,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.0,2.0,80000.0,0.0,0.8835323747350419,0.9261,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.0,3.0,80000.0,0.0,0.8875133811503207,0.92635,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.0,4.0,80000.0,0.0,0.8988543711610585,0.92925,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.1,0.0,80000.0,10.13875,0.8593311536486181,0.90485,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.1,1.0,80000.0,9.93625,0.854423677405908,0.9087,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.1,2.0,80000.0,10.19375,0.8555510732056618,0.9041,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.1,3.0,80000.0,10.08375,0.8556929647565477,0.90545,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.1,4.0,80000.0,10.10875,0.8669738829748617,0.90925,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.2,0.0,80000.0,19.885,0.8232927908391189,0.88055,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
UNKNOWN,Stacking,,asymmetric,0.2,1.0,80000.0,20.07125,0.8276320939658569,0.88125,stacking_results_intermediate.csv,/kaggle/input/datasets/rabianaz22/3e-tabular-stacking-3rd-paper/stacking_results/checkpoints,Stacking
