dataset,condition,fold,actual_noise_pct,n_train,n_flagged,flag_rate_pct,flag_precision,flag_recall,f1_CL_XGB,acc_CL_XGB,seconds
har,clean_0,1,0.0,4943,0,0.0,,,0.9911590653346884,0.9911003236245954,59.1
har,clean_0,2,0.0,4943,0,0.0,,,0.9860821988928752,0.9862459546925566,57.5
har,clean_0,3,0.0,4943,0,0.0,,,0.987216310701822,0.9870550161812298,57.7
har,clean_0,4,0.0,4944,0,0.0,,,0.9878479309172968,0.9878542510121456,57.5
har,pairflip_40,0,25.93566659923124,4943,1383,27.98,0.6515,0.7028,0.9092136352779632,0.912621359223301,62.8
har,pairflip_40,1,26.05705037426664,4943,1410,28.53,0.6447,0.7057,0.9005667309057447,0.9045307443365695,62.6
har,pairflip_40,2,25.571515274125023,4943,1355,27.41,0.6679,0.716,0.8934879051286021,0.8956310679611651,62.3
har,pairflip_40,3,25.97612785757637,4943,1462,29.58,0.645,0.7344,0.9049611483663992,0.906957928802589,62.7
har,pairflip_40,4,25.50566343042071,4944,1405,28.42,0.6384,0.7113,0.8781383337667341,0.8785425101214575,60.1
har,symmetric_10,0,10.378312765527008,4943,503,10.18,0.9642,0.9454,0.978187380292086,0.9781553398058253,59.9
har,symmetric_10,1,10.843617236496057,4943,532,10.76,0.9662,0.959,0.9855697445316532,0.9854368932038836,55.6
har,symmetric_10,2,9.973700182075662,4943,478,9.67,0.9707,0.9412,0.9788116096091426,0.9789644012944984,62.2
har,symmetric_10,3,10.0748533279385,4943,499,10.1,0.9579,0.9598,0.978412552641371,0.9781553398058253,56.2
har,symmetric_10,4,10.436893203883496,4944,507,10.25,0.9625,0.9457,0.9822445158535044,0.9821862348178138,63.2
har,symmetric_20,0,20.675703014363748,4943,1014,20.51,0.9606,0.953,0.9790272911774528,0.9781553398058253,53.1
har,symmetric_20,1,19.643940926562816,4943,971,19.64,0.966,0.966,0.9914384137766092,0.9911003236245954,54.3
har,symmetric_20,2,19.765324701598217,4943,992,20.07,0.9637,0.9785,0.9737206419143708,0.9733009708737864,50.9
har,symmetric_20,3,20.149706655877,4943,996,20.15,0.9618,0.9618,0.978547099386518,0.9789644012944984,50.2
har,symmetric_20,4,19.457928802589,4944,946,19.13,0.9715,0.9553,0.9812929429437558,0.9813765182186236,55.4
har,symmetric_30,0,29.53671859194821,4943,1463,29.6,0.9638,0.9658,0.9691208502833136,0.9684466019417476,52.4
har,symmetric_30,1,29.61764110863848,4943,1474,29.82,0.9586,0.9652,0.9720359707522408,0.97168284789644,50.9
har,symmetric_30,2,29.880639287881856,4943,1491,30.16,0.9618,0.9709,0.9665743297259176,0.9668284789644012,51.9
har,symmetric_30,3,29.21302852518713,4943,1471,29.76,0.9613,0.9792,0.9648382155170498,0.9652103559870552,46.6
har,symmetric_30,4,30.6836569579288,4944,1539,31.13,0.9591,0.973,0.9721153416138604,0.9724696356275304,50.6
har,symmetric_40,0,39.3081124822982,4943,1945,39.35,0.962,0.9629,0.9634973363633644,0.9635922330097088,52.1
har,symmetric_40,1,40.38033582844427,4943,1984,40.14,0.9632,0.9574,0.96974716710689,0.9692556634304208,51.5
har,symmetric_40,2,39.36880436981591,4943,1926,38.96,0.9673,0.9573,0.9645472714895296,0.964401294498382,55.2
har,symmetric_40,3,40.52195023265224,4943,1996,40.38,0.9684,0.9651,0.9659797401394394,0.9660194174757282,53.5
har,symmetric_40,4,39.66423948220065,4944,1931,39.06,0.9679,0.9531,0.9649605069811168,0.9651821862348178,57.9
isolet,asymmetric_10,0,10.45175086875167,3741,437,11.68,0.8398,0.9386,0.9285066373578416,0.9284188034188036,230.8
isolet,asymmetric_10,1,10.478481689387865,3741,425,11.36,0.8776,0.9515,0.942660056375636,0.9423076923076924,239.4
isolet,asymmetric_10,2,9.807589524318546,3742,399,10.66,0.8421,0.9155,0.9388410804754556,0.9390374331550804,243.1
isolet,asymmetric_10,3,9.941207910208446,3742,417,11.14,0.8273,0.9274,0.9496807103550302,0.9497326203208556,241.2
isolet,asymmetric_10,4,10.983431320149654,3742,431,11.52,0.8561,0.8978,0.9335241317905342,0.9336898395721924,242.4
isolet,asymmetric_20,0,20.50253942796044,3741,825,22.05,0.8727,0.9387,0.9301385645666608,0.9305555555555556,222.2
isolet,asymmetric_20,1,19.67388398823844,3741,770,20.58,0.8779,0.9185,0.9348084471112584,0.9348290598290598,228.3
isolet,asymmetric_20,2,19.454836985569216,3742,790,21.11,0.8709,0.9451,0.9322161541829336,0.932620320855615,220.3
isolet,asymmetric_20,3,20.60395510422234,3742,836,22.34,0.8684,0.9416,0.9475268228048196,0.9475935828877006,218.2
isolet,asymmetric_20,4,19.401389631213256,3742,752,20.1,0.8883,0.9201,0.9324925737611508,0.932620320855615,236.7
isolet,asymmetric_30,0,29.27024859663192,3741,1175,31.41,0.8298,0.8904,0.9067044839369178,0.907051282051282,221.9
isolet,asymmetric_30,1,29.27024859663192,3741,1156,30.9,0.8339,0.8804,0.920734224767054,0.9209401709401708,227.0
isolet,asymmetric_30,2,29.98396579369321,3742,1192,31.85,0.8331,0.885,0.9185941550491056,0.9197860962566844,220.1
isolet,asymmetric_30,3,29.2089791555318,3742,1154,30.84,0.8267,0.8728,0.9206574949879764,0.920855614973262,232.7
isolet,asymmetric_30,4,30.94601817210048,3742,1180,31.53,0.8297,0.8454,0.9030725951976536,0.9037433155080212,234.4
isolet,asymmetric_40,0,38.75968992248063,3741,1589,42.48,0.6715,0.7359,0.8000083800454555,0.8034188034188035,233.4
isolet,asymmetric_40,1,40.68430900828656,3741,1632,43.62,0.663,0.7109,0.7909730730568559,0.8002136752136753,229.5
isolet,asymmetric_40,2,39.3372528059861,3742,1581,42.25,0.6781,0.7283,0.8001686008091627,0.8085561497326204,236.0
isolet,asymmetric_40,3,40.88722608230893,3742,1652,44.15,0.6489,0.7007,0.7690898819983237,0.7818181818181819,226.4
isolet,asymmetric_40,4,39.57776590058792,3742,1557,41.61,0.6737,0.7083,0.8079820471932865,0.8096256684491978,255.5
isolet,clean_0,0,0.0,3741,19,0.51,0.0,,0.9339765391242772,0.9337606837606838,241.7
isolet,clean_0,1,0.0,3741,21,0.56,0.0,,0.9405046113371742,0.9401709401709402,236.0
isolet,clean_0,2,0.0,3742,22,0.59,0.0,,0.9375123916710878,0.9379679144385028,249.9
isolet,clean_0,3,0.0,3742,29,0.77,0.0,,0.9634909397276862,0.9636363636363636,242.6
isolet,clean_0,4,0.0,3742,24,0.64,0.0,,0.9484397703353424,0.948663101604278,244.5
isolet,pairflip_40,0,9.195402298850574,3741,421,11.25,0.5463,0.6686,0.8794283109962803,0.8824786324786325,222.8
isolet,pairflip_40,1,9.783480352846832,3741,428,11.44,0.5234,0.612,0.8921355998754797,0.8942307692307693,235.6
isolet,pairflip_40,2,8.73864243719936,3742,389,10.4,0.545,0.6483,0.8899314910655953,0.895187165775401,233.2
isolet,pairflip_40,3,9.299839657936932,3742,400,10.69,0.53,0.6092,0.8810009915635704,0.8855614973262033,243.6
isolet,pairflip_40,4,8.818813468733298,3742,399,10.66,0.5489,0.6636,0.893395416057938,0.895187165775401,228.0
isolet,symmetric_10,0,10.45175086875167,3741,389,10.4,0.8792,0.8747,0.926344048481777,0.9262820512820512,253.3
isolet,symmetric_10,1,10.478481689387865,3741,374,10.0,0.8877,0.8469,0.9363268736109516,0.935897435897436,267.7
isolet,symmetric_10,2,9.807589524318546,3742,355,9.49,0.8676,0.8392,0.9388580413061938,0.9390374331550804,266.4
isolet,symmetric_10,3,9.941207910208446,3742,365,9.75,0.8274,0.8118,0.9646012977503468,0.9647058823529412,272.5
isolet,symmetric_10,4,10.983431320149654,3742,393,10.5,0.8677,0.8297,0.9345019870943514,0.93475935828877,263.2
isolet,symmetric_20,0,20.50253942796044,3741,732,19.57,0.9208,0.8787,0.9271949592476074,0.9273504273504274,257.0
isolet,symmetric_20,1,19.67388398823844,3741,705,18.85,0.8979,0.8601,0.928755930185064,0.9284188034188036,256.2
isolet,symmetric_20,2,19.454836985569216,3742,720,19.24,0.8986,0.8887,0.9307661200003774,0.9315508021390374,249.9
isolet,symmetric_20,3,20.60395510422234,3742,750,20.04,0.8893,0.8651,0.9495236835389356,0.9497326203208556,255.5
isolet,symmetric_20,4,19.401389631213256,3742,710,18.97,0.9113,0.8912,0.9347123177770376,0.93475935828877,240.1
isolet,symmetric_30,0,29.27024859663192,3741,1043,27.88,0.9338,0.8895,0.9111790144517956,0.9113247863247864,255.4
isolet,symmetric_30,1,29.27024859663192,3741,1049,28.04,0.9295,0.8904,0.9260809600557868,0.9262820512820512,243.0
isolet,symmetric_30,2,29.98396579369321,3742,1090,29.13,0.9248,0.8984,0.9312389358595932,0.9315508021390374,241.0
isolet,symmetric_30,3,29.2089791555318,3742,1048,28.01,0.9189,0.8811,0.9496363222466808,0.9497326203208556,252.3
isolet,symmetric_30,4,30.94601817210048,3742,1074,28.7,0.9507,0.8817,0.9311501809159302,0.9315508021390374,249.6
isolet,symmetric_40,0,38.75968992248063,3741,1404,37.53,0.9466,0.9166,0.9056968216503865,0.905982905982906,230.9
isolet,symmetric_40,1,40.68430900828656,3741,1466,39.19,0.9366,0.9021,0.9217587732144314,0.9220085470085472,249.3
isolet,symmetric_40,2,39.3372528059861,3742,1404,37.52,0.9473,0.9035,0.9233503737840189,0.9240641711229948,243.0
isolet,symmetric_40,3,40.88722608230893,3742,1488,39.76,0.9388,0.9131,0.9463860120128184,0.946524064171123,236.4
isolet,symmetric_40,4,39.57776590058792,3742,1430,38.21,0.9566,0.9237,0.920644414246471,0.920855614973262,225.2
fmnist,asymmetric_10,0,10.291666666666668,28800,4252,14.76,0.6632,0.9514,0.8896173591160619,0.8902777777777777,310.5
fmnist,asymmetric_10,1,10.142361111111112,28800,4301,14.93,0.6545,0.9637,0.8822980406007913,0.8830555555555556,328.1
fmnist,asymmetric_10,2,10.03125,28800,4137,14.36,0.6626,0.9488,0.8807190308263608,0.8819444444444444,332.7
fmnist,asymmetric_10,3,9.78125,28800,4068,14.12,0.65,0.9386,0.8787651586988179,0.8790277777777777,325.8
fmnist,asymmetric_10,4,10.322916666666666,28800,4228,14.68,0.6644,0.9448,0.8908801305225431,0.8911111111111111,328.1
fmnist,asymmetric_20,0,20.118055555555557,28800,6996,24.29,0.7893,0.9531,0.8864115211828208,0.8873611111111112,316.4
fmnist,asymmetric_20,1,19.88888888888889,28800,6875,23.87,0.7879,0.9457,0.8773840142323852,0.8784722222222222,337.1
fmnist,asymmetric_20,2,19.49652777777778,28800,6870,23.85,0.7793,0.9535,0.8794479833316231,0.8806944444444444,292.1
fmnist,asymmetric_20,3,20.243055555555557,28800,7052,24.49,0.7947,0.9612,0.8752658589436978,0.8758333333333334,276.3
fmnist,asymmetric_20,4,19.739583333333332,28800,6909,23.99,0.7842,0.953,0.884889815144906,0.8852777777777778,284.6
fmnist,asymmetric_30,0,29.944444444444446,28800,9502,32.99,0.8427,0.9285,0.8817728043976951,0.8825,285.1
fmnist,asymmetric_30,1,29.569444444444443,28800,9459,32.84,0.8403,0.9333,0.8749346033945116,0.8758333333333334,281.8
fmnist,asymmetric_30,2,29.944444444444446,28800,9534,33.1,0.8418,0.9307,0.8695833364070437,0.8713888888888889,289.1
fmnist,asymmetric_30,3,29.812499999999996,28800,9492,32.96,0.8444,0.9335,0.8717497139044689,0.8726388888888889,296.1
fmnist,asymmetric_30,4,30.01388888888889,28800,9540,33.12,0.8409,0.928,0.883557548459275,0.8840277777777777,287.4
fmnist,asymmetric_40,0,39.75694444444444,28800,12234,42.48,0.7699,0.8226,0.8640304641763393,0.8647222222222222,318.8
fmnist,asymmetric_40,1,39.89930555555555,28800,12126,42.1,0.7719,0.8146,0.8533032931391775,0.8538888888888889,315.5
fmnist,asymmetric_40,2,39.916666666666664,28800,12033,41.78,0.7755,0.8118,0.8497210967457247,0.8501388888888889,318.3
fmnist,asymmetric_40,3,39.94444444444444,28800,12299,42.7,0.7624,0.8151,0.8520950101035144,0.8529166666666667,324.0
fmnist,asymmetric_40,4,40.00694444444444,28800,12248,42.53,0.7603,0.8082,0.8574480505404303,0.8581944444444445,369.0
fmnist,clean_0,0,0.0,28800,1281,4.45,0.0,,0.8913335187755939,0.8916666666666667,403.2
fmnist,clean_0,1,0.0,28800,1223,4.25,0.0,,0.8857382321553121,0.88625,395.1
fmnist,clean_0,2,0.0,28800,1247,4.33,0.0,,0.8885394153430244,0.8891666666666667,374.1
fmnist,clean_0,3,0.0,28800,1243,4.32,0.0,,0.8811754135247172,0.88125,374.0
fmnist,clean_0,4,0.0,28800,1256,4.36,0.0,,0.8925526371288133,0.8923611111111112,370.4
fmnist,pairflip_40,0,23.82638888888889,28800,8023,27.86,0.6509,0.761,0.8580583038126509,0.8591666666666666,383.1
fmnist,pairflip_40,1,23.94097222222222,28800,7943,27.58,0.6516,0.7507,0.8500519050429907,0.8516666666666667,288.5
fmnist,pairflip_40,2,23.73611111111111,28800,7849,27.25,0.6672,0.7661,0.8553971933496411,0.8579166666666667,273.3
fmnist,pairflip_40,3,23.8125,28800,7974,27.69,0.6561,0.7629,0.8587997426348973,0.8613888888888889,277.3
fmnist,pairflip_40,4,24.065972222222225,28800,8197,28.46,0.6445,0.7622,0.8541052293361722,0.8570833333333333,284.2
fmnist,symmetric_10,0,10.291666666666668,28800,4246,14.74,0.6514,0.9332,0.8875628106481696,0.8883333333333333,285.8
fmnist,symmetric_10,1,10.142361111111112,28800,4201,14.59,0.6434,0.9254,0.8813782433670424,0.8820833333333333,259.5
fmnist,symmetric_10,2,10.03125,28800,4151,14.41,0.6396,0.919,0.8813967737947115,0.8826388888888889,265.9
fmnist,symmetric_10,3,9.78125,28800,4026,13.98,0.6366,0.9098,0.8778297384717325,0.8780555555555556,304.8
fmnist,symmetric_10,4,10.322916666666666,28800,4246,14.74,0.6465,0.9233,0.8905368189721035,0.8908333333333334,306.7
fmnist,symmetric_20,0,20.118055555555557,28800,6943,24.11,0.7817,0.9367,0.885800357948652,0.8868055555555555,273.9
fmnist,symmetric_20,1,19.88888888888889,28800,6873,23.86,0.7786,0.9342,0.8764483775811543,0.8777777777777778,270.9
fmnist,symmetric_20,2,19.49652777777778,28800,6784,23.56,0.7718,0.9325,0.878703880340818,0.8802777777777778,297.5
fmnist,symmetric_20,3,20.243055555555557,28800,6990,24.27,0.7866,0.9431,0.87282027120616,0.8738888888888889,272.3
fmnist,symmetric_20,4,19.739583333333332,28800,6834,23.73,0.7812,0.9391,0.8805705025021014,0.8815277777777778,285.8
fmnist,symmetric_30,0,29.944444444444446,28800,9581,33.27,0.8448,0.9385,0.8800489448306432,0.88125,257.8
fmnist,symmetric_30,1,29.569444444444443,28800,9490,32.95,0.8486,0.9456,0.8768343752527082,0.8783333333333333,251.6
fmnist,symmetric_30,2,29.944444444444446,28800,9607,33.36,0.8457,0.9421,0.8688811530323642,0.87125,250.0
fmnist,symmetric_30,3,29.812499999999996,28800,9549,33.16,0.8488,0.944,0.8725527921534086,0.87375,267.3
fmnist,symmetric_30,4,30.01388888888889,28800,9546,33.15,0.8474,0.9358,0.8793767700400371,0.8804166666666666,260.6
fmnist,symmetric_40,0,39.75694444444444,28800,12091,41.98,0.8887,0.9384,0.8774941536943841,0.8790277777777777,242.2
fmnist,symmetric_40,1,39.89930555555555,28800,12124,42.1,0.8886,0.9375,0.8694622074494168,0.87125,246.7
fmnist,symmetric_40,2,39.916666666666664,28800,12140,42.15,0.8876,0.9373,0.8666945176005628,0.8690277777777777,238.5
fmnist,symmetric_40,3,39.94444444444444,28800,12154,42.2,0.8898,0.9401,0.8677601887047516,0.8695833333333334,249.3
fmnist,symmetric_40,4,40.00694444444444,28800,12242,42.51,0.8856,0.9409,0.873632770753864,0.8752777777777778,233.2
cifar10,asymmetric_10,0,10.158333333333333,24000,3397,14.15,0.6679,0.9307,0.8604698835749367,0.8605,312.3
cifar10,asymmetric_10,1,10.1625,24000,3472,14.47,0.6587,0.9377,0.871873402206034,0.8718333333333333,312.3
cifar10,asymmetric_10,2,10.05,24000,3397,14.15,0.6612,0.9312,0.864729653621039,0.8648333333333333,317.3
cifar10,asymmetric_10,3,9.766666666666666,24000,3364,14.02,0.6507,0.9339,0.8693193063819293,0.8691666666666666,316.4
cifar10,asymmetric_10,4,10.2875,24000,3473,14.47,0.6625,0.932,0.856433071571925,0.8565,314.3
cifar10,asymmetric_20,0,20.125,24000,5800,24.17,0.7757,0.9315,0.8501390908520898,0.85,282.8
cifar10,asymmetric_20,1,19.9125,24000,5711,23.8,0.775,0.9261,0.8634270466344474,0.8635,283.3
cifar10,asymmetric_20,2,19.4375,24000,5655,23.56,0.7738,0.938,0.8560246100585488,0.856,289.2
cifar10,asymmetric_20,3,20.2875,24000,5840,24.33,0.7747,0.9291,0.864021017418886,0.864,285.4
cifar10,asymmetric_20,4,19.8375,24000,5687,23.7,0.7732,0.9235,0.8508521868477856,0.8508333333333333,285.4
cifar10,asymmetric_30,0,30.012499999999996,24000,8045,33.52,0.8083,0.9028,0.8442950349214003,0.8445,260.7
cifar10,asymmetric_30,1,29.50833333333333,24000,7909,32.95,0.8033,0.8971,0.8582678903249713,0.8583333333333333,260.8
cifar10,asymmetric_30,2,30.0375,24000,8089,33.7,0.8041,0.9022,0.8532409974445884,0.8531666666666666,262.2
cifar10,asymmetric_30,3,29.770833333333336,24000,7944,33.1,0.8056,0.8957,0.8533894820288083,0.8533333333333334,265.5
cifar10,asymmetric_30,4,30.020833333333336,24000,8040,33.5,0.8078,0.9015,0.8481360011901715,0.8478333333333333,268.2
cifar10,asymmetric_40,0,39.625,24000,10231,42.63,0.7163,0.7706,0.7944536687811411,0.795,286.5
cifar10,asymmetric_40,1,39.90416666666667,24000,10317,42.99,0.7208,0.7764,0.8123862910693204,0.8126666666666666,310.2
cifar10,asymmetric_40,2,39.925,24000,10382,43.26,0.7187,0.7788,0.8078548849453695,0.8078333333333333,285.5
cifar10,asymmetric_40,3,40.1,24000,10365,43.19,0.7157,0.7708,0.81615118842761,0.816,286.1
cifar10,asymmetric_40,4,40.10416666666667,24000,10430,43.46,0.7177,0.7778,0.8063376702863725,0.8061666666666667,287.0
cifar10,c10n_aggre_0,0,8.883333333333333,24000,2157,8.99,0.6073,0.6144,0.864329397636667,0.8645,345.2
cifar10,c10n_aggre_0,1,8.945833333333333,24000,2204,9.18,0.6007,0.6167,0.8667661925293524,0.867,353.8
cifar10,c10n_aggre_0,2,8.987499999999999,24000,2196,9.15,0.6025,0.6134,0.860461997825874,0.8606666666666667,361.2
cifar10,c10n_aggre_0,3,8.958333333333334,24000,2219,9.25,0.6012,0.6205,0.8725787926945783,0.8726666666666667,353.0
cifar10,c10n_aggre_0,4,8.858333333333333,24000,2173,9.05,0.6024,0.6157,0.8556903397551403,0.8558333333333333,346.1
cifar10,c10n_random1_0,0,17.325,24000,4171,17.38,0.7519,0.7542,0.8542896832909228,0.8545,315.3
cifar10,c10n_random1_0,1,17.09583333333333,24000,4132,17.22,0.7461,0.7514,0.8612951795237226,0.8616666666666667,322.6
cifar10,c10n_random1_0,2,17.1125,24000,4093,17.05,0.7501,0.7475,0.857684108629605,0.858,331.7
cifar10,c10n_random1_0,3,17.133333333333333,24000,4194,17.47,0.7387,0.7534,0.8657718262072749,0.8658333333333333,347.1
cifar10,c10n_random1_0,4,17.333333333333336,24000,4174,17.39,0.7489,0.7514,0.8542765584175747,0.8545,341.6
cifar10,c10n_worse_0,0,40.229166666666664,24000,8633,35.97,0.8812,0.7879,0.8263650549362881,0.8278333333333333,281.3
cifar10,c10n_worse_0,1,40.25416666666667,24000,8669,36.12,0.8773,0.7872,0.8291481361418676,0.8305,282.6
cifar10,c10n_worse_0,2,40.204166666666666,24000,8615,35.9,0.8786,0.7844,0.825151011637565,0.8261666666666667,287.1
cifar10,c10n_worse_0,3,40.15416666666667,24000,8584,35.77,0.8799,0.7838,0.8368661868307707,0.8376666666666667,289.8
cifar10,c10n_worse_0,4,40.125,24000,8586,35.77,0.8796,0.7842,0.8271947560592178,0.8281666666666667,286.2
cifar10,clean_0,0,0.0,24000,929,3.87,0.0,,0.8619525842204044,0.8618333333333333,372.4
cifar10,clean_0,1,0.0,24000,975,4.06,0.0,,0.8731894440388717,0.8731666666666666,374.3
cifar10,clean_0,2,0.0,24000,931,3.88,0.0,,0.8691584843610883,0.869,368.2
cifar10,clean_0,3,0.0,24000,970,4.04,0.0,,0.8730922494730631,0.8728333333333333,375.3
cifar10,clean_0,4,0.0,24000,974,4.06,0.0,,0.858089768636443,0.8578333333333333,408.6
cifar10,pairflip_40,0,23.891666666666666,24000,6835,28.48,0.6184,0.7372,0.821528130063491,0.8226666666666667,323.4
cifar10,pairflip_40,1,24.183333333333334,24000,6922,28.84,0.6031,0.7193,0.8293140410311024,0.8303333333333334,357.5
cifar10,pairflip_40,2,23.995833333333334,24000,6892,28.72,0.6156,0.7368,0.8307312390389356,0.8313333333333334,317.4
cifar10,pairflip_40,3,24.270833333333332,24000,6979,29.08,0.6041,0.7238,0.8319775477091802,0.833,317.9
cifar10,pairflip_40,4,23.8375,24000,6762,28.18,0.618,0.7305,0.8265148103986151,0.8275,329.2
cifar10,symmetric_10,0,10.158333333333333,24000,3421,14.25,0.6478,0.9089,0.856633969189941,0.8566666666666667,339.7
cifar10,symmetric_10,1,10.1625,24000,3413,14.22,0.6396,0.895,0.8728486336343722,0.8728333333333333,335.2
cifar10,symmetric_10,2,10.05,24000,3401,14.17,0.638,0.8997,0.8642575326460765,0.8643333333333333,337.7
cifar10,symmetric_10,3,9.766666666666666,24000,3343,13.93,0.6366,0.9078,0.8716667461389017,0.8715,353.8
cifar10,symmetric_10,4,10.2875,24000,3477,14.49,0.6445,0.9077,0.8569970243153545,0.857,341.1
cifar10,symmetric_20,0,20.125,24000,5740,23.92,0.7709,0.9161,0.8546207195623164,0.8548333333333333,299.2
cifar10,symmetric_20,1,19.9125,24000,5630,23.46,0.7726,0.9102,0.8668001549527705,0.867,312.6
cifar10,symmetric_20,2,19.4375,24000,5608,23.37,0.7662,0.9211,0.8610527970011391,0.861,320.0
cifar10,symmetric_20,3,20.2875,24000,5773,24.05,0.771,0.9142,0.8639556077973838,0.864,308.8
cifar10,symmetric_20,4,19.8375,24000,5702,23.76,0.7692,0.9212,0.8555833302804494,0.8556666666666667,316.8
cifar10,symmetric_30,0,30.012499999999996,24000,7846,32.69,0.8399,0.9149,0.8505853252417154,0.8508333333333333,292.0
cifar10,symmetric_30,1,29.50833333333333,24000,7689,32.04,0.8385,0.9103,0.8565465946954657,0.8568333333333333,293.9
cifar10,symmetric_30,2,30.0375,24000,7924,33.02,0.8387,0.9219,0.8553930054341332,0.8556666666666667,289.9
cifar10,symmetric_30,3,29.770833333333336,24000,7779,32.41,0.8391,0.9135,0.8654028046456472,0.8653333333333333,288.0
cifar10,symmetric_30,4,30.020833333333336,24000,7839,32.66,0.8436,0.9178,0.8481494617422293,0.8481666666666666,291.1
cifar10,symmetric_40,0,39.625,24000,9807,40.86,0.8814,0.9089,0.8466462685760685,0.847,312.6
cifar10,symmetric_40,1,39.90416666666667,24000,9924,41.35,0.8812,0.9131,0.8536172572163515,0.854,277.9
cifar10,symmetric_40,2,39.925,24000,9852,41.05,0.8855,0.9105,0.8506856941914676,0.851,286.2
cifar10,symmetric_40,3,40.1,24000,9900,41.25,0.8836,0.909,0.858737009893076,0.8588333333333333,301.1
cifar10,symmetric_40,4,40.10416666666667,24000,9925,41.35,0.8821,0.9096,0.845538088556037,0.8456666666666667,295.9
