dataset,condition,fold,method,f1,noise_type,noise_level
shuttle,asymmetric_20,0,ET,0.6452971585595101,asymmetric,20
shuttle,asymmetric_20,1,ET,0.6485904242543368,asymmetric,20
shuttle,asymmetric_20,2,ET,0.6353282878419892,asymmetric,20
shuttle,asymmetric_20,3,ET,0.645024909972622,asymmetric,20
shuttle,asymmetric_20,4,ET,0.6339173296441893,asymmetric,20
shuttle,asymmetric_30,0,ET,0.5811656140653,asymmetric,30
shuttle,asymmetric_30,1,ET,0.5914179317833006,asymmetric,30
shuttle,asymmetric_30,2,ET,0.5873784734920975,asymmetric,30
shuttle,asymmetric_30,3,ET,0.5774475936830394,asymmetric,30
shuttle,asymmetric_30,4,ET,0.5757512774823006,asymmetric,30
shuttle,asymmetric_40,0,ET,0.5273547854967127,asymmetric,40
shuttle,asymmetric_40,1,ET,0.5146447648652452,asymmetric,40
shuttle,asymmetric_40,2,ET,0.4977824366208279,asymmetric,40
shuttle,asymmetric_40,3,ET,0.5054889114789154,asymmetric,40
shuttle,asymmetric_40,4,ET,0.5059999462063571,asymmetric,40
shuttle,clean_0,0,ET,0.8711735559827793,clean,0
shuttle,clean_0,1,ET,0.8908994838190585,clean,0
shuttle,clean_0,2,ET,0.8867352879961775,clean,0
shuttle,clean_0,3,ET,0.873749882663655,clean,0
shuttle,clean_0,4,ET,0.8648445886620542,clean,0
shuttle,pairflip_40,0,ET,0.5045706169171789,pairflip,40
shuttle,pairflip_40,1,ET,0.488710380314201,pairflip,40
shuttle,pairflip_40,2,ET,0.472893871707231,pairflip,40
shuttle,pairflip_40,3,ET,0.4827685205489538,pairflip,40
shuttle,pairflip_40,4,ET,0.4835164932195084,pairflip,40
shuttle,symmetric_10,0,ET,0.6833382685604074,symmetric,10
shuttle,symmetric_10,1,ET,0.6746449098802838,symmetric,10
shuttle,symmetric_10,2,ET,0.6785549787422055,symmetric,10
shuttle,symmetric_10,3,ET,0.6915494509846674,symmetric,10
shuttle,symmetric_10,4,ET,0.6760189100462514,symmetric,10
shuttle,symmetric_20,0,ET,0.5973147769587674,symmetric,20
shuttle,symmetric_20,1,ET,0.6107347179110583,symmetric,20
shuttle,symmetric_20,2,ET,0.5954376854726514,symmetric,20
shuttle,symmetric_20,3,ET,0.5993778968827606,symmetric,20
shuttle,symmetric_20,4,ET,0.5810123104122853,symmetric,20
shuttle,symmetric_30,0,ET,0.5267823213866221,symmetric,30
shuttle,symmetric_30,1,ET,0.5454973114382411,symmetric,30
shuttle,symmetric_30,2,ET,0.5303934787399278,symmetric,30
shuttle,symmetric_30,3,ET,0.5268738717412563,symmetric,30
shuttle,symmetric_30,4,ET,0.5111634937386387,symmetric,30
shuttle,symmetric_40,0,ET,0.4632068621906358,symmetric,40
shuttle,symmetric_40,1,ET,0.4595668718009242,symmetric,40
shuttle,symmetric_40,2,ET,0.4542015688213763,symmetric,40
shuttle,symmetric_40,3,ET,0.4503824720096768,symmetric,40
shuttle,symmetric_40,4,ET,0.4440362144965213,symmetric,40
drybean,asymmetric_10,0,Voting,0.929743416010504,asymmetric,10
drybean,asymmetric_10,1,Voting,0.9323565027713212,asymmetric,10
drybean,asymmetric_10,2,Voting,0.9320322034056472,asymmetric,10
drybean,asymmetric_10,3,Voting,0.9334564466283538,asymmetric,10
drybean,asymmetric_10,4,Voting,0.935680068749538,asymmetric,10
drybean,asymmetric_20,0,Voting,0.9127806832492724,asymmetric,20
drybean,asymmetric_20,1,Voting,0.9170105189459856,asymmetric,20
drybean,asymmetric_20,2,Voting,0.9271671231731672,asymmetric,20
drybean,asymmetric_20,3,Voting,0.9050043837273222,asymmetric,20
drybean,asymmetric_20,4,Voting,0.920581830936741,asymmetric,20
drybean,asymmetric_30,0,Voting,0.8364270706250337,asymmetric,30
drybean,asymmetric_30,1,Voting,0.8538927923435379,asymmetric,30
drybean,asymmetric_30,2,Voting,0.8512590651473504,asymmetric,30
drybean,asymmetric_30,3,Voting,0.8375487063752669,asymmetric,30
drybean,asymmetric_30,4,Voting,0.8418614875542536,asymmetric,30
drybean,asymmetric_40,0,Voting,0.7167114192813827,asymmetric,40
drybean,asymmetric_40,1,Voting,0.6653025881721598,asymmetric,40
drybean,asymmetric_40,2,Voting,0.7144514600857211,asymmetric,40
drybean,asymmetric_40,3,Voting,0.6787232869675058,asymmetric,40
drybean,asymmetric_40,4,Voting,0.6937262329724818,asymmetric,40
drybean,clean_0,0,Voting,0.9410341738673508,clean,0
drybean,clean_0,1,Voting,0.940424062289242,clean,0
drybean,clean_0,2,Voting,0.9354482906783976,clean,0
drybean,clean_0,3,Voting,0.9314950537172244,clean,0
drybean,clean_0,4,Voting,0.9430865621913554,clean,0
drybean,pairflip_40,0,Voting,0.8175732769668352,pairflip,40
drybean,pairflip_40,1,Voting,0.8070477890077209,pairflip,40
drybean,pairflip_40,2,Voting,0.8150121516822966,pairflip,40
drybean,pairflip_40,3,Voting,0.8137913797054621,pairflip,40
drybean,pairflip_40,4,Voting,0.8157223948374911,pairflip,40
drybean,symmetric_10,0,Voting,0.9417282425052448,symmetric,10
drybean,symmetric_10,1,Voting,0.9383509906562136,symmetric,10
drybean,symmetric_10,2,Voting,0.9358218871868552,symmetric,10
drybean,symmetric_10,3,Voting,0.9309853532106586,symmetric,10
drybean,symmetric_10,4,Voting,0.940335960566057,symmetric,10
drybean,symmetric_20,0,Voting,0.9361714631796352,symmetric,20
drybean,symmetric_20,1,Voting,0.9344066936045264,symmetric,20
drybean,symmetric_20,2,Voting,0.929952161972056,symmetric,20
drybean,symmetric_20,3,Voting,0.923449570990432,symmetric,20
drybean,symmetric_20,4,Voting,0.9397241347999362,symmetric,20
drybean,symmetric_30,0,Voting,0.9232754296699294,symmetric,30
drybean,symmetric_30,1,Voting,0.9263027310352632,symmetric,30
drybean,symmetric_30,2,Voting,0.9205356172307526,symmetric,30
drybean,symmetric_30,3,Voting,0.9206427387448852,symmetric,30
drybean,symmetric_30,4,Voting,0.9303759055451224,symmetric,30
drybean,symmetric_40,0,Voting,0.9019649890024192,symmetric,40
drybean,symmetric_40,1,Voting,0.913587874668827,symmetric,40
drybean,symmetric_40,2,Voting,0.9073637397152404,symmetric,40
drybean,symmetric_40,3,Voting,0.9137771858942464,symmetric,40
drybean,symmetric_40,4,Voting,0.9152146991117736,symmetric,40
har,asymmetric_10,0,Voting,0.9824410209637628,asymmetric,10
har,asymmetric_10,1,Voting,0.9869850812264912,asymmetric,10
har,asymmetric_10,2,Voting,0.9730231954546614,asymmetric,10
har,asymmetric_10,3,Voting,0.9797024178731344,asymmetric,10
har,asymmetric_10,4,Voting,0.983557988088422,asymmetric,10
har,asymmetric_20,0,Voting,0.969117883393423,asymmetric,20
har,asymmetric_20,1,Voting,0.9665033953985516,asymmetric,20
har,asymmetric_20,2,Voting,0.9620126778402172,asymmetric,20
har,asymmetric_20,3,Voting,0.966362375789655,asymmetric,20
har,asymmetric_20,4,Voting,0.9670741887839296,asymmetric,20
har,asymmetric_30,0,Voting,0.9257192356459182,asymmetric,30
har,asymmetric_30,1,Voting,0.920137030340744,asymmetric,30
har,asymmetric_30,2,Voting,0.8940049919892488,asymmetric,30
har,asymmetric_30,3,Voting,0.936220480165738,asymmetric,30
har,asymmetric_30,4,Voting,0.9125742076124088,asymmetric,30
har,asymmetric_40,0,Voting,0.785878770031892,asymmetric,40
har,asymmetric_40,1,Voting,0.7469031620528019,asymmetric,40
har,asymmetric_40,2,Voting,0.7684977736006586,asymmetric,40
har,asymmetric_40,3,Voting,0.7721206900252966,asymmetric,40
har,asymmetric_40,4,Voting,0.7691013897513397,asymmetric,40
har,clean_0,0,Voting,0.9879594270713522,clean,0
har,clean_0,1,Voting,0.9896437208600838,clean,0
har,clean_0,2,Voting,0.9838160404413604,clean,0
har,clean_0,3,Voting,0.9830682870587923,clean,0
har,clean_0,4,Voting,0.98472716230126,clean,0
har,pairflip_40,0,Voting,0.8391662395791647,pairflip,40
har,pairflip_40,1,Voting,0.8238009025211198,pairflip,40
har,pairflip_40,2,Voting,0.8454166639246257,pairflip,40
har,pairflip_40,3,Voting,0.8248507665785763,pairflip,40
har,pairflip_40,4,Voting,0.815252253172868,pairflip,40
har,symmetric_10,0,Voting,0.9848327651837804,symmetric,10
har,symmetric_10,1,Voting,0.9868442940539132,symmetric,10
har,symmetric_10,2,Voting,0.9776737255522924,symmetric,10
har,symmetric_10,3,Voting,0.9837697342254996,symmetric,10
har,symmetric_10,4,Voting,0.9831404515420624,symmetric,10
har,symmetric_20,0,Voting,0.9792484566797076,symmetric,20
har,symmetric_20,1,Voting,0.9851845414345416,symmetric,20
har,symmetric_20,2,Voting,0.978350220403444,symmetric,20
har,symmetric_20,3,Voting,0.9800042321468524,symmetric,20
har,symmetric_20,4,Voting,0.9803868445664334,symmetric,20
har,symmetric_30,0,Voting,0.9750207570942292,symmetric,30
har,symmetric_30,1,Voting,0.9754070621067664,symmetric,30
har,symmetric_30,2,Voting,0.9689385278197976,symmetric,30
har,symmetric_30,3,Voting,0.9759328918808352,symmetric,30
har,symmetric_30,4,Voting,0.9697930964091044,symmetric,30
har,symmetric_40,0,Voting,0.9687300825556792,symmetric,40
har,symmetric_40,1,Voting,0.974710645975216,symmetric,40
har,symmetric_40,2,Voting,0.960146771213909,symmetric,40
har,symmetric_40,3,Voting,0.9603881333227424,symmetric,40
har,symmetric_40,4,Voting,0.9654015601082648,symmetric,40
isolet,asymmetric_10,0,Voting,0.9465856462553044,asymmetric,10
isolet,asymmetric_10,1,Voting,0.9477746165579432,asymmetric,10
isolet,asymmetric_10,2,Voting,0.9386741143230052,asymmetric,10
isolet,asymmetric_10,3,Voting,0.9656283272199372,asymmetric,10
isolet,asymmetric_10,4,Voting,0.9379537192684066,asymmetric,10
isolet,asymmetric_20,0,Voting,0.9313176772266064,asymmetric,20
isolet,asymmetric_20,1,Voting,0.9315409345937004,asymmetric,20
isolet,asymmetric_20,2,Voting,0.9264842834374476,asymmetric,20
isolet,asymmetric_20,3,Voting,0.9431046674990248,asymmetric,20
isolet,asymmetric_20,4,Voting,0.9229624115128908,asymmetric,20
isolet,asymmetric_30,0,Voting,0.8638616289894093,asymmetric,30
isolet,asymmetric_30,1,Voting,0.8744624755594241,asymmetric,30
isolet,asymmetric_30,2,Voting,0.8756423545208218,asymmetric,30
isolet,asymmetric_30,3,Voting,0.8864224995939587,asymmetric,30
isolet,asymmetric_30,4,Voting,0.867210449834973,asymmetric,30
isolet,asymmetric_40,0,Voting,0.7297182527982667,asymmetric,40
isolet,asymmetric_40,1,Voting,0.7021753012875324,asymmetric,40
isolet,asymmetric_40,2,Voting,0.7310314075175731,asymmetric,40
isolet,asymmetric_40,3,Voting,0.7158801642606633,asymmetric,40
isolet,asymmetric_40,4,Voting,0.6977687787341871,asymmetric,40
isolet,clean_0,0,Voting,0.939277071761187,clean,0
isolet,clean_0,1,Voting,0.9446514386864228,clean,0
isolet,clean_0,2,Voting,0.9429838750824188,clean,0
isolet,clean_0,3,Voting,0.965635206447752,clean,0
isolet,clean_0,4,Voting,0.948501573685711,clean,0
isolet,pairflip_40,0,Voting,0.8538278977476383,pairflip,40
isolet,pairflip_40,1,Voting,0.8928452898737311,pairflip,40
isolet,pairflip_40,2,Voting,0.8903056866246085,pairflip,40
isolet,pairflip_40,3,Voting,0.8877065288043523,pairflip,40
isolet,pairflip_40,4,Voting,0.8901635326204717,pairflip,40
isolet,symmetric_10,0,Voting,0.9477837364417236,symmetric,10
isolet,symmetric_10,1,Voting,0.9500715724611754,symmetric,10
isolet,symmetric_10,2,Voting,0.9431076403510954,symmetric,10
isolet,symmetric_10,3,Voting,0.9635303531084684,symmetric,10
isolet,symmetric_10,4,Voting,0.950787002674106,symmetric,10
isolet,symmetric_20,0,Voting,0.9317510717182196,symmetric,20
isolet,symmetric_20,1,Voting,0.9415646447651274,symmetric,20
isolet,symmetric_20,2,Voting,0.9317045661676168,symmetric,20
isolet,symmetric_20,3,Voting,0.9602240075771298,symmetric,20
isolet,symmetric_20,4,Voting,0.9401225789399346,symmetric,20
isolet,symmetric_30,0,Voting,0.9295214173292372,symmetric,30
isolet,symmetric_30,1,Voting,0.935974591370442,symmetric,30
isolet,symmetric_30,2,Voting,0.9335104437959324,symmetric,30
isolet,symmetric_30,3,Voting,0.9433614300974308,symmetric,30
isolet,symmetric_30,4,Voting,0.9403823899088803,symmetric,30
isolet,symmetric_40,0,Voting,0.9275364318098164,symmetric,40
isolet,symmetric_40,1,Voting,0.9309062473868218,symmetric,40
isolet,symmetric_40,2,Voting,0.935210594699467,symmetric,40
isolet,symmetric_40,3,Voting,0.9487837521746096,symmetric,40
isolet,symmetric_40,4,Voting,0.9380745637110952,symmetric,40
pendigits,asymmetric_10,0,Voting,0.9895969804035312,asymmetric,10
pendigits,asymmetric_10,1,Voting,0.9851518662328276,asymmetric,10
pendigits,asymmetric_10,2,Voting,0.9811356505366976,asymmetric,10
pendigits,asymmetric_10,3,Voting,0.9855721205800678,asymmetric,10
pendigits,asymmetric_10,4,Voting,0.9811603308788964,asymmetric,10
pendigits,asymmetric_20,0,Voting,0.960691401349838,asymmetric,20
pendigits,asymmetric_20,1,Voting,0.9652489472818924,asymmetric,20
pendigits,asymmetric_20,2,Voting,0.9568156536522752,asymmetric,20
pendigits,asymmetric_20,3,Voting,0.9460059637604769,asymmetric,20
pendigits,asymmetric_20,4,Voting,0.9537573579010152,asymmetric,20
pendigits,asymmetric_30,0,Voting,0.881789348934135,asymmetric,30
pendigits,asymmetric_30,1,Voting,0.8836660953486837,asymmetric,30
pendigits,asymmetric_30,2,Voting,0.8767104210742491,asymmetric,30
pendigits,asymmetric_30,3,Voting,0.8649421324803086,asymmetric,30
pendigits,asymmetric_30,4,Voting,0.8714768975871756,asymmetric,30
pendigits,asymmetric_40,0,Voting,0.7102308531585096,asymmetric,40
pendigits,asymmetric_40,1,Voting,0.6740923162140923,asymmetric,40
pendigits,asymmetric_40,2,Voting,0.7211389764182707,asymmetric,40
pendigits,asymmetric_40,3,Voting,0.7105588372335536,asymmetric,40
pendigits,asymmetric_40,4,Voting,0.7075577506854448,asymmetric,40
pendigits,clean_0,0,Voting,0.9932714415428636,clean,0
pendigits,clean_0,1,Voting,0.996263875720841,clean,0
pendigits,clean_0,2,Voting,0.9894991786622144,clean,0
pendigits,clean_0,3,Voting,0.9923853061381472,clean,0
pendigits,clean_0,4,Voting,0.99028220804816,clean,0
pendigits,pairflip_40,0,Voting,0.8215958166017844,pairflip,40
pendigits,pairflip_40,1,Voting,0.8084135128019587,pairflip,40
pendigits,pairflip_40,2,Voting,0.8264918364647114,pairflip,40
pendigits,pairflip_40,3,Voting,0.8353536648891723,pairflip,40
pendigits,pairflip_40,4,Voting,0.8193854608608291,pairflip,40
pendigits,symmetric_10,0,Voting,0.9931768183595971,symmetric,10
pendigits,symmetric_10,1,Voting,0.9932917632095156,symmetric,10
pendigits,symmetric_10,2,Voting,0.9848870422461112,symmetric,10
pendigits,symmetric_10,3,Voting,0.9938926753185434,symmetric,10
pendigits,symmetric_10,4,Voting,0.9903354292880466,symmetric,10
pendigits,symmetric_20,0,Voting,0.9864842196847629,symmetric,20
pendigits,symmetric_20,1,Voting,0.9880128921149678,symmetric,20
pendigits,symmetric_20,2,Voting,0.9855931025786584,symmetric,20
pendigits,symmetric_20,3,Voting,0.9868616394346788,symmetric,20
pendigits,symmetric_20,4,Voting,0.9819248720710172,symmetric,20
pendigits,symmetric_30,0,Voting,0.9825777418066324,symmetric,30
pendigits,symmetric_30,1,Voting,0.9774470688355702,symmetric,30
pendigits,symmetric_30,2,Voting,0.9720728234270064,symmetric,30
pendigits,symmetric_30,3,Voting,0.9742578594318612,symmetric,30
pendigits,symmetric_30,4,Voting,0.9719697923353336,symmetric,30
pendigits,symmetric_40,0,Voting,0.9620387782335252,symmetric,40
pendigits,symmetric_40,1,Voting,0.9413791966153316,symmetric,40
pendigits,symmetric_40,2,Voting,0.9515359815716902,symmetric,40
pendigits,symmetric_40,3,Voting,0.957422357526935,symmetric,40
pendigits,symmetric_40,4,Voting,0.9535295268534292,symmetric,40
satimage,asymmetric_10,0,Voting,0.8890299869293617,asymmetric,10
satimage,asymmetric_10,1,Voting,0.8760010711671815,asymmetric,10
satimage,asymmetric_10,2,Voting,0.8897723249021098,asymmetric,10
satimage,asymmetric_10,3,Voting,0.893122579606843,asymmetric,10
satimage,asymmetric_10,4,Voting,0.9010764440971628,asymmetric,10
satimage,asymmetric_20,0,Voting,0.8742379242906226,asymmetric,20
satimage,asymmetric_20,1,Voting,0.8573223598033058,asymmetric,20
satimage,asymmetric_20,2,Voting,0.87286543515522,asymmetric,20
satimage,asymmetric_20,3,Voting,0.8754537911370996,asymmetric,20
satimage,asymmetric_20,4,Voting,0.8922434912356526,asymmetric,20
satimage,asymmetric_30,0,Voting,0.819656114949033,asymmetric,30
satimage,asymmetric_30,1,Voting,0.7923861090553365,asymmetric,30
satimage,asymmetric_30,2,Voting,0.8029839809593735,asymmetric,30
satimage,asymmetric_30,3,Voting,0.8162942719707953,asymmetric,30
satimage,asymmetric_30,4,Voting,0.8126904013307038,asymmetric,30
satimage,asymmetric_40,0,Voting,0.7042873081730531,asymmetric,40
satimage,asymmetric_40,1,Voting,0.6450759230172753,asymmetric,40
satimage,asymmetric_40,2,Voting,0.6942461421670779,asymmetric,40
satimage,asymmetric_40,3,Voting,0.6706786866837261,asymmetric,40
satimage,asymmetric_40,4,Voting,0.6881870278566565,asymmetric,40
satimage,clean_0,0,Voting,0.9052893241773384,clean,0
satimage,clean_0,1,Voting,0.8728045395380849,clean,0
satimage,clean_0,2,Voting,0.899459886161818,clean,0
satimage,clean_0,3,Voting,0.9103437700448171,clean,0
satimage,clean_0,4,Voting,0.9041984092011024,clean,0
satimage,pairflip_40,0,Voting,0.8004751922062932,pairflip,40
satimage,pairflip_40,1,Voting,0.7073670950096643,pairflip,40
satimage,pairflip_40,2,Voting,0.764880100556447,pairflip,40
satimage,pairflip_40,3,Voting,0.7443957478905762,pairflip,40
satimage,pairflip_40,4,Voting,0.7614809685178213,pairflip,40
satimage,symmetric_10,0,Voting,0.8902440386957413,symmetric,10
satimage,symmetric_10,1,Voting,0.8887154089610413,symmetric,10
satimage,symmetric_10,2,Voting,0.8833637449327062,symmetric,10
satimage,symmetric_10,3,Voting,0.8911611632239969,symmetric,10
satimage,symmetric_10,4,Voting,0.905305917291804,symmetric,10
satimage,symmetric_20,0,Voting,0.8843456350292062,symmetric,20
satimage,symmetric_20,1,Voting,0.8764030529576328,symmetric,20
satimage,symmetric_20,2,Voting,0.8920844739529644,symmetric,20
satimage,symmetric_20,3,Voting,0.8957080561600029,symmetric,20
satimage,symmetric_20,4,Voting,0.909792470831816,symmetric,20
satimage,symmetric_30,0,Voting,0.8748656276280586,symmetric,30
satimage,symmetric_30,1,Voting,0.8558299804825236,symmetric,30
satimage,symmetric_30,2,Voting,0.8711728942970541,symmetric,30
satimage,symmetric_30,3,Voting,0.8822275950943891,symmetric,30
satimage,symmetric_30,4,Voting,0.9016399635197604,symmetric,30
satimage,symmetric_40,0,Voting,0.8633803724882342,symmetric,40
satimage,symmetric_40,1,Voting,0.8399781667335247,symmetric,40
satimage,symmetric_40,2,Voting,0.8631247845733494,symmetric,40
satimage,symmetric_40,3,Voting,0.8530030375825278,symmetric,40
satimage,symmetric_40,4,Voting,0.8766561852134357,symmetric,40
shuttle,asymmetric_10,0,Voting,0.7646357509358929,asymmetric,10
shuttle,asymmetric_10,1,Voting,0.7839822358580455,asymmetric,10
shuttle,asymmetric_10,2,Voting,0.7729716737730734,asymmetric,10
shuttle,asymmetric_10,3,Voting,0.7830349668792544,asymmetric,10
shuttle,asymmetric_10,4,Voting,0.7752764369940763,asymmetric,10
shuttle,asymmetric_20,0,Voting,0.7070428205247519,asymmetric,20
shuttle,asymmetric_20,1,Voting,0.7183525583751587,asymmetric,20
shuttle,asymmetric_20,2,Voting,0.7050261331994404,asymmetric,20
shuttle,asymmetric_20,3,Voting,0.7140234119358058,asymmetric,20
shuttle,asymmetric_20,4,Voting,0.693120333051704,asymmetric,20
shuttle,asymmetric_30,0,Voting,0.6327246377280769,asymmetric,30
shuttle,asymmetric_30,1,Voting,0.6499449305086472,asymmetric,30
shuttle,asymmetric_30,2,Voting,0.6464674796683774,asymmetric,30
shuttle,asymmetric_30,3,Voting,0.6413892537980798,asymmetric,30
shuttle,asymmetric_30,4,Voting,0.6300618423279538,asymmetric,30
shuttle,asymmetric_40,0,Voting,0.5596347429885653,asymmetric,40
shuttle,asymmetric_40,1,Voting,0.5418578828275106,asymmetric,40
shuttle,asymmetric_40,2,Voting,0.5298623342408367,asymmetric,40
shuttle,asymmetric_40,3,Voting,0.538402124394681,asymmetric,40
shuttle,asymmetric_40,4,Voting,0.5380715412765338,asymmetric,40
shuttle,clean_0,0,Voting,0.9210283862909684,clean,0
shuttle,clean_0,1,Voting,0.928253564617201,clean,0
shuttle,clean_0,2,Voting,0.885833750818914,clean,0
shuttle,clean_0,3,Voting,0.9070721626583108,clean,0
shuttle,clean_0,4,Voting,0.9090189072043968,clean,0
shuttle,pairflip_40,0,Voting,0.545324205568635,pairflip,40
shuttle,pairflip_40,1,Voting,0.5286020377645512,pairflip,40
shuttle,pairflip_40,2,Voting,0.5151368100422149,pairflip,40
shuttle,pairflip_40,3,Voting,0.5182824969345343,pairflip,40
shuttle,pairflip_40,4,Voting,0.5155414209464055,pairflip,40
shuttle,symmetric_10,0,Voting,0.8046108498121561,symmetric,10
shuttle,symmetric_10,1,Voting,0.8107675675732365,symmetric,10
shuttle,symmetric_10,2,Voting,0.8005071523963,symmetric,10
shuttle,symmetric_10,3,Voting,0.8184296003322293,symmetric,10
shuttle,symmetric_10,4,Voting,0.8031152910718676,symmetric,10
shuttle,symmetric_20,0,Voting,0.7276791066127889,symmetric,20
shuttle,symmetric_20,1,Voting,0.7596957392554585,symmetric,20
shuttle,symmetric_20,2,Voting,0.7369641963327386,symmetric,20
shuttle,symmetric_20,3,Voting,0.7514664467275686,symmetric,20
shuttle,symmetric_20,4,Voting,0.7233660061874424,symmetric,20
shuttle,symmetric_30,0,Voting,0.6754046470135405,symmetric,30
shuttle,symmetric_30,1,Voting,0.6981472544989399,symmetric,30
shuttle,symmetric_30,2,Voting,0.6691608934692292,symmetric,30
shuttle,symmetric_30,3,Voting,0.6753305631548481,symmetric,30
shuttle,symmetric_30,4,Voting,0.6627799090941654,symmetric,30
shuttle,symmetric_40,0,Voting,0.5988765918060116,symmetric,40
shuttle,symmetric_40,1,Voting,0.5956854913046687,symmetric,40
shuttle,symmetric_40,2,Voting,0.581131500398903,symmetric,40
shuttle,symmetric_40,3,Voting,0.5927684127940592,symmetric,40
shuttle,symmetric_40,4,Voting,0.5801728189612997,symmetric,40
drybean,asymmetric_10,0,PlainStack,0.9222600828997648,asymmetric,10
drybean,asymmetric_10,1,PlainStack,0.9298131900200766,asymmetric,10
drybean,asymmetric_10,2,PlainStack,0.934015582916026,asymmetric,10
drybean,asymmetric_10,3,PlainStack,0.9303810772756022,asymmetric,10
drybean,asymmetric_10,4,PlainStack,0.9293452231829168,asymmetric,10
drybean,asymmetric_20,0,PlainStack,0.9005325973776203,asymmetric,20
drybean,asymmetric_20,1,PlainStack,0.9010740368222636,asymmetric,20
drybean,asymmetric_20,2,PlainStack,0.9107196492399182,asymmetric,20
drybean,asymmetric_20,3,PlainStack,0.8908471100078215,asymmetric,20
drybean,asymmetric_20,4,PlainStack,0.9027693570270446,asymmetric,20
drybean,asymmetric_30,0,PlainStack,0.8429746498313363,asymmetric,30
drybean,asymmetric_30,1,PlainStack,0.8696094127181688,asymmetric,30
drybean,asymmetric_30,2,PlainStack,0.8552712069525057,asymmetric,30
drybean,asymmetric_30,3,PlainStack,0.8236679992004513,asymmetric,30
drybean,asymmetric_30,4,PlainStack,0.8283182572650322,asymmetric,30
drybean,asymmetric_40,0,PlainStack,0.7970221156570656,asymmetric,40
drybean,asymmetric_40,1,PlainStack,0.7505953461758669,asymmetric,40
drybean,asymmetric_40,2,PlainStack,0.7573585812921515,asymmetric,40
drybean,asymmetric_40,3,PlainStack,0.7617263779133842,asymmetric,40
drybean,asymmetric_40,4,PlainStack,0.7937942656915224,asymmetric,40
drybean,clean_0,0,PlainStack,0.940191384233536,clean,0
drybean,clean_0,1,PlainStack,0.9406123281411805,clean,0
drybean,clean_0,2,PlainStack,0.9372850920314192,clean,0
drybean,clean_0,3,PlainStack,0.9303394901431002,clean,0
drybean,clean_0,4,PlainStack,0.9431683578972354,clean,0
drybean,pairflip_40,0,PlainStack,0.8199813317386734,pairflip,40
drybean,pairflip_40,1,PlainStack,0.8104433320849396,pairflip,40
drybean,pairflip_40,2,PlainStack,0.7982306059438324,pairflip,40
drybean,pairflip_40,3,PlainStack,0.767634147075704,pairflip,40
drybean,pairflip_40,4,PlainStack,0.8163470934462629,pairflip,40
drybean,symmetric_10,0,PlainStack,0.941946692724476,symmetric,10
drybean,symmetric_10,1,PlainStack,0.9403676380641984,symmetric,10
drybean,symmetric_10,2,PlainStack,0.9336187322728978,symmetric,10
drybean,symmetric_10,3,PlainStack,0.931118887168877,symmetric,10
drybean,symmetric_10,4,PlainStack,0.9399158032673188,symmetric,10
drybean,symmetric_20,0,PlainStack,0.940339328197258,symmetric,20
drybean,symmetric_20,1,PlainStack,0.9382717977988216,symmetric,20
drybean,symmetric_20,2,PlainStack,0.9313620307596464,symmetric,20
drybean,symmetric_20,3,PlainStack,0.9263718473147468,symmetric,20
drybean,symmetric_20,4,PlainStack,0.9426364849464908,symmetric,20
drybean,symmetric_30,0,PlainStack,0.9255178253325634,symmetric,30
drybean,symmetric_30,1,PlainStack,0.9240437336345668,symmetric,30
drybean,symmetric_30,2,PlainStack,0.9207022965625036,symmetric,30
drybean,symmetric_30,3,PlainStack,0.9192405775571876,symmetric,30
drybean,symmetric_30,4,PlainStack,0.9322730164568686,symmetric,30
drybean,symmetric_40,0,PlainStack,0.9080897168126651,symmetric,40
drybean,symmetric_40,1,PlainStack,0.9140079475470922,symmetric,40
drybean,symmetric_40,2,PlainStack,0.9127904043422151,symmetric,40
drybean,symmetric_40,3,PlainStack,0.9105642156536504,symmetric,40
drybean,symmetric_40,4,PlainStack,0.924899681651138,symmetric,40
har,asymmetric_10,0,PlainStack,0.9705796048941072,asymmetric,10
har,asymmetric_10,1,PlainStack,0.9761704895519672,asymmetric,10
har,asymmetric_10,2,PlainStack,0.9681830757696382,asymmetric,10
har,asymmetric_10,3,PlainStack,0.9781437891870116,asymmetric,10
har,asymmetric_10,4,PlainStack,0.9787760815031612,asymmetric,10
har,asymmetric_20,0,PlainStack,0.9579407443865414,asymmetric,20
har,asymmetric_20,1,PlainStack,0.9453420786819848,asymmetric,20
har,asymmetric_20,2,PlainStack,0.9463845270861372,asymmetric,20
har,asymmetric_20,3,PlainStack,0.9526670498678266,asymmetric,20
har,asymmetric_20,4,PlainStack,0.953395353916758,asymmetric,20
har,asymmetric_30,0,PlainStack,0.9234079831693244,asymmetric,30
har,asymmetric_30,1,PlainStack,0.9153328561501706,asymmetric,30
har,asymmetric_30,2,PlainStack,0.8996377271230395,asymmetric,30
har,asymmetric_30,3,PlainStack,0.9241580248613496,asymmetric,30
har,asymmetric_30,4,PlainStack,0.9175439236218682,asymmetric,30
har,asymmetric_40,0,PlainStack,0.861312450409153,asymmetric,40
har,asymmetric_40,1,PlainStack,0.8600116990927703,asymmetric,40
har,asymmetric_40,2,PlainStack,0.8474584247508115,asymmetric,40
har,asymmetric_40,3,PlainStack,0.8278561409915507,asymmetric,40
har,asymmetric_40,4,PlainStack,0.8407505234430861,asymmetric,40
har,clean_0,0,PlainStack,0.9903685107688636,clean,0
