model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
XGBoost_Image,symmetric,0.9348551160567382,0.9094000059239405,0.025455110132797665,-0.06215658475720372,2.7228936009002647
XGBoost_Image,asymmetric,0.9348551160567382,0.7204559518048027,0.2143991642519355,-0.4933879101867438,22.933945653127623
