model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
RandomForest_Image,symmetric,0.9023545098461275,0.8953966641854796,0.006957845660647943,-0.015291170123399504,0.7710767314538516
RandomForest_Image,asymmetric,0.9023545098461275,0.8035015916403625,0.09885291820576503,-0.21772808048486839,10.95499796666631
