model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
Voting,symmetric,0.9329959023282033,0.7609802646766104,0.1720156376515929,-0.4223894409743648,18.436912447562104
Voting,asymmetric,0.9329959023282033,0.6043499472201378,0.3286459551080655,-0.8239816495594267,35.22480155464354
