model,noise_type,f1_clean,f1_at_40pct_noise,total_drop,nsi_slope,relative_drop_pct
RandomForest,symmetric,0.910722492789156,0.7068283774974528,0.2038941152917032,-0.5125951455573599,22.38817168853074
RandomForest,asymmetric,0.910722492789156,0.5881171760503123,0.32260531673884363,-0.8150878303521435,35.42300967563024
